name,label,summary,description
texlive-preprint,工具," A bundle of packages provided ""as is"""," The bundle comprises: - authblk, which permits footnote style
author/affiliation input in the \author command, - balance, to
balance the end of \twocolumn pages, - figcaps, to send figure
captions, etc., to end document, - fullpage, to set narrow page
margins and set a fixed page style, and - sublabel, which
permits counters to be subnumbered."
osbuild-selinux,工具, SELinux policies," Contains the necessary SELinux policies that allows
osbuild to use labels unknown to the host inside the
containers it uses to build OS artifacts."
texlive-fix2col,工具, Fix miscellaneous two column mode features," Fix mark handling so that \firstmark is taken from the first
column if that column has any marks at all; keep two column
floats like figure* in sequence with single column floats like
figure."
maven-script-ant,工具, Maven Ant Mojo Support," This package provides Maven Ant Mojo Support, which write Maven plugins with
Ant scripts."
environment-modules,工具,Provides dynamic modification of a user's environment ,"The Environment Modules package provides for the dynamic modification of
a user's environment via modulefiles.

Each modulefile contains the information needed to configure the shell
for an application. Once the Modules package is initialized, the
environment can be modified on a per-module basis using the module
command which interprets modulefiles. Typically modulefiles instruct
the module command to alter or set shell environment variables such as
PATH, MANPATH, etc. modulefiles may be shared by many users on a system
and users may have their own collection to supplement or replace the
shared modulefiles.

Modules can be loaded and unloaded dynamically and atomically, in an
clean fashion. All popular shells are supported, including bash, ksh,
zsh, sh, csh, tcsh, as well as some scripting languages such as perl.

Modules are useful in managing different versions of applications.
Modules can also be bundled into metamodules that will load an entire
suite of different applications.

NOTE: You will need to get a new shell after installing this package to
have access to the module alias. "
texlive-fontwrap,工具, Bind fonts to specific unicode blocks," The package (which runs under XeLaTeX) lets you bind fonts to
specific unicode blocks, for automatic font tagging of
multilingual text. The package uses Perl (via perltex) to
construct its tables."
iproute-tc,工具,Linux Traffic Control utility ,"The Traffic Control utility manages queueing disciplines, their classes and
attached filters and actions. It is the standard tool to configure QoS in
Linux. "
maven-openjdk8,工具, OpenJDK 8 binding for Maven, Configures Maven to run with OpenJDK 8.
bzip2,工具, A file compression utility," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

Install bzip2 if you need a compression utility."
gvnc,工具, A GObject for VNC connections," gvnc is a GObject for managing a VNC connection. It provides all the
infrastructure required to build a VNC client without having to deal
with the raw protocol itself."
dav1d,工具, AV1 cross-platform Decoder," dav1d is a new AV1 cross-platform Decoder, open-source, and focused on speed
and correctness."
tesseract-langpack-fil,工具, Filipino; Pilipino language data for tesseract-tessdata," This package contains the fast integer version of the Filipino; Pilipino language
trained models for the Tesseract Open Source OCR Engine."
texlive-mfnfss,工具, Packages to typeset oldgerman and pandora fonts in LaTeX," This bundle contains two packages: - oldgerm, a package to
typeset with old german fonts designed by Yannis Haralambous. -
pandora, a package to typeset with Pandora fonts designed by
Neena Billawala. Note that support for the Pandora fonts is
also available via the pandora-latex package."
hunspell-es-PR,工具, Puerto Rican Spanish hunspell dictionary, Puerto Rican Spanish hunspell dictionary
texlive-caption,工具, Customising captions in floating environments," The caption package provides many ways to customise the
captions in floating environments like figure and table, and
cooperates with many other packages. Facilities include
rotating captions, sideways captions, continued captions (for
tables or figures that come in several parts). A list of
compatibility notes, for other packages, is provided in the
documentation. The package also provides the ""caption outside
float"" facility, in the same way that simpler packages like
capt-of do. The package supersedes caption2."
hunspell-es-NI,工具, Nicaraguan Spanish hunspell dictionary, Nicaraguan Spanish hunspell dictionary
texlive-environ,工具, A new interface for environments in LaTeX," The package provides the \collect@body command (as in amsmath),
as well as a \long version \Collect@Body, for collecting the
body text of an environment. These commands are used to define
a new author interface to creating new environments. For
example: \NewEnviron{test} wraps the entire environment body in
square brackets, doing the right thing in ignoring leading and
trailing spaces."
hunspell-mai,工具, Maithili hunspell dictionaries, Maithili hunspell dictionaries.
kf5-kcompletion,工具, KDE Frameworks 5 Tier 2 addon with auto completion widgets and classes," KCompletion provides widgets with advanced completion support as well as a
lower-level completion class which can be used with your own widgets."
tesseract-langpack-tgk,工具, Tajik language data for tesseract-tessdata," This package contains the fast integer version of the Tajik language
trained models for the Tesseract Open Source OCR Engine."
mingw32-bzip2,工具, 32 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
texlive-showexpl,工具, Typesetting LaTeX source code," This package provides a way to typeset LaTeX source code and
the related result in the same document."
evolution,工具, Mail and calendar client for GNOME," Evolution is the GNOME mailer, calendar, contact manager and
communications tool.  The components which make up Evolution
are tightly integrated with one another and act as a seamless
personal information-management tool."
texlive-gsftopk,工具," Convert ""ghostscript fonts"" to PK files"," Designed for use with xdvi and dvips this utility converts
Adobe Type 1 fonts to PK bitmap format. It should not
ordinarily be much used nowadays, since both its target
applications are now capable of dealing with Type 1 fonts,
direct."
texlive-latex-fonts,工具, A collection of fonts used in LaTeX distributions," This is a collection of fonts for use with standard latex
packages and classes. It includes 'invisible' fonts (for use
with the slides class), line and circle fonts (for use in the
picture environment) and 'latex symbol' fonts. For full support
of a latex installation, some Computer Modern font variants
cmbsy(6-9), cmcsc(8,9), cmex(7-9) and cmmib(5-9) from the
amsfonts distribution, are also necessary. The fonts are
available as Metafont source, and metric (tfm) files are also
provided. Most of the fonts are also available in Adobe Type 1
format, in the amsfonts distribution."
texlive-pgf,工具, Create PostScript and PDF graphics in TeX," PGF is a macro package for creating graphics. It is platform-
and format-independent and works together with the most
important TeX backend drivers, including pdftex and dvips. It
comes with a user-friendly syntax layer called TikZ. Its usage
is similar to pstricks and the standard picture environment.
PGF works with plain (pdf-)TeX, (pdf-)LaTeX, and ConTeXt.
Unlike pstricks, it can produce either PostScript or PDF
output."
abrt-addon-kerneloops,工具, abrt's kerneloops addon," This package contains plugin for collecting kernel crash information from
system log."
hunspell-tn,工具, Tswana hunspell dictionaries, Tswana hunspell dictionaries.
tcpdump,工具, A network traffic monitoring tool," Tcpdump is a command-line tool for monitoring network traffic.
Tcpdump can capture and display the packet headers on a particular
network interface or on all interfaces.  Tcpdump can display all of
the packet headers, or just the ones that match particular criteria.

Install tcpdump if you need a program to monitor network traffic."
net-snmp-utils,工具," Network management utilities using SNMP, from the NET-SNMP project"," The net-snmp-utils package contains various utilities for use with the
NET-SNMP network management project.

Install this package if you need utilities for managing your network
using the SNMP protocol. You will also need to install the net-snmp
package."
gnome-shell-extension-drive-menu,服务, Drive status menu for GNOME Shell," This GNOME Shell extension provides a panel status menu for accessing and
unmounting removable devices."
gnome-shell-extension-heads-up-display,服务, Display persistent on-screen message," This GNOME Shell extension displays a persistent message in the top middle of the screen.
This message can appear on the login screen, lock screen, or regular user session."
lldpd,服务, ISC-licensed implementation of LLDP," LLDP is an industry standard protocol designed to supplant proprietary
Link-Layer protocols such as EDP or CDP. The goal of LLDP is to provide
an inter-vendor compatible mechanism to deliver Link-Layer notifications
to adjacent network devices."
bluez-obexd,服务,Object Exchange daemon for sharing content ,"Object Exchange daemon for sharing files, contacts etc over bluetooth "
freeipmi-ipmiseld,服务,IPMI SEL syslog logging daemon ,IPMI SEL syslog logging daemon. 
git-daemon,服务, Git protocol daemon, The git daemon for supporting git:// access to git repositories
gnome-shell-extension-apps-menu,服务, Application menu for GNOME Shell, This GNOME Shell extension adds a GNOME 2.x style menu for applications.
pcp-pmda-mysql,服务, Performance Co-Pilot (PCP) metrics for MySQL," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the MySQL database."
rsyslog-pgsql,服务, PostgresSQL support for rsyslog," The rsyslog-pgsql package contains a dynamic shared object that will add
PostgreSQL database support to rsyslog."
tog-pegasus,服务, OpenPegasus WBEM Services for Linux," OpenPegasus WBEM Services for Linux enables management solutions that deliver
increased control of enterprise resources. WBEM is a platform and resource
independent DMTF standard that defines a common information model and
communication protocol for monitoring and controlling resources from diverse
sources."
dde-printer,服务, Printer Manager is tool to manage printers, Printer Manager is tool to manage printers.
pcp-pmda-openvswitch,服务, Performance Co-Pilot (PCP) metrics for Open vSwitch," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from Open vSwitch."
deepin-gtk-theme,服务, Deepin GTK Theme, Deepin GTK Theme.
gedit-plugin-commander,服务, gedit commander plugin, The gedit commander plugin.
deepin-wallpapers,服务, Deepin Wallpapers provides wallpapers of dde, Deepin Wallpapers provides wallpapers of dde.
tigervnc-server,服务, A TigerVNC server," The VNC system allows you to access the same desktop from a wide
variety of platforms.  This package includes set of utilities
which make usage of TigerVNC server more user friendly. It also
contains x0vncserver program which can export your active
X session."
pcp-pmda-haproxy,服务, Performance Co-Pilot (PCP) metrics for HAProxy," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting performance metrics from HAProxy over the HAProxy stats socket."
pcp-export-pcp2zabbix,服务, Performance Co-Pilot tools for exporting PCP metrics to Zabbix," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to the Zabbix (https://www.zabbix.org/) monitoring software."
pcp-pmda-summary,服务, Performance Co-Pilot (PCP) summary metrics from pmie," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about other installed PMDAs."
fence-agents-vmware-rest,服务, Fence agent for VMWare with REST API, Fence agent for VMWare with REST API.
pcp-pmda-apache,服务, Performance Co-Pilot (PCP) metrics for the Apache webserver," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Apache webserver."
fence-agents-apc-snmp,服务, Fence agents for APC devices (SNMP), Fence agents for APC devices that are accessed via the SNMP protocol.
xorg-x11-server-Xephyr,服务, A nested server," Xephyr is an X server which has been implemented as an ordinary
X application.  It runs in a window just like other X applications,
but it is an X server itself in which you can run other software.  It
is a very useful tool for developers who wish to test their
applications without running them on their real X server.  Unlike
Xnest, Xephyr renders to an X image rather than relaying the
X protocol, and therefore supports the newer X extensions like
Render and Composite."
alsa-ucm,服务, ALSA Use Case Manager configuration," The Advanced Linux Sound Architecture (ALSA) Universal Configuration
Manager allows configuration of Audio input/output names and routing"
containerd-stress,服务, containerd stress test for containerd daemon, stress test a containerd daemon
fence-virtd-serial,服务, Serial VMChannel listener for fence-virtd, Provides serial VMChannel listener capability for fence-virtd.
pipewire-libs,服务, Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
langpacks-en_GB,服务, English (United Kingdom) langpacks meta-package, This package provides English (United Kingdom) langpacks meta-package.
NetworkManager,服务, Network connection manager and user applications," NetworkManager is a system service that manages network interfaces and
connections based on user or automatic configuration. It supports
Ethernet, Bridge, Bond, VLAN, Team, InfiniBand, Wi-Fi, mobile broadband
(WWAN), PPPoE and other devices, and supports a variety of different VPN
services."
realmd,服务,Kerberos realm enrollment service ,"realmd is a DBus system service which manages discovery and enrollment in realms
and domains like Active Directory or IPA. The control center uses realmd as the
back end to 'join' a domain simply and automatically configure things correctly. "
dde-qt5xcb-plugin,服务, Qt platform plugins for DDE, Qt platform plugins for DDE.
deepin-picker,服务, A color picker tool for deepin, A color picker tool for deepin.
pcp-pmda-roomtemp,服务, Performance Co-Pilot (PCP) metrics for the room temperature," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the room temperature."
mysql-errmsg,服务, The error messages files required by MySQL server, The package provides error messages files for the MySQL daemon
pcp-pmda-activemq,服务, Performance Co-Pilot (PCP) metrics for ActiveMQ," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the ActiveMQ message broker."
ipxe-roms,服务, Network boot loader roms in .rom format," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE roms in .rom format."
rsyslog-mmkubernetes,服务, Provides the mmkubernetes module," The rsyslog-mmkubernetes package provides module for adding kubernetes
container metadata."
lvm2-dbusd,服务,LVM2 D-Bus daemon ,"
Daemon for access to LVM2 functionality through a D-Bus interface. "
nginx-mod-http-image-filter,服务, Nginx HTTP image filter module, Nginx HTTP image filter module.
fence-agents-vmware-soap,服务, Fence agent for VMWare with SOAP API v4.1+, Fence agent for VMWare with SOAP API v4.1+.
cronie-noanacron,服务,Utility for running simple regular jobs in old cron style ,"Old style of running {hourly,daily,weekly,monthly}.jobs without anacron. No
extra features. "
pcp-export-pcp2xml,服务, Performance Co-Pilot tools for exporting PCP metrics in XML format," Performance Co-Pilot (PCP) front-end tools for exporting metric values
in XML format."
freeradius-ldap,服务, LDAP support for freeradius, This plugin provides the LDAP support for the FreeRADIUS server project.
gnome-photos,服务," Access, organize and share your photos on GNOME"," A simple application to access, organize and share your photos on
GNOME. It is meant to be a simple and elegant replacement for using a
file manager to deal with photos. Seamless cloud integration is offered
through GNOME Online Accounts."
postgresql-server,服务, The programs needed to create and run a PostgreSQL server," PostgreSQL is an advanced Object-Relational database management system (DBMS).
The postgresql-server package contains the programs needed to create
and run a PostgreSQL server, which will in turn allow you to create
and maintain PostgreSQL databases."
langpacks-ml,服务, Malayalam langpacks meta-package, This package provides Malayalam langpacks meta-package.
switcheroo-control,服务, D-Bus service to check the availability of dual-GPU, D-Bus service to check the availability of dual-GPU.
sssd-krb5,服务, The Kerberos authentication back end for the SSSD," Provides the Kerberos back end that the SSSD can utilize authenticate
against a Kerberos server."
orca,服务, Assistive technology for people with visual impairments," Orca is a screen reader that provides access to the graphical desktop via
user-customizable combinations of speech and/or braille. Orca works with
applications and toolkits that support the assistive technology service
provider interface (AT-SPI), e.g. the GNOME desktop."
rsyslog-mmjsonparse,服务, JSON enhanced logging support," This module provides the capability to recognize and parse JSON enhanced
syslog messages."
httpd-filesystem,服务, The basic directory layout for the Apache HTTP server," The httpd-filesystem package contains the basic directory layout
for the Apache HTTP server including the correct permissions
for the directories."
langpacks-th,服务, Thai langpacks meta-package, This package provides Thai langpacks meta-package.
pcp-pmda-json,服务, Performance Co-Pilot (PCP) metrics for JSON data," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics output in JSON."
gvfs,服务, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs."
fence-agents-eaton-snmp,服务, Fence agent for Eaton network power switches," Fence agent for Eaton network power switches that are accessed
via the SNMP protocol."
gedit-plugin-smartspaces,服务, gedit smartspaces plugin, The gedit smartspaces plugin.
langpacks-zh_CN,服务, Simplified Chinese langpacks meta-package, This package provides Simplified Chinese langpacks meta-package.
iscsi-initiator-utils-iscsiuio,服务, Userspace configuration daemon required for some iSCSI hardware," The iscsiuio configuration daemon provides network configuration help
for some iSCSI offload hardware."
audispd-plugins-zos,服务,z/OS plugin for the audit event dispatcher ,"The audispd-plugins-zos package provides a plugin that will forward all
incoming audit events, as they happen, to a configured z/OS SMF (Service
Management Facility) database, through an IBM Tivoli Directory Server
(ITDS) set for Remote Audit service. "
krb5-workstation,服务,Kerberos 5 programs for use on workstations ,"Kerberos is a network authentication system. The krb5-workstation
package contains the basic Kerberos programs (kinit, klist, kdestroy,
kpasswd). If your network uses Kerberos, this package should be
installed on every workstation. "
pcp-pmda-mongodb,服务, Performance Co-Pilot (PCP) metrics for MongoDB," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from MongoDB."
xorg-x11-drv-libinput,服务, Xorg X11 libinput input driver," A generic input driver for the X.Org X11 X server based on libinput,
supporting all devices."
anolis-indexhtml,服务,Browser default start page for Anolis OS ,"The anolis-indexhtml package provides a welcome page shown by a web browser
after successful installation of Anolis OS.

This web page advises users on how to register their Anolis OS software and how
to get any support they might need. "
grafana-pcp,服务, Performance Co-Pilot Grafana Plugin," This Grafana plugin for Performance Co-Pilot includes datasources for
scalable time series from pmseries(1) and Redis, live PCP metrics and
bpftrace scripts from pmdabpftrace(1), as well as several dashboards."
corosync-qdevice,服务, The Corosync Cluster Engine Qdevice," This package contains the Corosync Cluster Engine Qdevice, script for creating
NSS certificates and an init script."
libvirt,服务, Library providing a simple virtualization API," Libvirt is a C toolkit to interact with the virtualization capabilities
of recent versions of Linux (and other OSes). The main package includes
the libvirtd server exporting the virtualization support."
python3-sss,服务, Python3 bindings for sssd," Provides python3 bindings:
    * function for retrieving list of groups user belongs to
    * class for obfuscation of passwords"
langpacks-de,服务, German langpacks meta-package, This package provides German langpacks meta-package.
gnome-getting-started-docs-hu,服务, Hungarian translations for gnome-getting-started-docs videos, Hungarian (hu) translations for the Getting Started guide videos.
trousers,服务,TCG's Software Stack v1.2 ,"TrouSerS is an implementation of the Trusted Computing Group's Software Stack
(TSS) specification. You can use TrouSerS to write applications that make use
of your TPM hardware. TPM hardware can create, store and use RSA keys
securely (without ever being exposed in memory), verify a platform's software
state using cryptographic hashes and more. "
mysql-server,服务, The MySQL server and related files," MySQL is a multi-user, multi-threaded SQL database server. MySQL is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. This package contains
the MySQL server and some accompanying files and directories."
samba-common,服务, Files used by both Samba servers and clients," samba-common provides files necessary for both the server and client
packages of Samba."
docker-engine,服务, Docker daemon binary and related utilities, Docker daemon binary and related utilities
xorg-x11-server-Xwayland,服务, Xwayland, Xwayland is an X server for running X clients under Wayland.
libsss_nss_idmap,服务, Library for SID and certificate based lookups, Utility library for SID and certificate based lookups
fence-agents-hpblade,服务, Fence agent for HP BladeSystem devices," Fence agent for HP BladeSystem devices that are accessed via telnet
or SSH."
samba-client-libs,服务, Samba client libraries," The samba-client-libs package contains internal libraries needed by the
SMB/CIFS clients."
dleyna-server,服务, Service for interacting with Digital Media Servers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Servers (DMSes)."
sssd-kcm,服务,An implementation of a Kerberos KCM server ,"An implementation of a Kerberos KCM server. Use this package if you want to
use the KCM: Kerberos credentials cache. "
fdo-rendezvous-server,服务, FDO Rendezvous Server implementation, FDO Rendezvous Server implementation
startdde,服务, Starter of deepin desktop environment, Starter of deepin desktop environment.
basesystem,服务, The skeleton package which defines a simple  system," Basesystem defines the components of a basic  system
(for example, the package installation order to use during bootstrapping).
Basesystem should be in every installation of a system, and it
should never be removed."
udisks2-iscsi,服务, Module for iSCSI, This package contains module for iSCSI configuration.
nydus-rs,服务, Nydus image service," Nydus - the Dragonfly image service, providing fast, secure and easy access to container images."
audispd-plugins,服务,Plugins for the audit event dispatcher ,"The audispd-plugins package provides plugins for the real-time
interface to the audit system, audispd. These plugins can do things
like relay events to remote machines. "
libvirt-daemon-driver-storage-rbd,服务, Storage driver plugin for rbd," The storage driver backend adding implementation of the storage APIs for rbd
volumes using the ceph protocol."
gcc-toolset-11-systemtap-server,服务, Instrumentation System Server," This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand."
pcp-pmda-systemd,服务, Performance Co-Pilot (PCP) metrics from the Systemd journal," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from the Systemd journal."
subversion-gnome,服务, GNOME Keyring support for Subversion," The subversion-gnome package adds support for storing Subversion
passwords in the GNOME Keyring."
kwin-wayland,服务, KDE Window Manager with experimental Wayland support, KDE Window Manager with experimental Wayland support.
langpacks-fi,服务, Finnish langpacks meta-package, This package provides Finnish langpacks meta-package.
upower,服务, Power Management Service," UPower (formerly DeviceKit-power) provides a daemon, API and command
line tools for managing power devices attached to the system."
fence-agents-wti,服务, Fence agent for WTI Network power switches," Fence agent for WTI network power switches that are accessed
via telnet or SSH."
langpacks-vi,服务, Vietnamese langpacks meta-package, This package provides Vietnamese langpacks meta-package.
fapolicyd-selinux,服务, Fapolicyd selinux, The fapolicyd-selinux package contains selinux policy for the fapolicyd daemon.
ppp,服务,The Point-to-Point Protocol daemon ,"The ppp package contains the PPP (Point-to-Point Protocol) daemon and
documentation for PPP support. The PPP protocol provides a method for
transmitting datagrams over serial point-to-point links. PPP is
usually used to dial in to an ISP (Internet Service Provider) or other
organization over a modem and phone line. "
fence-agents-ilo-mp,服务, Fence agent for HP iLO MP devices, Fence agent for HP iLO MP devices that are accessed via telnet or SSH.
ipxe-bootimgs-x86,服务," X86 Network boot loader images in bootable USB, CD, floppy and GRUB formats"," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE boot images in USB, CD, floppy, and PXE
UNDI formats."
plymouth-plugin-throbgress,服务," Plymouth ""Throbgress"" plugin"," This package contains the ""throbgress"" boot splash plugin for
Plymouth. It features a centered logo and animated spinner that
spins repeatedly while a progress bar advances at the bottom of
the screen."
qemu-kvm-common,服务, QEMU common files needed by all QEMU targets," qemu-kvm is an open source virtualizer that provides hardware emulation for
the KVM hypervisor.

This package provides documentation and auxiliary programs used with qemu-kvm."
