name,label,summary,description
adwaita-qt5,其它, Adwaita Qt5 theme, Adwaita theme variant for applications utilizing Qt5.
google-droid-kufi-fonts,其它, A kufi Arabic titling typeface designed to complement Droid Sans," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Kufi is a stylized display font suitable for titles and short runs of
text, and designed to complement Droid Sans. It was initialy designed by
Steve Matteson of Ascender with consulting by Pascal Zoghbi of 29ArabicLetters
to finalize the font family."
systemd-udev,其它,Rule-based device node and kernel event manager ,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers. "
bpg-sans-regular-fonts,其它, Sans Regular family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Sans Regular font family."
bpg-sans-modern-fonts,其它, Sans Modern family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Sans Modern font family."
google-noto-sans-mongolian-fonts,其它, Sans Mongolian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Mongolian."
google-noto-sans-buginese-fonts,其它, Sans Buginese font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Buginese."
f32-backgrounds-extras-xfce,其它, Extra F32 Wallpapers for XFCE, This package contains F32 supplemental wallpapers for XFCE
saab-fonts,其它, Free Punjabi Unicode OpenType Serif Font," This package provides a free OpenType Punjabi (Gurmukhi) Serif font.
Developed by Bhupinder Singh."
google-noto-sans-inscriptional-parthian-fonts,其它, Sans Inscriptional Parthian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Inscriptional Parthian."
wqy-unibit-fonts,其它, WenQuanYi Unibit Bitmap Font," The Wen Quan Yi Unibit is designed as a dual-width (16x16,16x8)
bitmap font to provide the most complete international symbol
coverage, serving as the system-wide fall-back font. This font
has covered over 46000 Unicode code points in BMP.
It is intended to supersede the outdated GNU Unifont.
This font was created by merging the latest update of GNU
Unifont [GPL] (by Roman Czyborra and David Starner et al., the
font was last updated in 2004), WenQuanYi Bitmap Song [GPL]
0.8.1 (by Qianqian Fang and WenQuanYi contributors) and
Fixed-16x8 [public domain] bitmap fonts from X11 core fonts.
The entire CJK Unified Ideographics (U4E00-U9FA5) and CJK Unified
Ideographics Extension A(U3400-U4DB5) blocks were replaced by
high-quality glyphs from China National Standard GB19966-2005
(public domain). Near a thousand of non-CJK characters were improved by
WenQuanYi contributors via their collaborative font editing website at
http://wenq.org/eindex.cgi?Unicode_Chart_EN"
google-noto-naskh-arabic-ui-fonts,其它, Naskh Arabic UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Naskh font for Arabic UI."
google-noto-sans-lao-fonts,其它, Sans Lao font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Lao."
google-noto-sans-egyptian-hieroglyphs-fonts,其它, Sans Egyptian Hieroglyphs font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Egyptian Hieroglyphs."
gnu-free-mono-fonts,其它, GNU FreeFont Monospaced Font," 
Gnu FreeFont is a free family of scalable outline fonts, suitable for general
use on computers and for desktop publishing. It is Unicode-encoded for
compatibility with all modern operating systems.

Besides a full set of characters for writing systems based on the Latin
alphabet, FreeFont contains large selection of characters from other writing
systems some of which are hard to find elsewhere.

FreeFont also contains a large set of symbol characters, both technical and
decorative. We are especially pleased with the Mathematical Operators range,
with which most of the glyphs used in LaTeX can be displayed.

This package contains the GNU FreeFont monospaced font."
bpg-ingiri-fonts,其它, Ingiri family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Ingiri font family."
xorg-x11-fonts-ISO8859-15-75dpi,其它, ISO8859-15-75dpi fonts," Contains a set of 75dpi fonts in the ISO8859-15 encoding which provide Euro
support."
wqy-microhei-fonts,其它, Compact Chinese fonts derived from Droid," A new Sans Serif CJK font derived from Google's ""Droid Sans Fallback""
and covers the entire GBK code points (20932 Han glyphs)."
bpg-excelsior-caps-fonts,其它, Excelsior Caps family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Excelsior Caps font family."
overpass-fonts,其它, Typeface based on the U.S. interstate highway road signage type system," Free and open source typeface based on the U.S. interstate highway road signage
type system; it is sans-serif and suitable for both body and titling text."
xorg-x11-fonts-ISO8859-9-100dpi,其它, ISO8859-9-100dpi fonts, Contains a set of 100dpi fonts for the Turkish language.
samyak-devanagari-fonts,其它, Open Type Fonts for Devanagari script," This package contains truetype/opentype font for the display of \
Scripts Devanagari."
bpg-irubaqidze-fonts,其它, Irubaqidze family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Irubaqidze font family. In 1628 Georgian printing
types were produced for the first time, in Rome. The ""Georgian-Italian
Dictionary""  and ""Georgian Prayers"" were printed in Rome, 1629, by Stephano
Paolini and Nikiphore Irbach (Irubakhidze-Cholokashvili). In 1643, in Rome,
""Georgian Grammar"" by Francisco-Maria Majio was printed, using Nuskhuri,
Asomtavruli and Mkhedruli. Majio spent 7 years in Georgia studying Georgian
language, scripture and grammar. Font ""BPG Irubaqidze"" is a modernized
replica of this casted type."
google-noto-sans-malayalam-fonts,其它, Sans Malayalam font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Malayalam."
kernel-abi-stablelists,其它,The Red Hat Enterprise Linux kernel ABI symbol stablelists ,"The kABI package contains information pertaining to the Red Hat Enterprise
Linux kernel ABI, including lists of kernel symbols that are needed by
external Linux kernel modules, and a yum plugin to aid enforcement. "
culmus-shofar-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
culmus-stamsefarad-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
google-crosextra-carlito-fonts,其它, Sans-serif font metric-compatible with Calibri font," Carlito is metric-compatible with Calibri font. Carlito comes in regular, bold,
italic, and bold italic. The family covers Latin-Greek-Cyrillic (not a
complete set, though) with about 2,000 glyphs. It has the same character
coverage as Calibri. This font is sans-serif typeface family based on Lato."
thai-scalable-laksaman-fonts,其它, Thai Laksaman fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Laksaman family of Thai fonts."
xorg-x11-fonts-cyrillic,其它, Cyrillic fonts for X, Contains a set of Cyrillic fonts.
libertas-sd8686-firmware,其它,Firmware for Marvell Libertas SD 8686 Network Adapter ,Firmware for Marvell Libertas SD 8686 Network Adapter 
xorg-x11-fonts-misc,其它, misc bitmap fonts for the X Window System," This package contains misc bitmap Chinese, Japanese, Korean, Indic, and Arabic
fonts for use with X Window System."
sil-padauk-fonts,其它, A font for Burmese and the Myanmar script," 
Padauk is a pan Burma font designed to support all Myanmar script based
languages. It covers all of the Unicode Myanmar script blocks and works
on all OpenType and Graphite based systems."
xorg-x11-fonts-75dpi,其它, A set of 75dpi resolution fonts for the X Window System, A set of 75 dpi fonts used by the X window system.
google-noto-sans-ethiopic-fonts,其它, Sans Ethiopic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Ethiopic."
bpg-algeti-fonts,其它, Algeti Family of BPG Georgian Fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Algeti font family."
google-noto-sans-coptic-fonts,其它, Sans Coptic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Coptic."
google-noto-sans-ui-fonts,其它, Sans UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for UI."
lohit-telugu-fonts,其它, Free Telugu font, This package provides a free Telugu truetype/opentype font.
liberation-narrow-fonts,其它,Sans-serif Narrow fonts to replace commonly used Microsoft Arial Narrow ,"The Liberation Sans Narrow Fonts are intended to be replacements for \
the Arial Narrow. "
kacst-decorative-fonts,其它, Fonts for arabic from arabeyes project, This package contains decorative type fonts for the display of Arabic
iwl105-firmware,其它,Firmware for Intel(R) Centrino Wireless-N 105 Series Adapters ,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl105 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully. "
google-noto-sans-devanagari-fonts,其它, Sans Devanagari font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Devanagari."
thai-scalable-garuda-fonts,其它, Thai Garuda fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Garuda family of Thai fonts."
google-noto-sans-tagalog-fonts,其它, Sans Tagalog font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tagalog."
khmeros-base-fonts,其它, Base KhmerOS font," 
The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Base KhmerOS fonts."
google-noto-sans-telugu-ui-fonts,其它, Sans Telugu UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Telugu UI."
kacst-farsi-fonts,其它, Fonts for arabic from arabeyes project, This package contains farsi type fonts for the display of Arabic
smc-dyuthi-fonts,其它, Open Type Fonts for Malayalam script," The Dyuthi font package contains fonts for the display of
traditional Malayalam Scripts."
xorg-x11-fonts-ISO8859-14-75dpi,其它, ISO8859-14-75dpi fonts," Contains a set of 75dpi fonts in the ISO8859-14 encoding which provide Welsh
support."
zvbi,其它," Raw VBI, Teletext and Closed Caption decoding library"," ZVBI provides functions to capture and decode VBI data. The vertical blanking
interval (VBI) is an interval in a television signal that temporarily suspends
transmission of the signal for the electron gun to move back up to the first
line of the television screen to trace the next screen field. The vertical
blanking interval can be used to carry data, since anything sent during the VBI
would naturally not be displayed; various test signals, closed captioning, and
other digital data can be sent during this time period."
f32-backgrounds-mate,其它, Fedora 32 default wallpaper for Mate," This package contains Mate desktop wallpaper for the Fedora 32
default theme."
bpg-dejavu-sans-fonts,其它, DejaVu Sans with BPG Georgian changes," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains an improved version of DejaVu Sans with BPG Georgian
changes."
google-noto-sans-gujarati-ui-fonts,其它, Sans Gujarati UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Gujarati UI."
lohit-assamese-fonts,其它, Free Assamese font, This package provides a free Assamese TrueType/OpenType font.
google-noto-sans-kaithi-fonts,其它, Sans Kaithi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kaithi."
xorg-x11-fonts-ISO8859-2-100dpi,其它, A set of 100dpi Central European language fonts for X, Contains a set of 100dpi fonts for Central European languages.
abattis-cantarell-fonts,其它," Cantarell, a Humanist sans-serif font family"," Cantarell is a set of fonts designed by Dave Crossland.
It is a sans-serif humanist typeface family."
bpg-serif-fonts,其它, Serif family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Serif font family."
google-noto-sans-kayah-li-fonts,其它, Sans Kayah Li font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kayah Li."
smc-kalyani-fonts,其它, Open Type Fonts for Malayalam script," The Kalyani font package contains fonts for the display of
new Malayalam Scripts."
google-noto-sans-cham-fonts,其它, Sans Cham font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cham."
bpg-classic-fonts,其它, Classic family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Classic font family."
sil-abyssinica-fonts,其它, SIL Abyssinica fonts," SIL Abyssinica is a Unicode typeface family containing glyphs for the
Ethiopic script.

The Ethiopic script is used for writing many of the languages of Ethiopia and
Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode
including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet
able to be fully represented in Unicode and, where necessary, we have included
non-Unicode characters in the Private Use Area (see Private-use (PUA)
characters supported by Abyssinica SIL).

Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is
a regular typeface, with no bold or italic version available or planned."
liberation-fonts,其它,Fonts to replace commonly used Microsoft Windows fonts ,"The Liberation Fonts are intended to be replacements for the 3 most commonly
used fonts on Microsoft systems: Times New Roman, Arial, and Courier New.

Meta-package of Liberation fonts which installs Sans, Serif, and Monospace
families. "
google-noto-sans-gurmukhi-fonts,其它, Sans Gurmukhi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Gurmukhi."
google-crosextra-caladea-fonts,其它, Serif font metric-compatible with Cambria font," Caladea is metric-compatible with Cambria font. This font is a serif
typeface family based on Lato."
bpg-nateli-caps-fonts,其它, Nateli Caps family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nateli Caps font family."
lohit-odia-fonts,其它, Free truetype font for Odia language, This package provides a free truetype font for Odia language.
google-noto-sans-oriya-ui-fonts,其它, Sans Oriya UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Oriya UI."
bitmap-lucida-typewriter-fonts,其它, Selected CJK bitmap fonts for Anaconda," 
The bitmap-fonts package provides a number of bitmap fonts selected
from the xorg package designed for use locations such as
terminals."
bpg-nino-medium-fonts,其它, Nino Medium family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nino Medium font family."
kernel-cross-headers,其它,Header files for the Linux kernel for use by cross-glibc ,"Kernel-cross-headers includes the C header files that specify the interface
between the Linux kernel and userspace libraries and programs.  The
header files define structures and constants that are needed for
building most standard programs and are also needed for rebuilding the
cross-glibc package. "
thai-scalable-fonts-common,其它, Common files of thai-scalable-fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package consists of files used by other thai-scalable-fonts packages."
lohit-devanagari-fonts,其它, Free Devanagari Script Font, This package provides a free Devanagari Script TrueType/OpenType font.
fontawesome-fonts-web,其它," Iconic font set, web files"," Font Awesome gives you scalable vector icons that can instantly be
customized _ size, color, drop shadow, and anything that can be done with the
power of CSS.

This package contains CSS, SCSS and LESS style files as well as Web Open Font
Format versions 1 and 2, Embedded OpenType and SVG font files which are
typically used on the web."
kacst-titlel-fonts,其它, Fonts for arabic from arabeyes project, This package contains title large type fonts for the display of Arabic
google-noto-sans-syriac-eastern-fonts,其它, Sans Syriac Eastern font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Syriac Eastern."
culmus-keteryg-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
f32-backgrounds-xfce,其它, Fedora 32 default background for XFCE4," This package contains XFCE4 desktop background for the Fedora 32
default theme."
google-noto-serif-lao-fonts,其它, Serif Lao font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Lao."
urw-base35-standard-symbols-ps-fonts,其它, Standard Symbols PS font family [part of Level 2 Core Font Set]," This package contains Standard Symbols PS font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
google-noto-sans-bamum-fonts,其它, Sans Bamum font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Bamum."
iwl2000-firmware,其它,Firmware for Intel(R) Centrino Wireless-N 2000 Series Adapters ,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl2000 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully. "
thai-scalable-norasi-fonts,其它, Thai Norasi fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Norasi family of Thai fonts."
lklug-fonts,其它, Fonts for Sinhala language," The lklug-fonts package contains fonts for the display of
Sinhala. The original font for TeX/LaTeX is developed by Yannis
Haralambous and are in GPL. OTF tables are added by Anuradha
Ratnaweera and Harshani Devadithya."
