,src,bin,num_of_bin
384,java-11-openjdk: 应用库/编程语言,"{'java-11-openjdk': '应用库/编程语言', 'java-11-openjdk-demo-slowdebug': '应用库/编程语言', 'java-11-openjdk-devel-slowdebug': '应用库/编程语言', 'java-11-openjdk-headless': '应用库/编程语言', 'java-11-openjdk-headless-slowdebug': '应用库/编程语言', 'java-11-openjdk-javadoc': '库', 'java-11-openjdk-javadoc-zip': '库', 'java-11-openjdk-jmods': '应用库/编程语言', 'java-11-openjdk-jmods-slowdebug': '应用库/编程语言', 'java-11-openjdk-slowdebug': '应用库/编程语言', 'java-11-openjdk-src': '应用库/编程语言', 'java-11-openjdk-src-slowdebug': '应用库/编程语言', 'java-11-openjdk-static-libs': '应用库/编程语言', 'java-11-openjdk-static-libs-slowdebug': '应用库/编程语言', 'java-11-openjdk-demo-fastdebug': '应用库/编程语言', 'java-11-openjdk-devel-fastdebug': '应用库/编程语言', 'java-11-openjdk-fastdebug': '应用库/编程语言', 'java-11-openjdk-headless-fastdebug': '应用库/编程语言', 'java-11-openjdk-jmods-fastdebug': '应用库/编程语言', 'java-11-openjdk-src-fastdebug': '应用库/编程语言', 'java-11-openjdk-static-libs-fastdebug': '应用库/编程语言'}",21
385,java-17-openjdk: 应用库/编程语言,"{'java-17-openjdk': '应用库/编程语言', 'java-17-openjdk-demo-slowdebug': '应用库/编程语言', 'java-17-openjdk-devel-slowdebug': '库', 'java-17-openjdk-headless': '应用库/编程语言', 'java-17-openjdk-headless-slowdebug': '应用库/编程语言', 'java-17-openjdk-javadoc': '库', 'java-17-openjdk-javadoc-zip': '库', 'java-17-openjdk-jmods': '应用库/编程语言', 'java-17-openjdk-jmods-slowdebug': '应用库/编程语言', 'java-17-openjdk-slowdebug': '应用库/编程语言', 'java-17-openjdk-src': '应用库/编程语言', 'java-17-openjdk-src-slowdebug': '应用库/编程语言', 'java-17-openjdk-static-libs': '应用库/编程语言', 'java-17-openjdk-static-libs-slowdebug': '应用库/编程语言', 'java-17-openjdk-demo-fastdebug': '应用库/编程语言', 'java-17-openjdk-devel-fastdebug': '应用库/编程语言', 'java-17-openjdk-fastdebug': '应用库/编程语言', 'java-17-openjdk-headless-fastdebug': '应用库/编程语言', 'java-17-openjdk-jmods-fastdebug': '应用库/编程语言', 'java-17-openjdk-src-fastdebug': '应用库/编程语言', 'java-17-openjdk-static-libs-fastdebug': '应用库/编程语言'}",21
386,javacc: 应用工具,"{'javacc': '应用工具', 'javacc-javadoc': '库', 'javacc-manual': '库'}",3
387,javacc-maven-plugin: 应用库,"{'javacc-maven-plugin': '工具', 'javacc-maven-plugin-javadoc': '应用库'}",2
388,javapackages-tools: 应用库,"{'javapackages-filesystem': '应用库', 'javapackages-tools': '工具', 'ivy-local': '库', 'javapackages-local': '库', 'maven-local': '工具', 'python3-javapackages': '应用库'}",6
389,jboss-parent: 应用库,{'jboss-parent': '库'},1
390,jetty: 应用库,"{'jetty-continuation': '应用库', 'jetty-http': '应用库', 'jetty-io': '应用库', 'jetty-security': '应用库', 'jetty-server': '应用库', 'jetty-servlet': '应用库', 'jetty-util': '库'}",7
391,jflex: 应用库,"{'jflex': '工具', 'jflex-javadoc': '应用库'}",2
392,jose: 应用工具,"{'jose': '应用工具', 'libjose': '应用库'}",2
393,jq: 应用工具,{'jq': '工具'},1
394,jsch: 应用工具,"{'jsch': '库', 'jsch-javadoc': '库'}",2
395,js-d3-flame-graph: 应用库,{'js-d3-flame-graph': '库'},1
396,jss: 应用库,"{'jss': '库', 'jss-javadoc': '库'}",2
397,julietaula-montserrat-fonts: 应用库,{'julietaula-montserrat-fonts': '字体'},1
398,junit: 应用库,"{'junit': '应用库', 'junit-javadoc': '应用库', 'junit-manual': '库'}",3
399,kbd: 核心工具,"{'kbd': '核心工具', 'kbd-legacy': '库', 'kbd-misc': '库'}",3
400,kdecoration: 应用库/桌面,{'kdecoration': '库'},1
401,kde-settings: 应用工具/桌面,"{'kde-settings': '应用工具/桌面', 'kde-settings-plasma': '工具', 'kde-settings-pulseaudio': '工具', 'qt-settings': '库'}",4
402,keentune-bench: 系统工具,{'keentune-bench': '工具'},1
403,keentune-brain: 系统库,{'keentune-brain': '库'},1
404,kernel: 内核服务,"{'bpftool': '工具', 'kernel': '内核服务', 'kernel-abi-stablelists': '内核服务', 'kernel-core': '服务', 'kernel-cross-headers': '内核服务', 'kernel-debug-core': '内核服务', 'kernel-debug-modules': '内核服务', 'kernel-debug-modules-extra': '内核服务', 'kernel-headers': '内核服务', 'kernel-modules': '内核服务', 'kernel-modules-extra': '内核服务', 'kernel-tools': '工具', 'kernel-tools-libs': '内核服务', 'perf': '工具', 'python3-perf': '核心库', 'kernel-debug-modules-internal': '内核服务', 'kernel-modules-internal': '内核服务'}",17
405,kexec-tools: 核心工具,{'kexec-tools': '工具'},1
406,keybinder3: 应用工具,{'keybinder3': '库'},1
407,keycloak-httpd-client-install: 应用工具,"{'keycloak-httpd-client-install': '工具', 'python3-keycloak-httpd-client-install': '应用工具'}",2
408,keyutils: 系统工具,"{'keyutils': '系统工具', 'keyutils-libs': '库'}",2
409,kf5-attica: 应用工具/桌面,{'kf5-attica': '库'},1
410,kf5-kdoctools: 应用工具/桌面,{'kf5-kdoctools': '工具'},1
411,kf5-kidletime: 应用工具/桌面,{'kf5-kidletime': '工具'},1
412,kf5-kwayland: 应用工具/桌面,{'kf5-kwayland': '库'},1
413,kf5-kwidgetsaddons: 应用工具/桌面,{'kf5-kwidgetsaddons': '工具'},1
414,kf5-networkmanager-qt: 应用工具/桌面,{'kf5-networkmanager-qt': '库'},1
415,kmod: 核心工具,"{'kmod': '核心工具', 'kmod-libs': '核心库'}",2
416,kmod-kvdo: 核心工具,{'kmod-kvdo': '服务'},1
417,kpatch: 核心工具,"{'kpatch': '工具', 'kpatch-dnf': '核心工具'}",2
418,krb5: 系统服务,"{'krb5-libs': '库', 'krb5-pkinit': '库', 'krb5-server': '系统服务', 'krb5-server-ldap': '系统服务', 'krb5-workstation': '系统服务', 'libkadm5': '库'}",6
419,kronosnet: 应用库,"{'libknet1': '应用库', 'libknet1-compress-bzip2-plugin': '应用库', 'libknet1-compress-lz4-plugin': '应用库', 'libknet1-compress-lzma-plugin': '应用库', 'libknet1-compress-lzo2-plugin': '应用库', 'libknet1-compress-plugins-all': '应用库', 'libknet1-compress-zlib-plugin': '应用库', 'libknet1-crypto-nss-plugin': '库', 'libknet1-crypto-openssl-plugin': '应用库', 'libknet1-crypto-plugins-all': '应用库', 'libknet1-plugins-all': '应用库', 'libnozzle1': '应用库'}",12
420,kscreenlocker: 应用库,{'kscreenlocker': '库'},1
421,kubernetes: 应用服务/云原生,"{'kubernetes': '应用服务/云原生', 'kubernetes-client': '工具', 'kubernetes-kubeadm': '应用服务/云原生', 'kubernetes-master': '应用服务/云原生', 'kubernetes-node': '服务'}",5
422,kwin: 应用服务/桌面,"{'kwin': '服务', 'kwin-common': '服务', 'kwin-libs': '库', 'kwin-wayland': '应用服务/桌面'}",4
423,ladspa: 应用工具,{'ladspa': '工具'},1
424,langtable: 系统工具,"{'langtable': '工具', 'python3-langtable': '系统库'}",2
425,lcms2: 应用工具,{'lcms2': '工具'},1
426,ldapjdk: 应用库,"{'ldapjdk': '库', 'ldapjdk-javadoc': '应用库'}",2
427,ldns: 应用库,{'ldns': '库'},1
428,lftp: 应用工具,"{'lftp': '应用工具', 'lftp-scripts': '工具'}",2
429,libarchive: 系统库,"{'bsdtar': '工具', 'libarchive': '系统库', 'bsdcat': '系统库', 'bsdcpio': '系统库'}",4
430,libblockdev: 系统库,"{'libblockdev': '系统库', 'libblockdev-crypto': '系统库', 'libblockdev-dm': '系统库', 'libblockdev-fs': '库', 'libblockdev-kbd': '系统库', 'libblockdev-loop': '系统库', 'libblockdev-lvm': '库', 'libblockdev-lvm-dbus': '系统库', 'libblockdev-mdraid': '库', 'libblockdev-mpath': '系统库', 'libblockdev-nvdimm': '系统库', 'libblockdev-part': '库', 'libblockdev-plugins-all': '系统库', 'libblockdev-swap': '库', 'libblockdev-utils': '库', 'libblockdev-vdo': '系统库', 'python3-blockdev': '系统库'}",17
431,libcanberra: 应用库,"{'libcanberra': '库', 'libcanberra-gtk2': '应用库', 'libcanberra-gtk3': '应用库'}",3
432,libcdio: 系统库,{'libcdio': '库'},1
433,libdwarf: 系统库,"{'libdwarf': '系统库', 'libdwarf-static': '系统库', 'libdwarf-tools': '工具'}",3
434,libgnomekbd: 应用库,{'libgnomekbd': '库'},1
435,libgpod: 应用库,{'libgpod': '库'},1
436,libguestfs: 系统库,"{'libguestfs': '系统库', 'libguestfs-appliance': '库', 'libguestfs-bash-completion': '系统库', 'libguestfs-gfs2': '系统库', 'libguestfs-gobject': '系统库', 'libguestfs-inspect-icons': '系统库', 'libguestfs-java': '系统库', 'libguestfs-javadoc': '系统库', 'libguestfs-man-pages-ja': '系统库', 'libguestfs-man-pages-uk': '系统库', 'libguestfs-rescue': '库', 'libguestfs-rsync': '系统库', 'libguestfs-tools': '系统库', 'libguestfs-tools-c': '工具', 'libguestfs-xfs': '系统库', 'lua-guestfs': '库', 'ocaml-libguestfs': '系统库', 'perl-Sys-Guestfs': '系统库', 'python3-libguestfs': '系统库', 'ruby-libguestfs': '系统库', 'virt-dib': '工具'}",21
437,libhbalinux: 应用库,{'libhbalinux': '库'},1
438,libidn: 系统库,{'libidn': '库'},1
439,libiscsi: 系统库,"{'libiscsi': '系统库', 'libiscsi-utils': '工具'}",2
440,liblouis: 应用库,"{'liblouis': '库', 'python3-louis': '应用库'}",2
441,libpq: 应用库,{'libpq': '库'},1
442,libqtxdg: 应用库,"{'libqtxdg': '库', 'qtxdg-tools': '工具'}",2
443,libquvi-scripts: 应用库,{'libquvi-scripts': '库'},1
444,librelp: 应用库,{'librelp': '库'},1
445,libreoffice: 应用库,"{'autocorr-af': '应用库', 'autocorr-bg': '应用库', 'autocorr-ca': '应用库', 'autocorr-cs': '应用库', 'autocorr-da': '应用库', 'autocorr-de': '应用库', 'autocorr-en': '应用库', 'autocorr-es': '应用库', 'autocorr-fa': '应用库', 'autocorr-fi': '应用库', 'autocorr-fr': '应用库', 'autocorr-ga': '应用库', 'autocorr-hr': '应用库', 'autocorr-hu': '应用库', 'autocorr-is': '应用库', 'autocorr-it': '应用库', 'autocorr-ja': '应用库', 'autocorr-ko': '应用库', 'autocorr-lb': '应用库', 'autocorr-lt': '应用库', 'autocorr-mn': '应用库', 'autocorr-nl': '应用库', 'autocorr-pl': '应用库', 'autocorr-pt': '应用库', 'autocorr-ro': '应用库', 'autocorr-ru': '应用库', 'autocorr-sk': '应用库', 'autocorr-sl': '应用库', 'autocorr-sr': '应用库', 'autocorr-sv': '应用库', 'autocorr-tr': '应用库', 'autocorr-vi': '应用库', 'autocorr-zh': '应用库', 'libreoffice-base': '应用库', 'libreoffice-calc': '应用库', 'libreoffice-core': '应用库', 'libreoffice-data': '库', 'libreoffice-draw': '应用库', 'libreoffice-emailmerge': '应用库', 'libreoffice-filters': '应用库', 'libreoffice-gdb-debug-support': '应用库', 'libreoffice-graphicfilter': '应用库', 'libreoffice-gtk3': '应用库', 'libreoffice-help-ar': '应用库', 'libreoffice-help-bg': '应用库', 'libreoffice-help-bn': '应用库', 'libreoffice-help-ca': '应用库', 'libreoffice-help-cs': '应用库', 'libreoffice-help-da': '应用库', 'libreoffice-help-de': '应用库', 'libreoffice-help-dz': '应用库', 'libreoffice-help-el': '应用库', 'libreoffice-help-en': '应用库', 'libreoffice-help-es': '应用库', 'libreoffice-help-et': '应用库', 'libreoffice-help-eu': '应用库', 'libreoffice-help-fi': '应用库', 'libreoffice-help-fr': '应用库', 'libreoffice-help-gl': '应用库', 'libreoffice-help-gu': '应用库', 'libreoffice-help-he': '应用库', 'libreoffice-help-hi': '应用库', 'libreoffice-help-hr': '应用库', 'libreoffice-help-hu': '应用库', 'libreoffice-help-id': '应用库', 'libreoffice-help-it': '应用库', 'libreoffice-help-ja': '应用库', 'libreoffice-help-ko': '应用库', 'libreoffice-help-lt': '应用库', 'libreoffice-help-lv': '应用库', 'libreoffice-help-nb': '应用库', 'libreoffice-help-nl': '应用库', 'libreoffice-help-nn': '应用库', 'libreoffice-help-pl': '应用库', 'libreoffice-help-pt-BR': '应用库', 'libreoffice-help-pt-PT': '应用库', 'libreoffice-help-ro': '应用库', 'libreoffice-help-ru': '应用库', 'libreoffice-help-si': '应用库', 'libreoffice-help-sk': '应用库', 'libreoffice-help-sl': '应用库', 'libreoffice-help-sv': '应用库', 'libreoffice-help-ta': '应用库', 'libreoffice-help-tr': '应用库', 'libreoffice-help-uk': '应用库', 'libreoffice-help-zh-Hans': '应用库', 'libreoffice-help-zh-Hant': '应用库', 'libreoffice-impress': '应用库', 'libreofficekit': '应用库', 'libreoffice-langpack-af': '库', 'libreoffice-langpack-ar': '应用库', 'libreoffice-langpack-as': '应用库', 'libreoffice-langpack-bg': '应用库', 'libreoffice-langpack-bn': '应用库', 'libreoffice-langpack-br': '应用库', 'libreoffice-langpack-ca': '应用库', 'libreoffice-langpack-cs': '应用库', 'libreoffice-langpack-cy': '应用库', 'libreoffice-langpack-da': '库', 'libreoffice-langpack-de': '应用库', 'libreoffice-langpack-dz': '应用库', 'libreoffice-langpack-el': '应用库', 'libreoffice-langpack-en': '应用库', 'libreoffice-langpack-es': '应用库', 'libreoffice-langpack-et': '应用库', 'libreoffice-langpack-eu': '应用库', 'libreoffice-langpack-fa': '应用库', 'libreoffice-langpack-fi': '应用库', 'libreoffice-langpack-fr': '应用库', 'libreoffice-langpack-ga': '应用库', 'libreoffice-langpack-gl': '应用库', 'libreoffice-langpack-gu': '库', 'libreoffice-langpack-he': '应用库', 'libreoffice-langpack-hi': '应用库', 'libreoffice-langpack-hr': '应用库', 'libreoffice-langpack-hu': '应用库', 'libreoffice-langpack-id': '应用库', 'libreoffice-langpack-it': '应用库', 'libreoffice-langpack-ja': '应用库', 'libreoffice-langpack-kk': '应用库', 'libreoffice-langpack-kn': '应用库', 'libreoffice-langpack-ko': '应用库', 'libreoffice-langpack-lt': '应用库', 'libreoffice-langpack-lv': '应用库', 'libreoffice-langpack-mai': '应用库', 'libreoffice-langpack-ml': '应用库', 'libreoffice-langpack-mr': '应用库', 'libreoffice-langpack-nb': '库', 'libreoffice-langpack-nl': '应用库', 'libreoffice-langpack-nn': '应用库', 'libreoffice-langpack-nr': '应用库', 'libreoffice-langpack-nso': '应用库', 'libreoffice-langpack-or': '应用库', 'libreoffice-langpack-pa': '应用库', 'libreoffice-langpack-pl': '应用库', 'libreoffice-langpack-pt-BR': '应用库', 'libreoffice-langpack-pt-PT': '应用库', 'libreoffice-langpack-ro': '应用库', 'libreoffice-langpack-ru': '应用库', 'libreoffice-langpack-si': '应用库', 'libreoffice-langpack-sk': '应用库', 'libreoffice-langpack-sl': '应用库', 'libreoffice-langpack-sr': '应用库', 'libreoffice-langpack-ss': '库', 'libreoffice-langpack-st': '库', 'libreoffice-langpack-sv': '应用库', 'libreoffice-langpack-ta': '应用库', 'libreoffice-langpack-te': '应用库', 'libreoffice-langpack-th': '库', 'libreoffice-langpack-tn': '应用库', 'libreoffice-langpack-tr': '应用库', 'libreoffice-langpack-ts': '应用库', 'libreoffice-langpack-uk': '应用库', 'libreoffice-langpack-ve': '应用库', 'libreoffice-langpack-xh': '应用库', 'libreoffice-langpack-zh-Hans': '应用库', 'libreoffice-langpack-zh-Hant': '应用库', 'libreoffice-langpack-zu': '应用库', 'libreoffice-math': '应用库', 'libreoffice-ogltrans': '应用库', 'libreoffice-opensymbol-fonts': '库', 'libreoffice-pdfimport': '应用库', 'libreoffice-pyuno': '应用库', 'libreoffice-sdk': '应用库', 'libreoffice-ure': '应用库', 'libreoffice-ure-common': '应用库', 'libreoffice-wiki-publisher': '应用库', 'libreoffice-writer': '应用库', 'libreoffice-x11': '应用库', 'libreoffice-xsltfilter': '应用库'}",170
446,libreport: 应用库,"{'libreport': '应用库', 'libreport-anaconda': '应用库', 'libreport-cli': '应用库', 'libreport-filesystem': '应用库', 'libreport-gtk': '应用库', 'libreport-newt': '应用库', 'libreport-plugin-bugzilla': '应用库', 'libreport-plugin-kerneloops': '工具', 'libreport-plugin-logger': '工具', 'libreport-plugin-mailx': '应用库', 'libreport-plugin-reportuploader': '应用库', 'libreport-plugin-rhtsupport': '应用库', 'libreport-plugin-ureport': '应用库', 'libreport-rhel': '应用库', 'libreport-rhel-anaconda-bugzilla': '应用库', 'libreport-rhel-bugzilla': '应用库', 'libreport-web': '应用库', 'python3-libreport': '应用库'}",18
447,libreswan: 应用库,{'libreswan': '工具'},1
448,libselinux: 核心库,"{'libselinux-python': '核心库', 'libselinux': '核心库', 'libselinux-ruby': '核心库', 'libselinux-static': '核心库', 'libselinux-utils': '工具', 'python3-libselinux': '核心库'}",6
449,libsemanage: 系统库,"{'libsemanage': '系统库', 'python3-libsemanage': '库'}",2
450,libsepol: 系统库,"{'libsepol': '库', 'libsepol-static': '系统库'}",2
451,libserf: 应用库,{'libserf': '库'},1
452,libsmi: 应用库,{'libsmi': '库'},1
453,libsolv: 系统库,"{'libsolv': '系统库', 'libsolv-tools': '工具', 'python3-solv': '系统库'}",3
454,libssh: 系统库,"{'libssh': '库', 'libssh-config': '系统库'}",2
455,libteam: 应用库,"{'libteam': '应用库', 'network-scripts-team': '服务', 'teamd': '服务'}",3
456,libtirpc: 系统库,{'libtirpc': '库'},1
457,libtool: 系统库,"{'libtool': '工具', 'libtool-ltdl': '系统库'}",2
458,libunistring: 应用库,{'libunistring': '库'},1
459,libvirt: 系统服务/虚拟化,"{'libvirt': '系统服务/虚拟化', 'libvirt-client': '系统工具/虚拟化', 'libvirt-daemon': '系统服务/虚拟化', 'libvirt-daemon-config-network': '系统服务/虚拟化', 'libvirt-daemon-config-nwfilter': '系统服务/虚拟化', 'libvirt-daemon-driver-interface': '系统服务/虚拟化', 'libvirt-daemon-driver-network': '系统服务/虚拟化', 'libvirt-daemon-driver-nodedev': '系统服务/虚拟化', 'libvirt-daemon-driver-nwfilter': '系统服务/虚拟化', 'libvirt-daemon-driver-qemu': '系统服务/虚拟化', 'libvirt-daemon-driver-secret': '服务', 'libvirt-daemon-driver-storage': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-core': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-disk': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-gluster': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-iscsi': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-iscsi-direct': '服务', 'libvirt-daemon-driver-storage-logical': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-mpath': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-rbd': '系统服务/虚拟化', 'libvirt-daemon-driver-storage-scsi': '系统服务/虚拟化', 'libvirt-daemon-kvm': '系统服务/虚拟化', 'libvirt-docs': '库', 'libvirt-libs': '系统库/虚拟化', 'libvirt-lock-sanlock': '服务', 'libvirt-nss': '服务', 'libvirt-wireshark': '服务'}",27
460,libvirt-dbus: 系统服务/虚拟化,{'libvirt-dbus': '库'},1
461,libvirt-glib: 系统服务/虚拟化,"{'libvirt-gconfig': '系统库/虚拟化', 'libvirt-glib': '系统库/虚拟化', 'libvirt-gobject': '系统库/虚拟化'}",3
462,libvirt-python: 系统服务/虚拟化,{'python3-libvirt': '系统库/虚拟化'},1
463,libzip: 应用库,"{'libzip': '应用库', 'libzip-tools': '工具'}",2
464,lightdm: 应用库/桌面,"{'lightdm': '服务', 'lightdm-gobject': '应用库/桌面', 'lightdm-qt5': '库'}",3
465,lightdm-gtk: 应用库/桌面,{'lightdm-gtk': '库'},1
466,lightdm-gtk-greeter-settings: 应用库/桌面,{'lightdm-gtk-greeter-settings': '库'},1
467,linuxptp: 系统库,{'linuxptp': '服务'},1
468,lldb: 系统工具,"{'lldb': '工具', 'python3-lldb': '库'}",2
469,llvm: 系统工具,"{'llvm': '工具', 'llvm-googletest': '工具', 'llvm-libs': '库', 'llvm-static': '库'}",4
470,llvm-toolset: 系统工具,{'llvm-toolset': '工具'},1
471,lm_sensors: 应用工具,"{'lm_sensors': '工具', 'lm_sensors-libs': '库', 'lm_sensors-sensord': '服务'}",3
472,logrotate: 系统服务,{'logrotate': '工具'},1
473,lorax: 系统工具,"{'composer-cli': '工具', 'lorax': '系统工具', 'lorax-composer': '系统工具', 'lorax-lmc-novirt': '系统工具', 'lorax-lmc-virt': '工具', 'lorax-templates-generic': '系统工具'}",6
474,lpsolve: 应用工具,{'lpsolve': '库'},1
475,lshw: 应用工具,"{'lshw': '工具', 'lshw-gui': '工具'}",2
476,ltrace: 应用工具,{'ltrace': '工具'},1
477,lua: 应用库/编程语言,"{'lua': '工具', 'lua-libs': '库'}",2
478,lua-json: 应用库/编程语言,{'lua-json': '库'},1
479,lua-lunit: 应用库/编程语言,{'lua-lunit': '库'},1
480,lua-rpm-macros: 应用库/编程语言,{'lua-srpm-macros': '库'},1
481,luksmeta: 应用库,"{'libluksmeta': '应用库', 'luksmeta': '工具'}",2
482,lvm2: 系统工具,"{'device-mapper': '系统工具', 'device-mapper-event': '服务', 'device-mapper-event-libs': '系统工具', 'device-mapper-libs': '库', 'lvm2': '工具', 'lvm2-dbusd': '系统服务', 'lvm2-libs': '库', 'lvm2-lockd': '服务'}",8
483,lynx: 应用工具,{'lynx': '工具'},1
484,lz4: 核心工具,"{'lz4': '核心工具', 'lz4-libs': '库'}",2
485,lzop: 应用工具,{'lzop': '工具'},1
486,m17n-db: 应用库,{'m17n-db': '库'},1
487,mailcap: 应用工具,{'mailcap': '工具'},1
488,malaga: 应用工具,"{'libmalaga': '库', 'malaga': '应用工具'}",2
489,malaga-suomi-voikko: 应用工具,{'malaga-suomi-voikko': '工具'},1
490,mariadb: 应用服务/数据库,"{'mariadb': '服务', 'mariadb-backup': '应用服务/数据库', 'mariadb-common': '服务', 'mariadb-embedded': '库', 'mariadb-errmsg': '应用服务/数据库', 'mariadb-gssapi-server': '应用服务/数据库', 'mariadb-oqgraph-engine': '库', 'mariadb-server': '应用服务/数据库', 'mariadb-server-galera': '应用服务/数据库', 'mariadb-server-utils': '工具', 'mariadb-pam': '应用服务/数据库'}",11
491,mariadb-connector-c: 应用库,"{'mariadb-connector-c': '库', 'mariadb-connector-c-config': '库'}",2
492,maven: 应用工具,"{'maven': '应用工具', 'maven-lib': '应用工具', 'maven-javadoc': '库', 'maven-openjdk11': '应用工具', 'maven-openjdk17': '应用工具', 'maven-openjdk8': '应用工具'}",6
493,maven2: 应用工具,"{'maven2-javadoc': '库', 'maven-artifact': '应用工具', 'maven-artifact-manager': '应用工具', 'maven-model': '应用工具', 'maven-monitor': '库', 'maven-plugin-descriptor': '应用工具', 'maven-plugin-registry': '应用工具', 'maven-profile': '应用工具', 'maven-project': '应用工具', 'maven-settings': '应用工具', 'maven-toolchain': '应用工具'}",11
494,maven-antrun-plugin: 应用工具,"{'maven-antrun-plugin': '应用工具', 'maven-antrun-plugin-javadoc': '库'}",2
495,maven-archiver: 应用工具,"{'maven-archiver': '应用工具', 'maven-archiver-javadoc': '库'}",2
496,maven-artifact-resolver: 应用工具,"{'maven-artifact-resolver': '应用工具', 'maven-artifact-resolver-javadoc': '库'}",2
497,maven-artifact-transfer: 应用工具,"{'maven-artifact-transfer': '应用工具', 'maven-artifact-transfer-javadoc': '库'}",2
498,maven-assembly-plugin: 应用工具,"{'maven-assembly-plugin': '应用工具', 'maven-assembly-plugin-javadoc': '库'}",2
499,maven-clean-plugin: 应用工具,"{'maven-clean-plugin': '应用工具', 'maven-clean-plugin-javadoc': '库'}",2
500,maven-common-artifact-filters: 应用工具,"{'maven-common-artifact-filters': '应用工具', 'maven-common-artifact-filters-javadoc': '库'}",2
501,maven-compiler-plugin: 应用工具,"{'maven-compiler-plugin': '应用工具', 'maven-compiler-plugin-javadoc': '库'}",2
502,maven-dependency-analyzer: 应用工具,"{'maven-dependency-analyzer': '应用工具', 'maven-dependency-analyzer-javadoc': '库'}",2
503,maven-dependency-plugin: 应用工具,"{'maven-dependency-plugin': '应用工具', 'maven-dependency-plugin-javadoc': '库'}",2
504,maven-dependency-tree: 应用工具,"{'maven-dependency-tree': '应用工具', 'maven-dependency-tree-javadoc': '库'}",2
505,maven-doxia: 应用工具,"{'maven-doxia': '应用工具', 'maven-doxia-core': '应用工具', 'maven-doxia-javadoc': '库', 'maven-doxia-logging-api': '应用工具', 'maven-doxia-module-apt': '应用工具', 'maven-doxia-module-confluence': '应用工具', 'maven-doxia-module-docbook-simple': '应用工具', 'maven-doxia-module-fml': '应用工具', 'maven-doxia-module-latex': '应用工具', 'maven-doxia-module-rtf': '应用工具', 'maven-doxia-modules': '应用工具', 'maven-doxia-module-twiki': '应用工具', 'maven-doxia-module-xdoc': '应用工具', 'maven-doxia-module-xhtml': '应用工具', 'maven-doxia-sink-api': '库', 'maven-doxia-test-docs': '应用工具'}",16
506,maven-doxia-sitetools: 应用工具,"{'maven-doxia-sitetools': '应用工具', 'maven-doxia-sitetools-javadoc': '库'}",2
507,maven-enforcer: 应用工具,"{'maven-enforcer': '应用工具', 'maven-enforcer-api': '应用工具', 'maven-enforcer-javadoc': '库', 'maven-enforcer-plugin': '应用工具', 'maven-enforcer-rules': '应用工具'}",5
508,maven-file-management: 应用工具,"{'maven-file-management': '应用工具', 'maven-file-management-javadoc': '库'}",2
509,maven-filtering: 应用工具,"{'maven-filtering': '应用工具', 'maven-filtering-javadoc': '库'}",2
510,maven-install-plugin: 应用工具,"{'maven-install-plugin': '应用工具', 'maven-install-plugin-javadoc': '库'}",2
511,maven-invoker: 应用工具,"{'maven-invoker': '应用工具', 'maven-invoker-javadoc': '库'}",2
512,maven-invoker-plugin: 应用工具,"{'maven-invoker-plugin': '应用工具', 'maven-invoker-plugin-javadoc': '库'}",2
513,maven-jar-plugin: 应用工具,"{'maven-jar-plugin': '应用工具', 'maven-jar-plugin-javadoc': '库'}",2
514,maven-plugin-build-helper: 应用工具,"{'maven-plugin-build-helper': '应用工具', 'maven-plugin-build-helper-javadoc': '库'}",2
515,maven-plugin-bundle: 应用工具,"{'maven-plugin-bundle': '应用工具', 'maven-plugin-bundle-javadoc': '库'}",2
516,maven-plugin-testing: 应用工具,"{'maven-plugin-testing': '应用工具', 'maven-plugin-testing-harness': '应用工具', 'maven-plugin-testing-javadoc': '库', 'maven-plugin-testing-tools': '应用工具', 'maven-test-tools': '工具'}",5
517,maven-plugin-tools: 应用工具,"{'maven-plugin-annotations': '应用工具', 'maven-plugin-plugin': '应用工具', 'maven-plugin-tools': '应用工具', 'maven-plugin-tools-annotations': '应用工具', 'maven-plugin-tools-ant': '应用工具', 'maven-plugin-tools-api': '应用工具', 'maven-plugin-tools-beanshell': '应用工具', 'maven-plugin-tools-generators': '应用工具', 'maven-plugin-tools-java': '应用工具', 'maven-plugin-tools-javadoc': '应用工具', 'maven-plugin-tools-javadocs': '库', 'maven-plugin-tools-model': '应用工具', 'maven-script': '应用工具', 'maven-script-ant': '应用工具', 'maven-script-beanshell': '应用工具'}",15
518,maven-remote-resources-plugin: 应用工具,"{'maven-remote-resources-plugin': '应用工具', 'maven-remote-resources-plugin-javadoc': '库'}",2
519,maven-reporting-api: 应用工具,"{'maven-reporting-api': '应用工具', 'maven-reporting-api-javadoc': '库'}",2
520,maven-reporting-impl: 应用工具,"{'maven-reporting-impl': '应用工具', 'maven-reporting-impl-javadoc': '库'}",2
