,src,bin,num_of_bin
1477,mingw-zlib: 应用库,"{'mingw32-zlib': '应用库', 'mingw32-zlib-static': '应用库', 'mingw64-zlib': '应用库', 'mingw64-zlib-static': '应用库'}",4
1478,minicom: 应用工具,{'minicom': '应用工具'},1
1479,minizip: 应用库,{'minizip': '应用库'},1
1480,minizip1.2: 应用库,{'minizip1.2': '应用库'},1
1481,mksh: 应用工具,{'mksh': '应用工具'},1
1482,mlocate: 应用工具,{'mlocate': '应用工具'},1
1483,mobile-broadband-provider-info: 应用库,{'mobile-broadband-provider-info': '应用库'},1
1484,mockito: 应用库,"{'mockito': '应用库', 'mockito-javadoc': '应用库'}",2
1485,mod_auth_gssapi: 应用库,{'mod_auth_gssapi': '应用库'},1
1486,mod_auth_mellon: 应用库,"{'mod_auth_mellon': '应用库', 'mod_auth_mellon-diagnostics': '应用库'}",2
1487,mod_auth_openidc: 应用库,{'mod_auth_openidc': '应用库'},1
1488,mod_authnz_pam: 应用库,{'mod_authnz_pam': '应用库'},1
1489,mod_fcgid: 应用库,{'mod_fcgid': '应用库'},1
1490,mod_http2: 应用库,{'mod_http2': '应用库'},1
1491,mod_intercept_form_submit: 应用库,{'mod_intercept_form_submit': '应用库'},1
1492,mod_lookup_identity: 应用库,{'mod_lookup_identity': '应用库'},1
1493,mod_md: 应用库,{'mod_md': '应用库'},1
1494,mod_security: 应用库,"{'mod_security': '应用库', 'mod_security-mlogc': '应用库'}",2
1495,mod_security_crs: 应用库,{'mod_security_crs': '应用库'},1
1496,mod_wsgi: 应用库,"{'python3-mod_wsgi': '应用库', 'python38-mod_wsgi': '应用库', 'python39-mod_wsgi': '应用库'}",3
1497,modello: 应用工具,"{'modello': '应用工具', 'modello-javadoc': '应用工具'}",2
1498,modulemd-tools: 系统工具,{'modulemd-tools': '系统工具'},1
1499,mojo-parent: 应用库,{'mojo-parent': '应用库'},1
1500,mokutil: 应用工具,{'mokutil': '应用工具'},1
1501,motif: 应用工具,"{'motif': '应用工具', 'motif-static': '应用工具'}",2
1502,mousetweaks: 应用工具/桌面,{'mousetweaks': '应用工具/桌面'},1
1503,mozilla-filesystem: 应用库,{'mozilla-filesystem': '应用库'},1
1504,mozjs52: 系统库,{'mozjs52': '系统库'},1
1505,mozjs60: 系统库,{'mozjs60': '系统库'},1
1506,mozvoikko: 应用工具,{'mozvoikko': '应用工具'},1
1507,mpfr: 系统库,{'mpfr': '系统库'},1
1508,mpg123: 应用库,"{'mpg123': '应用库', 'mpg123-libs': '应用库', 'mpg123-plugins-pulseaudio': '应用库'}",3
1509,mpich: 应用库,"{'mpich': '应用库', 'python3-mpich': '应用库'}",2
1510,mpitests: 应用库,"{'mpitests-mpich': '应用库', 'mpitests-mvapich2': '应用库', 'mpitests-mvapich2-psm2': '应用库', 'mpitests-openmpi': '应用库'}",4
1511,mpv: 应用工具,"{'mpv': '应用工具', 'mpv-libs': '应用工具'}",2
1512,mrtg: 应用工具,{'mrtg': '应用工具'},1
1513,mstflint: 系统工具,{'mstflint': '系统工具'},1
1514,mtdev: 系统库,{'mtdev': '系统库'},1
1515,mtools: 系统工具,{'mtools': '系统工具'},1
1516,mtr: 应用工具,"{'mtr': '应用工具', 'mtr-gtk': '应用工具'}",2
1517,mt-st: 应用工具,{'mt-st': '应用工具'},1
1518,mtx: 应用工具,{'mtx': '应用工具'},1
1519,multilib-rpm-config: 应用工具,{'multilib-rpm-config': '应用工具'},1
1520,munge: 应用工具,"{'munge': '应用工具', 'munge-libs': '应用工具'}",2
1521,munge-maven-plugin: 应用库,"{'munge-maven-plugin': '应用库', 'munge-maven-plugin-javadoc': '应用库'}",2
1522,mutt: 应用工具,{'mutt': '应用工具'},1
1523,mutter: 应用服务/桌面,{'mutter': '应用服务/桌面'},1
1524,mvapich2: 应用库,"{'mvapich2': '应用库', 'mvapich2-psm2': '应用库'}",2
1525,mysql: 应用服务/数据库,"{'mysql': '应用服务/数据库', 'mysql-common': '应用服务/数据库', 'mysql-errmsg': '应用服务/数据库', 'mysql-libs': '应用服务/数据库', 'mysql-server': '应用服务/数据库'}",5
1526,mysql-selinux: 应用库,{'mysql-selinux': '应用库'},1
1527,mythes: 应用库,{'mythes': '应用库'},1
1528,mythes-bg: 应用库,{'mythes-bg': '应用库'},1
1529,mythes-ca: 应用库,{'mythes-ca': '应用库'},1
1530,mythes-cs: 应用库,{'mythes-cs': '应用库'},1
1531,mythes-da: 应用库,{'mythes-da': '应用库'},1
1532,mythes-de: 应用库,{'mythes-de': '应用库'},1
1533,mythes-el: 应用库,{'mythes-el': '应用库'},1
1534,mythes-en: 应用库,{'mythes-en': '应用库'},1
1535,mythes-es: 应用库,{'mythes-es': '应用库'},1
1536,mythes-fr: 应用库,{'mythes-fr': '应用库'},1
1537,mythes-ga: 应用库,{'mythes-ga': '应用库'},1
1538,mythes-hu: 应用库,{'mythes-hu': '应用库'},1
1539,mythes-it: 应用库,{'mythes-it': '应用库'},1
1540,mythes-mi: 应用库,{'mythes-mi': '应用库'},1
1541,mythes-ne: 应用库,{'mythes-ne': '应用库'},1
1542,mythes-nl: 应用库,{'mythes-nl': '应用库'},1
1543,mythes-pl: 应用库,{'mythes-pl': '应用库'},1
1544,mythes-pt: 应用库,{'mythes-pt': '应用库'},1
1545,mythes-ro: 应用库,{'mythes-ro': '应用库'},1
1546,mythes-ru: 应用库,{'mythes-ru': '应用库'},1
1547,mythes-sk: 应用库,{'mythes-sk': '应用库'},1
1548,mythes-sl: 应用库,{'mythes-sl': '应用库'},1
1549,mythes-sv: 应用库,{'mythes-sv': '应用库'},1
1550,mythes-uk: 应用库,{'mythes-uk': '应用库'},1
1551,nafees-web-naskh-fonts: 字体,{'nafees-web-naskh-fonts': '字体'},1
1552,nano: 应用工具,{'nano': '应用工具'},1
1553,nasm: 应用工具,{'nasm': '应用工具'},1
1554,nautilus: 应用工具/桌面,"{'nautilus': '应用工具/桌面', 'nautilus-extensions': '应用工具/桌面'}",2
1555,nautilus-sendto: 应用工具/桌面,{'nautilus-sendto': '应用工具/桌面'},1
1556,navilu-fonts: 字体,{'navilu-fonts': '字体'},1
1557,nbdkit: 系统工具,"{'nbdkit': '系统工具', 'nbdkit-bash-completion': '系统工具', 'nbdkit-basic-filters': '系统工具', 'nbdkit-basic-plugins': '系统工具', 'nbdkit-curl-plugin': '系统工具', 'nbdkit-example-plugins': '系统工具', 'nbdkit-gzip-filter': '系统工具', 'nbdkit-gzip-plugin': '系统工具', 'nbdkit-linuxdisk-plugin': '系统工具', 'nbdkit-nbd-plugin': '系统工具', 'nbdkit-python-plugin': '系统工具', 'nbdkit-server': '系统工具', 'nbdkit-ssh-plugin': '系统工具', 'nbdkit-tar-filter': '系统工具', 'nbdkit-tar-plugin': '系统工具', 'nbdkit-tmpdisk-plugin': '系统工具', 'nbdkit-vddk-plugin': '系统工具', 'nbdkit-xz-filter': '系统工具'}",18
1558,ncompress: 应用工具,{'ncompress': '应用工具'},1
1559,ncurses: 核心库,"{'ncurses': '核心库', 'ncurses-base': '核心库', 'ncurses-c++-libs': '核心库', 'ncurses-compat-libs': '核心库', 'ncurses-libs': '核心库', 'ncurses-term': '核心库'}",6
1560,ndctl: 系统工具,"{'daxctl': '系统工具', 'daxctl-libs': '系统工具', 'ndctl': '系统工具', 'ndctl-libs': '系统工具'}",4
1561,neon: 系统库,{'neon': '系统库'},1
1562,nerdctl: 应用工具/云原生,{'nerdctl': '应用工具/云原生'},1
1563,netcf: 系统库,"{'netcf': '系统库', 'netcf-libs': '系统库'}",2
1564,netlabel_tools: 系统工具,{'netlabel_tools': '系统工具'},1
1565,netpbm: 应用库,"{'netpbm': '应用库', 'netpbm-progs': '应用库'}",2
1566,net-snmp: 应用库,"{'net-snmp': '应用库', 'net-snmp-agent-libs': '应用库', 'net-snmp-libs': '应用库', 'net-snmp-perl': '应用库', 'net-snmp-utils': '应用库'}",5
1567,nettle: 系统库,{'nettle': '系统库'},1
1568,net-tools: 系统工具,{'net-tools': '系统工具'},1
1569,NetworkManager: 系统服务,"{'NetworkManager': '系统服务', 'NetworkManager-adsl': '系统服务', 'NetworkManager-bluetooth': '系统服务', 'NetworkManager-cloud-setup': '系统服务', 'NetworkManager-config-server': '系统服务', 'NetworkManager-dispatcher-routing-rules': '系统服务', 'NetworkManager-initscripts-updown': '系统服务', 'NetworkManager-libnm': '系统服务', 'NetworkManager-ovs': '系统服务', 'NetworkManager-ppp': '系统服务', 'NetworkManager-team': '系统服务', 'NetworkManager-tui': '系统服务', 'NetworkManager-wifi': '系统服务', 'NetworkManager-wwan': '系统服务'}",14
1570,network-manager-applet: 系统工具,"{'network-manager-applet': '系统工具', 'nm-connection-editor': '系统工具'}",2
1571,NetworkManager-libreswan: 系统库,"{'NetworkManager-libreswan': '系统库', 'NetworkManager-libreswan-gnome': '系统库'}",2
1572,newt: 应用库,"{'newt': '应用库', 'python3-newt': '应用库'}",2
1573,nfs4-acl-tools: 系统工具,{'nfs4-acl-tools': '系统工具'},1
1574,nfs-utils: 系统库,"{'libnfsidmap': '系统库', 'nfs-utils': '系统库'}",2
1575,nftables: 系统工具,"{'nftables': '系统工具', 'python3-nftables': '系统工具'}",2
1576,nghttp2: 应用库,"{'libnghttp2': '应用库', 'nghttp2': '应用库'}",2
1577,nginx: 应用服务,"{'nginx': '应用服务', 'nginx-all-modules': '应用服务', 'nginx-filesystem': '应用服务', 'nginx-mod-http-image-filter': '应用服务', 'nginx-mod-http-perl': '应用服务', 'nginx-mod-http-xslt-filter': '应用服务', 'nginx-mod-mail': '应用服务', 'nginx-mod-stream': '应用服务'}",8
1578,ninja-build: 应用工具,{'ninja-build': '应用工具'},1
1579,nispor: 应用库,"{'nispor': '应用库', 'python3-nispor': '应用库'}",2
1580,nkf: 应用库,"{'nkf': '应用库', 'perl-NKF': '应用库'}",2
1581,nmap: 系统工具,"{'nmap': '系统工具', 'nmap-ncat': '系统工具'}",2
1582,nmstate: 系统库,"{'nmstate': '系统库', 'nmstate-libs': '系统库', 'nmstate-plugin-ovsdb': '系统库', 'python3-libnmstate': '系统库'}",4
1583,nodejs: 应用库/编程语言,"{'nodejs': '应用库/编程语言', 'nodejs-docs': '应用库/编程语言', 'nodejs-full-i18n': '应用库/编程语言', 'npm': '应用库/编程语言'}",4
1584,nodejs-nodemon: 应用库/编程语言,{'nodejs-nodemon': '应用库/编程语言'},1
1585,nodejs-packaging: 应用库/编程语言,{'nodejs-packaging': '应用库/编程语言'},1
1586,npth: 系统库,{'npth': '系统库'},1
1587,nspr: 系统库,{'nspr': '系统库'},1
1588,nss: 系统库,"{'nss': '系统库', 'nss-softokn': '系统库', 'nss-softokn-freebl': '系统库', 'nss-sysinit': '系统库', 'nss-tools': '系统库', 'nss-util': '系统库'}",6
1589,nss_nis: 系统库,{'nss_nis': '系统库'},1
1590,nss_wrapper: 系统库,{'nss_wrapper': '系统库'},1
1591,nss-altfiles: 系统库,{'nss-altfiles': '系统库'},1
1592,nss-pam-ldapd: 系统库,{'nss-pam-ldapd': '系统库'},1
1593,ntfs-3g: 系统服务,"{'ntfs-3g': '系统服务', 'ntfs-3g-libs': '系统服务', 'ntfsprogs': '系统服务'}",3
1594,ntpstat: 系统工具,{'ntpstat': '系统工具'},1
1595,numactl: 系统工具,"{'numactl': '系统工具', 'numactl-libs': '系统工具'}",2
1596,numad: 系统服务,{'numad': '系统服务'},1
1597,numatop: 系统工具,{'numatop': '系统工具'},1
1598,numpy: 应用库,"{'python2-numpy': '应用库', 'python2-numpy-f2py': '应用库', 'python3-numpy': '应用库', 'python3-numpy-f2py': '应用库', 'python38-numpy': '应用库', 'python38-numpy-f2py': '应用库', 'python39-numpy': '应用库', 'python39-numpy-f2py': '应用库'}",8
1599,nvme-cli: 系统工具,{'nvme-cli': '系统工具'},1
1600,nvmetcli: 系统工具,{'nvmetcli': '系统工具'},1
1601,nydus-rs: 应用服务,{'nydus-rs': '应用服务'},1
1602,nydus-snapshotter: 应用服务,{'nydus-snapshotter': '应用服务'},1
1603,objectweb-asm: 应用库,"{'objectweb-asm': '应用库', 'objectweb-asm-javadoc': '应用库'}",2
1604,objectweb-pom: 应用库,{'objectweb-pom': '应用库'},1
1605,objenesis: 应用库,"{'objenesis': '应用库', 'objenesis-javadoc': '应用库'}",2
1606,ocaml: 应用库/编程语言,"{'ocaml': '应用库/编程语言', 'ocaml-compiler-libs': '应用库/编程语言', 'ocaml-ocamldoc': '应用库/编程语言', 'ocaml-runtime': '应用库/编程语言'}",4
1607,ocaml-camlp4: 应用库/编程语言,{'ocaml-camlp4': '应用库/编程语言'},1
1608,ocaml-cppo: 应用库/编程语言,{'ocaml-cppo': '应用库/编程语言'},1
1609,ocaml-extlib: 应用库/编程语言,{'ocaml-extlib': '应用库/编程语言'},1
1610,ocaml-findlib: 应用库/编程语言,{'ocaml-findlib': '应用库/编程语言'},1
1611,ocaml-labltk: 应用库/编程语言,{'ocaml-labltk': '应用库/编程语言'},1
1612,ocaml-ocamlbuild: 应用库/编程语言,{'ocaml-ocamlbuild': '应用库/编程语言'},1
1613,ocaml-srpm-macros: 应用库/编程语言,{'ocaml-srpm-macros': '应用库/编程语言'},1
1614,oceanbase-ce: 应用服务/数据库,"{'oceanbase-ce': '应用服务/数据库', 'oceanbase-ce-libs': '应用服务/数据库'}",2
1615,oci-seccomp-bpf-hook: 应用库/云原生,{'oci-seccomp-bpf-hook': '应用库/云原生'},1
1616,oci-systemd-hook: 应用库/云原生,{'oci-systemd-hook': '应用库/云原生'},1
1617,oci-umount: 应用库/云原生,{'oci-umount': '应用库/云原生'},1
1618,ocl-icd: 应用库/云原生,{'ocl-icd': '应用库/云原生'},1
1619,oddjob: 应用工具,"{'oddjob': '应用工具', 'oddjob-mkhomedir': '应用工具'}",2
1620,omping: 应用工具,{'omping': '应用工具'},1
1621,onboard: 应用工具,"{'onboard': '应用工具', 'onboard-data': '应用工具'}",2
1622,ongres-scram: 应用库,"{'ongres-scram': '应用库', 'ongres-scram-client': '应用库'}",2
1623,oniguruma: 应用库,{'oniguruma': '应用库'},1
1624,opa-ff: 应用库,"{'opa-address-resolution': '应用库', 'opa-basic-tools': '应用库', 'opa-fastfabric': '应用库', 'opa-libopamgt': '应用库'}",4
1625,opa-fm: 应用工具,{'opa-fm': '应用工具'},1
1626,openal-soft: 应用库,{'openal-soft': '应用库'},1
1627,openblas: 应用库,"{'openblas': '应用库', 'openblas-openmp': '应用库', 'openblas-openmp64_': '应用库', 'openblas-openmp64': '应用库', 'openblas-Rblas': '应用库', 'openblas-serial64_': '应用库', 'openblas-serial64': '应用库', 'openblas-static': '应用库', 'openblas-threads': '应用库', 'openblas-threads64_': '应用库', 'openblas-threads64': '应用库'}",11
1628,openblas-srpm-macros: 应用库,{'openblas-srpm-macros': '应用库'},1
1629,openbox: 应用工具,"{'openbox': '应用工具', 'openbox-kde': '应用工具', 'openbox-libs': '应用工具'}",3
1630,openchange: 应用库,{'openchange': '应用库'},1
1631,opencl-filesystem: 应用库,{'opencl-filesystem': '应用库'},1
1632,opencl-headers: 应用库,{'opencl-headers': '应用库'},1
1633,opencore-amr: 应用库,{'opencore-amr': '应用库'},1
1634,opencryptoki: 应用库,"{'opencryptoki': '应用库', 'opencryptoki-icsftok': '应用库', 'opencryptoki-libs': '应用库', 'opencryptoki-swtok': '应用库', 'opencryptoki-tpmtok': '应用库'}",5
1635,opencv: 应用库,"{'opencv': '应用库', 'opencv-contrib': '应用库', 'opencv-core': '应用库'}",3
1636,opendnssec: 应用库,{'opendnssec': '应用库'},1
1637,OpenEXR: 系统库,{'OpenEXR-libs': '系统库'},1
1638,openhpi: 应用库,"{'openhpi': '应用库', 'openhpi-libs': '应用库'}",2
1639,OpenIPMI: 系统库,"{'OpenIPMI': '系统库', 'OpenIPMI-lanserv': '系统库', 'OpenIPMI-libs': '系统库', 'OpenIPMI-perl': '系统库', 'python3-openipmi': '系统库'}",5
1640,openjade: 应用库,{'openjade': '应用库'},1
1641,openjpeg2: 应用库,"{'openjpeg2': '应用库', 'openjpeg2-devel-docs': '应用库', 'openjpeg2-tools': '应用库'}",3
1642,openldap: 系统服务,"{'openldap': '系统服务', 'openldap-clients': '系统服务', 'openldap-servers': '系统服务'}",3
1643,openmpi: 应用库,"{'openmpi': '应用库', 'python3-openmpi': '应用库'}",2
1644,openoffice.org-dict-cs_CZ: 应用工具/桌面,"{'hunspell-cs': '应用工具/桌面', 'hyphen-cs': '应用工具/桌面'}",2
1645,openoffice-lv: 应用工具/桌面,"{'hunspell-lv': '应用工具/桌面', 'hyphen-lv': '应用工具/桌面', 'mythes-lv': '应用工具/桌面'}",3
1646,openpgm: 应用库,{'openpgm': '应用库'},1
1647,open-sans-fonts: 字体,{'open-sans-fonts': '字体'},1
1648,opensc: 应用库,{'opensc': '应用库'},1
1649,openscap: 应用库,"{'openscap': '应用库', 'openscap-engine-sce': '应用库', 'openscap-python3': '应用库', 'openscap-scanner': '应用库', 'openscap-utils': '应用库'}",5
1650,openslp: 应用库,{'openslp': '应用库'},1
1651,opensm: 应用工具,"{'opensm': '应用工具', 'opensm-libs': '应用工具'}",2
1652,opensp: 应用库,{'opensp': '应用库'},1
1653,openssh: 系统服务,"{'openssh': '系统服务', 'openssh-askpass': '系统服务', 'openssh-cavs': '系统服务', 'openssh-clients': '系统服务', 'openssh-keycat': '系统服务', 'openssh-ldap': '系统服务', 'openssh-server': '系统服务', 'pam_ssh_agent_auth': '系统服务'}",8
1654,openssl: 核心工具,"{'openssl': '核心工具', 'openssl-libs': '核心工具', 'openssl-perl': '核心工具'}",3
1655,openssl-ibmpkcs11: 核心工具,{'openssl-ibmpkcs11': '核心工具'},1
1656,openssl-pkcs11: 核心工具,{'openssl-pkcs11': '核心工具'},1
1657,opentest4j: 应用库,{'opentest4j': '应用库'},1
1658,open-vm-tools: 应用工具,"{'open-vm-tools': '应用工具', 'open-vm-tools-desktop': '应用工具', 'open-vm-tools-sdmp': '应用工具'}",3
1659,openwsman: 应用服务,"{'libwsman1': '应用服务', 'openwsman-client': '应用服务', 'openwsman-python3': '应用服务', 'openwsman-server': '应用服务'}",4
1660,opus: 应用库,{'opus': '应用库'},1
1661,orc: 应用库,"{'orc': '应用库', 'orc-compiler': '应用库'}",2
1662,orca: 应用库,{'orca': '应用库'},1
1663,osbuild: 系统工具,"{'osbuild': '系统工具', 'osbuild-luks2': '系统工具', 'osbuild-lvm2': '系统工具', 'osbuild-ostree': '系统工具', 'osbuild-selinux': '系统工具', 'python3-osbuild': '系统工具'}",6
1664,osbuild-composer: 系统工具,"{'osbuild-composer': '系统工具', 'osbuild-composer-core': '系统工具', 'osbuild-composer-dnf-json': '系统工具', 'osbuild-composer-worker': '系统工具'}",4
1665,oscap-anaconda-addon: 应用工具,{'oscap-anaconda-addon': '应用工具'},1
1666,osgi-annotation: 应用库,"{'osgi-annotation': '应用库', 'osgi-annotation-javadoc': '应用库'}",2
1667,osgi-compendium: 应用库,"{'osgi-compendium': '应用库', 'osgi-compendium-javadoc': '应用库'}",2
1668,osgi-core: 应用库,"{'osgi-core': '应用库', 'osgi-core-javadoc': '应用库'}",2
1669,osinfo-db: 系统工具,{'osinfo-db': '系统工具'},1
1670,osinfo-db-tools: 系统工具,{'osinfo-db-tools': '系统工具'},1
1671,os-maven-plugin: 应用库,"{'os-maven-plugin': '应用库', 'os-maven-plugin-javadoc': '应用库'}",2
1672,os-prober: 系统工具,{'os-prober': '系统工具'},1
1673,ostree: 系统工具,"{'ostree': '系统工具', 'ostree-grub2': '系统工具', 'ostree-libs': '系统工具'}",3
1674,owasp-java-encoder: 应用库,"{'owasp-java-encoder': '应用库', 'owasp-java-encoder-javadoc': '应用库'}",2
1675,p11-kit: 系统服务,"{'p11-kit': '系统服务', 'p11-kit-server': '系统服务', 'p11-kit-trust': '系统服务'}",3
1676,p7zip: 应用工具,"{'p7zip': '应用工具', 'p7zip-plugins': '应用工具'}",2
1677,pacemaker: 系统服务,"{'pacemaker': '系统服务', 'pacemaker-cli': '系统服务', 'pacemaker-cluster-libs': '系统服务', 'pacemaker-cts': '系统服务', 'pacemaker-libs': '系统服务', 'pacemaker-nagios-plugins-metadata': '系统服务', 'pacemaker-remote': '系统服务', 'pacemaker-schemas': '系统服务'}",8
1678,PackageKit: 应用服务,"{'PackageKit': '应用服务', 'PackageKit-command-not-found': '应用服务', 'PackageKit-cron': '应用服务', 'PackageKit-glib': '应用服务', 'PackageKit-gstreamer-plugin': '应用服务', 'PackageKit-gtk3-module': '应用服务'}",6
1679,pakchois: 应用库,{'pakchois': '应用库'},1
1680,paktype-naqsh-fonts: 字体,{'paktype-naqsh-fonts': '字体'},1
1681,paktype-naskh-basic-fonts: 字体,{'paktype-naskh-basic-fonts': '字体'},1
1682,paktype-tehreer-fonts: 字体,{'paktype-tehreer-fonts': '字体'},1
1683,pam: 核心工具,{'pam': '核心工具'},1
1684,pandoc: 应用库,"{'pandoc': '应用库', 'pandoc-common': '应用库'}",2
1685,pango: 应用库,{'pango': '应用库'},1
1686,pangomm: 应用库,{'pangomm': '应用库'},1
1687,papi: 应用库,"{'papi': '应用库', 'papi-libs': '应用库', 'papi-testsuite': '应用库'}",3
1688,papirus-icon-theme: 应用工具/桌面,{'papirus-icon-theme': '应用工具/桌面'},1
1689,paps: 应用库,"{'paps': '应用库', 'paps-libs': '应用库'}",2
1690,paratype-pt-sans-fonts: 字体,"{'paratype-pt-sans-caption-fonts': '字体', 'paratype-pt-sans-fonts': '字体'}",2
1691,parfait: 应用库,"{'parfait': '应用库', 'parfait-examples': '应用库', 'parfait-javadoc': '应用库', 'pcp-parfait-agent': '应用库'}",4
1692,parted: 系统工具,{'parted': '系统工具'},1
1693,passwd: 系统工具,{'passwd': '系统工具'},1
1694,patch: 应用工具,{'patch': '应用工具'},1
1695,pavucontrol: 应用工具/桌面,{'pavucontrol': '应用工具/桌面'},1
1696,pcaudiolib: 应用库,{'pcaudiolib': '应用库'},1
1697,pciutils: 系统工具,"{'pciutils': '系统工具', 'pciutils-libs': '系统工具'}",2
1698,pcm: 系统库,{'pcm': '系统库'},1
1699,pcp: 系统服务,"{'pcp': '系统服务', 'pcp-conf': '系统服务', 'pcp-export-pcp2elasticsearch': '系统服务', 'pcp-export-pcp2graphite': '系统服务', 'pcp-export-pcp2influxdb': '系统服务', 'pcp-export-pcp2json': '系统服务', 'pcp-export-pcp2spark': '系统服务', 'pcp-export-pcp2xml': '系统服务', 'pcp-export-pcp2zabbix': '系统服务', 'pcp-export-zabbix-agent': '系统服务', 'pcp-gui': '系统服务', 'pcp-import-collectl2pcp': '系统服务', 'pcp-import-ganglia2pcp': '系统服务', 'pcp-import-iostat2pcp': '系统服务', 'pcp-import-mrtg2pcp': '系统服务', 'pcp-import-sar2pcp': '系统服务', 'pcp-libs': '系统服务', 'pcp-pmda-activemq': '系统服务', 'pcp-pmda-apache': '系统服务', 'pcp-pmda-bash': '系统服务', 'pcp-pmda-bcc': '系统服务', 'pcp-pmda-bind2': '系统服务', 'pcp-pmda-bonding': '系统服务', 'pcp-pmda-bpftrace': '系统服务', 'pcp-pmda-cifs': '系统服务', 'pcp-pmda-cisco': '系统服务', 'pcp-pmda-dbping': '系统服务', 'pcp-pmda-denki': '系统服务', 'pcp-pmda-dm': '系统服务', 'pcp-pmda-docker': '系统服务', 'pcp-pmda-ds389': '系统服务', 'pcp-pmda-ds389log': '系统服务', 'pcp-pmda-elasticsearch': '系统服务', 'pcp-pmda-gfs2': '系统服务', 'pcp-pmda-gluster': '系统服务', 'pcp-pmda-gpfs': '系统服务', 'pcp-pmda-gpsd': '系统服务', 'pcp-pmda-hacluster': '系统服务', 'pcp-pmda-haproxy': '系统服务', 'pcp-pmda-infiniband': '系统服务', 'pcp-pmda-json': '系统服务', 'pcp-pmda-libvirt': '系统服务', 'pcp-pmda-lio': '系统服务', 'pcp-pmda-lmsensors': '系统服务', 'pcp-pmda-logger': '系统服务', 'pcp-pmda-lustre': '系统服务', 'pcp-pmda-lustrecomm': '系统服务', 'pcp-pmda-mailq': '系统服务', 'pcp-pmda-memcache': '系统服务', 'pcp-pmda-mic': '系统服务', 'pcp-pmda-mongodb': '系统服务', 'pcp-pmda-mounts': '系统服务', 'pcp-pmda-mssql': '系统服务', 'pcp-pmda-mysql': '系统服务', 'pcp-pmda-named': '系统服务', 'pcp-pmda-netcheck': '系统服务', 'pcp-pmda-netfilter': '系统服务', 'pcp-pmda-news': '系统服务', 'pcp-pmda-nfsclient': '系统服务', 'pcp-pmda-nginx': '系统服务', 'pcp-pmda-nvidia-gpu': '系统服务', 'pcp-pmda-openmetrics': '系统服务', 'pcp-pmda-openvswitch': '系统服务', 'pcp-pmda-oracle': '系统服务', 'pcp-pmda-pdns': '系统服务', 'pcp-pmda-perfevent': '系统服务', 'pcp-pmda-podman': '系统服务', 'pcp-pmda-postfix': '系统服务', 'pcp-pmda-postgresql': '系统服务', 'pcp-pmda-rabbitmq': '系统服务', 'pcp-pmda-redis': '系统服务', 'pcp-pmda-roomtemp': '系统服务', 'pcp-pmda-rsyslog': '系统服务', 'pcp-pmda-samba': '系统服务', 'pcp-pmda-sendmail': '系统服务', 'pcp-pmda-shping': '系统服务', 'pcp-pmda-slurm': '系统服务', 'pcp-pmda-smart': '系统服务', 'pcp-pmda-snmp': '系统服务', 'pcp-pmda-sockets': '系统服务', 'pcp-pmda-statsd': '系统服务', 'pcp-pmda-summary': '系统服务', 'pcp-pmda-systemd': '系统服务', 'pcp-pmda-trace': '系统服务', 'pcp-pmda-unbound': '系统服务', 'pcp-pmda-weblog': '系统服务', 'pcp-pmda-zimbra': '系统服务', 'pcp-pmda-zswap': '系统服务', 'pcp-selinux': '系统服务', 'pcp-system-tools': '系统服务', 'pcp-testsuite': '系统服务', 'pcp-zeroconf': '系统服务', 'perl-PCP-LogImport': '系统服务', 'perl-PCP-LogSummary': '系统服务', 'perl-PCP-MMV': '系统服务', 'perl-PCP-PMDA': '系统服务', 'python3-pcp': '系统服务'}",97
1700,pcre: 系统库,"{'pcre': '系统库', 'pcre-cpp': '系统库', 'pcre-static': '系统库', 'pcre-utf16': '系统库', 'pcre-utf32': '系统库'}",5
1701,pcre2: 系统库,"{'pcre2': '系统库', 'pcre2-tools': '系统库', 'pcre2-utf16': '系统库', 'pcre2-utf32': '系统库'}",4
1702,pcs: 系统工具,"{'pcs': '系统工具', 'pcs-snmp': '系统工具'}",2
1703,pcsc-lite: 应用库,"{'pcsc-lite': '应用库', 'pcsc-lite-libs': '应用库'}",2
1704,pcsc-lite-ccid: 应用库,{'pcsc-lite-ccid': '应用库'},1
1705,pentaho-libxml: 应用库,{'pentaho-libxml': '应用库'},1
1706,pentaho-reporting-flow-engine: 应用库,{'pentaho-reporting-flow-engine': '应用库'},1
1707,perftest: 系统工具,{'perftest': '系统工具'},1
1708,peripety: 应用服务,{'peripety': '应用服务'},1
