,src,bin,num_of_bin
1046,mingw-gstreamer1: 应用库,"{'mingw32-gstreamer1': '应用库', 'mingw64-gstreamer1': '应用库'}",2
1047,mingw-harfbuzz: 应用库,"{'mingw32-harfbuzz': '应用库', 'mingw32-harfbuzz-static': '应用库', 'mingw64-harfbuzz': '应用库', 'mingw64-harfbuzz-static': '应用库'}",4
1048,mingw-headers: 应用库,"{'mingw32-headers': '应用库', 'mingw64-headers': '应用库'}",2
1049,mingw-icu: 应用库,"{'mingw32-icu': '应用库', 'mingw64-icu': '应用库'}",2
1050,mingw-libffi: 应用库,"{'mingw32-libffi': '应用库', 'mingw64-libffi': '应用库'}",2
1051,mingw-libjpeg-turbo: 应用库,"{'mingw32-libjpeg-turbo': '应用库', 'mingw32-libjpeg-turbo-static': '应用库', 'mingw64-libjpeg-turbo': '应用库', 'mingw64-libjpeg-turbo-static': '应用库'}",4
1052,mingw-libtiff: 应用库,"{'mingw32-libtiff': '应用库', 'mingw32-libtiff-static': '应用库', 'mingw64-libtiff': '应用库', 'mingw64-libtiff-static': '应用库'}",4
1053,mingw-pixman: 应用库,"{'mingw32-pixman': '应用库', 'mingw64-pixman': '应用库'}",2
1054,mingw-pkg-config: 应用库,"{'mingw32-pkg-config': '应用库', 'mingw64-pkg-config': '应用库'}",2
1055,mingw-readline: 应用库,"{'mingw32-readline': '应用库', 'mingw64-readline': '应用库'}",2
1056,mingw-termcap: 应用库,"{'mingw32-termcap': '应用库', 'mingw64-termcap': '应用库'}",2
1057,mingw-win-iconv: 应用库,"{'mingw32-win-iconv': '应用库', 'mingw32-win-iconv-static': '应用库', 'mingw64-win-iconv': '应用库', 'mingw64-win-iconv-static': '应用库'}",4
1058,mingw-winpthreads: 应用库,"{'mingw32-winpthreads': '应用库', 'mingw32-winpthreads-static': '应用库', 'mingw64-winpthreads': '应用库', 'mingw64-winpthreads-static': '应用库'}",4
1059,mingw-zlib: 应用库,"{'mingw32-zlib': '应用库', 'mingw32-zlib-static': '应用库', 'mingw64-zlib': '应用库', 'mingw64-zlib-static': '应用库'}",4
1060,minicom: 应用工具,{'minicom': '应用工具'},1
1061,minizip: 应用库,{'minizip': '应用库'},1
1062,minizip1.2: 应用库,{'minizip1.2': '应用库'},1
1063,mksh: 应用工具,{'mksh': '应用工具'},1
1064,mlocate: 应用工具,{'mlocate': '应用工具'},1
1065,mockito: 应用库,"{'mockito': '应用库', 'mockito-javadoc': '应用库'}",2
1066,mod_intercept_form_submit: 应用库,{'mod_intercept_form_submit': '应用库'},1
1067,mod_lookup_identity: 应用库,{'mod_lookup_identity': '应用库'},1
1068,mod_security_crs: 应用库,{'mod_security_crs': '应用库'},1
1069,mod_wsgi: 应用库,"{'python3-mod_wsgi': '应用库', 'python38-mod_wsgi': '应用库', 'python39-mod_wsgi': '应用库'}",3
1070,modulemd-tools: 系统工具,{'modulemd-tools': '系统工具'},1
1071,mojo-parent: 应用库,{'mojo-parent': '应用库'},1
1072,mousetweaks: 应用工具/桌面,{'mousetweaks': '应用工具/桌面'},1
1073,mozjs52: 系统库,{'mozjs52': '系统库'},1
1074,mozjs60: 系统库,{'mozjs60': '系统库'},1
1075,mpfr: 系统库,{'mpfr': '系统库'},1
1076,mpg123: 应用库,"{'mpg123': '应用库', 'mpg123-libs': '应用库', 'mpg123-plugins-pulseaudio': '应用库'}",3
1077,mpich: 应用库,"{'mpich': '应用库', 'python3-mpich': '应用库'}",2
1078,mpitests: 应用库,"{'mpitests-mpich': '应用库', 'mpitests-mvapich2': '应用库', 'mpitests-mvapich2-psm2': '应用库', 'mpitests-openmpi': '应用库'}",4
1079,mstflint: 系统工具,{'mstflint': '系统工具'},1
1080,mtdev: 系统库,{'mtdev': '系统库'},1
1081,mtools: 系统工具,{'mtools': '系统工具'},1
1082,mvapich2: 应用库,"{'mvapich2': '应用库', 'mvapich2-psm2': '应用库'}",2
1083,mysql-selinux: 应用库,{'mysql-selinux': '应用库'},1
1084,mythes: 应用库,{'mythes': '应用库'},1
1085,mythes-bg: 应用库,{'mythes-bg': '应用库'},1
1086,mythes-ca: 应用库,{'mythes-ca': '应用库'},1
1087,mythes-cs: 应用库,{'mythes-cs': '应用库'},1
1088,mythes-da: 应用库,{'mythes-da': '应用库'},1
1089,mythes-de: 应用库,{'mythes-de': '应用库'},1
1090,mythes-el: 应用库,{'mythes-el': '应用库'},1
1091,mythes-en: 应用库,{'mythes-en': '应用库'},1
1092,mythes-es: 应用库,{'mythes-es': '应用库'},1
1093,mythes-fr: 应用库,{'mythes-fr': '应用库'},1
1094,mythes-ga: 应用库,{'mythes-ga': '应用库'},1
1095,mythes-hu: 应用库,{'mythes-hu': '应用库'},1
1096,mythes-it: 应用库,{'mythes-it': '应用库'},1
1097,mythes-mi: 应用库,{'mythes-mi': '应用库'},1
1098,mythes-ne: 应用库,{'mythes-ne': '应用库'},1
1099,mythes-nl: 应用库,{'mythes-nl': '应用库'},1
1100,mythes-pl: 应用库,{'mythes-pl': '应用库'},1
1101,mythes-pt: 应用库,{'mythes-pt': '应用库'},1
1102,mythes-ro: 应用库,{'mythes-ro': '应用库'},1
1103,mythes-ru: 应用库,{'mythes-ru': '应用库'},1
1104,mythes-sk: 应用库,{'mythes-sk': '应用库'},1
1105,mythes-sl: 应用库,{'mythes-sl': '应用库'},1
1106,mythes-sv: 应用库,{'mythes-sv': '应用库'},1
1107,mythes-uk: 应用库,{'mythes-uk': '应用库'},1
1108,nafees-web-naskh-fonts: 字体,{'nafees-web-naskh-fonts': '字体'},1
1109,nano: 应用工具,{'nano': '应用工具'},1
1110,nautilus-sendto: 应用工具/桌面,{'nautilus-sendto': '应用工具/桌面'},1
1111,navilu-fonts: 字体,{'navilu-fonts': '字体'},1
1112,netcf: 系统库,"{'netcf': '系统库', 'netcf-libs': '系统库'}",2
1113,net-tools: 系统工具,{'net-tools': '系统工具'},1
1114,newt: 应用库,"{'newt': '应用库', 'python3-newt': '应用库'}",2
1115,nghttp2: 应用库,"{'libnghttp2': '应用库', 'nghttp2': '应用库'}",2
1116,nkf: 应用库,"{'nkf': '应用库', 'perl-NKF': '应用库'}",2
1117,npth: 系统库,{'npth': '系统库'},1
1118,nspr: 系统库,{'nspr': '系统库'},1
1119,nss_nis: 系统库,{'nss_nis': '系统库'},1
1120,nss-altfiles: 系统库,{'nss-altfiles': '系统库'},1
1121,numad: 系统服务,{'numad': '系统服务'},1
1122,numatop: 系统工具,{'numatop': '系统工具'},1
1123,nvme-cli: 系统工具,{'nvme-cli': '系统工具'},1
1124,objectweb-asm: 应用库,"{'objectweb-asm': '应用库', 'objectweb-asm-javadoc': '应用库'}",2
1125,objenesis: 应用库,"{'objenesis': '应用库', 'objenesis-javadoc': '应用库'}",2
1126,ocaml-camlp4: 应用库/编程语言,{'ocaml-camlp4': '应用库/编程语言'},1
1127,ocaml-cppo: 应用库/编程语言,{'ocaml-cppo': '应用库/编程语言'},1
1128,ocaml-extlib: 应用库/编程语言,{'ocaml-extlib': '应用库/编程语言'},1
1129,ocaml-ocamlbuild: 应用库/编程语言,{'ocaml-ocamlbuild': '应用库/编程语言'},1
1130,oci-seccomp-bpf-hook: 应用库/云原生,{'oci-seccomp-bpf-hook': '应用库/云原生'},1
1131,oci-umount: 应用库/云原生,{'oci-umount': '应用库/云原生'},1
1132,ocl-icd: 应用库/云原生,{'ocl-icd': '应用库/云原生'},1
1133,omping: 应用工具,{'omping': '应用工具'},1
1134,onboard: 应用工具,"{'onboard': '应用工具', 'onboard-data': '应用工具'}",2
1135,oniguruma: 应用库,{'oniguruma': '应用库'},1
1136,openal-soft: 应用库,{'openal-soft': '应用库'},1
1137,openblas: 应用库,"{'openblas': '应用库', 'openblas-openmp': '应用库', 'openblas-openmp64_': '应用库', 'openblas-openmp64': '应用库', 'openblas-Rblas': '应用库', 'openblas-serial64_': '应用库', 'openblas-serial64': '应用库', 'openblas-static': '应用库', 'openblas-threads': '应用库', 'openblas-threads64_': '应用库', 'openblas-threads64': '应用库'}",11
1138,openchange: 应用库,{'openchange': '应用库'},1
1139,opencore-amr: 应用库,{'opencore-amr': '应用库'},1
1140,opencv: 应用库,"{'opencv': '应用库', 'opencv-contrib': '应用库', 'opencv-core': '应用库'}",3
1141,OpenEXR: 系统库,{'OpenEXR-libs': '系统库'},1
1142,openhpi: 应用库,"{'openhpi': '应用库', 'openhpi-libs': '应用库'}",2
1143,openjade: 应用库,{'openjade': '应用库'},1
1144,openjpeg2: 应用库,"{'openjpeg2': '应用库', 'openjpeg2-devel-docs': '应用库', 'openjpeg2-tools': '应用库'}",3
1145,openpgm: 应用库,{'openpgm': '应用库'},1
1146,open-sans-fonts: 字体,{'open-sans-fonts': '字体'},1
1147,opensp: 应用库,{'opensp': '应用库'},1
1148,openssl-ibmpkcs11: 核心工具,{'openssl-ibmpkcs11': '核心工具'},1
1149,openssl-pkcs11: 核心工具,{'openssl-pkcs11': '核心工具'},1
1150,opentest4j: 应用库,{'opentest4j': '应用库'},1
1151,opus: 应用库,{'opus': '应用库'},1
1152,oscap-anaconda-addon: 应用工具,{'oscap-anaconda-addon': '应用工具'},1
1153,osgi-annotation: 应用库,"{'osgi-annotation': '应用库', 'osgi-annotation-javadoc': '应用库'}",2
1154,osgi-compendium: 应用库,"{'osgi-compendium': '应用库', 'osgi-compendium-javadoc': '应用库'}",2
1155,osgi-core: 应用库,"{'osgi-core': '应用库', 'osgi-core-javadoc': '应用库'}",2
1156,os-prober: 系统工具,{'os-prober': '系统工具'},1
1157,owasp-java-encoder: 应用库,"{'owasp-java-encoder': '应用库', 'owasp-java-encoder-javadoc': '应用库'}",2
1158,pakchois: 应用库,{'pakchois': '应用库'},1
1159,paktype-naqsh-fonts: 字体,{'paktype-naqsh-fonts': '字体'},1
1160,paktype-naskh-basic-fonts: 字体,{'paktype-naskh-basic-fonts': '字体'},1
1161,paktype-tehreer-fonts: 字体,{'paktype-tehreer-fonts': '字体'},1
1162,pango: 应用库,{'pango': '应用库'},1
1163,pangomm: 应用库,{'pangomm': '应用库'},1
1164,papi: 应用库,"{'papi': '应用库', 'papi-libs': '应用库', 'papi-testsuite': '应用库'}",3
1165,papirus-icon-theme: 应用工具/桌面,{'papirus-icon-theme': '应用工具/桌面'},1
1166,paratype-pt-sans-fonts: 字体,"{'paratype-pt-sans-caption-fonts': '字体', 'paratype-pt-sans-fonts': '字体'}",2
1167,parfait: 应用库,"{'parfait': '应用库', 'parfait-examples': '应用库', 'parfait-javadoc': '应用库', 'pcp-parfait-agent': '应用库'}",4
1168,parted: 系统工具,{'parted': '系统工具'},1
1169,pcaudiolib: 应用库,{'pcaudiolib': '应用库'},1
1170,pcm: 系统库,{'pcm': '系统库'},1
1171,pcre: 系统库,"{'pcre': '系统库', 'pcre-cpp': '系统库', 'pcre-static': '系统库', 'pcre-utf16': '系统库', 'pcre-utf32': '系统库'}",5
1172,pcre2: 系统库,"{'pcre2': '系统库', 'pcre2-tools': '系统库', 'pcre2-utf16': '系统库', 'pcre2-utf32': '系统库'}",4
1173,pentaho-reporting-flow-engine: 应用库,{'pentaho-reporting-flow-engine': '应用库'},1
1174,peripety: 应用服务,{'peripety': '应用服务'},1
1175,perl-Algorithm-Diff: 系统库/编程语言,{'perl-Algorithm-Diff': '系统库/编程语言'},1
1176,perl-AnyEvent: 系统库/编程语言,{'perl-AnyEvent': '系统库/编程语言'},1
1177,perl-Any-URI-Escape: 系统库/编程语言,{'perl-Any-URI-Escape': '系统库/编程语言'},1
1178,perl-App-cpanminus: 系统库/编程语言,{'perl-App-cpanminus': '系统库/编程语言'},1
1179,perl-Archive-Tar: 系统库/编程语言,{'perl-Archive-Tar': '系统库/编程语言'},1
1180,perl-Archive-Zip: 系统库/编程语言,{'perl-Archive-Zip': '系统库/编程语言'},1
1181,perl-Authen-SASL: 系统库/编程语言,{'perl-Authen-SASL': '系统库/编程语言'},1
1182,perl-autodie: 系统库/编程语言,{'perl-autodie': '系统库/编程语言'},1
1183,perl-B-Debug: 系统库/编程语言,{'perl-B-Debug': '系统库/编程语言'},1
1184,perl-B-Hooks-EndOfScope: 系统库/编程语言,{'perl-B-Hooks-EndOfScope': '系统库/编程语言'},1
1185,perl-bignum: 系统库/编程语言,{'perl-bignum': '系统库/编程语言'},1
1186,perl-Bit-Vector: 系统库/编程语言,{'perl-Bit-Vector': '系统库/编程语言'},1
1187,perl-B-Lint: 系统库/编程语言,{'perl-B-Lint': '系统库/编程语言'},1
1188,perl-Canary-Stability: 系统库/编程语言,{'perl-Canary-Stability': '系统库/编程语言'},1
1189,perl-Capture-Tiny: 系统库/编程语言,{'perl-Capture-Tiny': '系统库/编程语言'},1
1190,perl-Carp: 系统库/编程语言,{'perl-Carp': '系统库/编程语言'},1
1191,perl-Carp-Clan: 系统库/编程语言,{'perl-Carp-Clan': '系统库/编程语言'},1
1192,perl-CGI: 系统库/编程语言,{'perl-CGI': '系统库/编程语言'},1
1193,perl-Class-Accessor: 系统库/编程语言,{'perl-Class-Accessor': '系统库/编程语言'},1
1194,perl-Class-Data-Inheritable: 系统库/编程语言,{'perl-Class-Data-Inheritable': '系统库/编程语言'},1
1195,perl-Class-Factory-Util: 系统库/编程语言,{'perl-Class-Factory-Util': '系统库/编程语言'},1
1196,perl-Class-Inspector: 系统库/编程语言,{'perl-Class-Inspector': '系统库/编程语言'},1
1197,perl-Class-ISA: 系统库/编程语言,{'perl-Class-ISA': '系统库/编程语言'},1
1198,perl-Class-Method-Modifiers: 系统库/编程语言,{'perl-Class-Method-Modifiers': '系统库/编程语言'},1
1199,perl-Class-Singleton: 系统库/编程语言,{'perl-Class-Singleton': '系统库/编程语言'},1
1200,perl-Class-Tiny: 系统库/编程语言,{'perl-Class-Tiny': '系统库/编程语言'},1
1201,perl-Class-XSAccessor: 系统库/编程语言,{'perl-Class-XSAccessor': '系统库/编程语言'},1
1202,perl-Clone: 系统库/编程语言,{'perl-Clone': '系统库/编程语言'},1
1203,perl-common-sense: 系统库/编程语言,{'perl-common-sense': '系统库/编程语言'},1
1204,perl-Compress-Bzip2: 系统库/编程语言,{'perl-Compress-Bzip2': '系统库/编程语言'},1
1205,perl-Compress-Raw-Bzip2: 系统库/编程语言,{'perl-Compress-Raw-Bzip2': '系统库/编程语言'},1
1206,perl-Compress-Raw-Lzma: 系统库/编程语言,{'perl-Compress-Raw-Lzma': '系统库/编程语言'},1
1207,perl-Compress-Raw-Zlib: 系统库/编程语言,{'perl-Compress-Raw-Zlib': '系统库/编程语言'},1
1208,perl-Config-AutoConf: 系统库/编程语言,{'perl-Config-AutoConf': '系统库/编程语言'},1
1209,perl-Config-Perl-V: 系统库/编程语言,{'perl-Config-Perl-V': '系统库/编程语言'},1
1210,perl-Config-Tiny: 系统库/编程语言,{'perl-Config-Tiny': '系统库/编程语言'},1
1211,perl-constant: 系统库/编程语言,{'perl-constant': '系统库/编程语言'},1
1212,perl-Convert-ASN1: 系统库/编程语言,{'perl-Convert-ASN1': '系统库/编程语言'},1
1213,perl-CPAN: 系统库/编程语言,{'perl-CPAN': '系统库/编程语言'},1
1214,perl-CPAN-DistnameInfo: 系统库/编程语言,{'perl-CPAN-DistnameInfo': '系统库/编程语言'},1
1215,perl-CPAN-Meta: 系统库/编程语言,{'perl-CPAN-Meta': '系统库/编程语言'},1
1216,perl-CPAN-Meta-Check: 系统库/编程语言,{'perl-CPAN-Meta-Check': '系统库/编程语言'},1
1217,perl-CPAN-Meta-Requirements: 系统库/编程语言,{'perl-CPAN-Meta-Requirements': '系统库/编程语言'},1
1218,perl-CPAN-Meta-YAML: 系统库/编程语言,{'perl-CPAN-Meta-YAML': '系统库/编程语言'},1
1219,perl-Crypt-OpenSSL-Bignum: 系统库/编程语言,{'perl-Crypt-OpenSSL-Bignum': '系统库/编程语言'},1
1220,perl-Crypt-OpenSSL-Random: 系统库/编程语言,{'perl-Crypt-OpenSSL-Random': '系统库/编程语言'},1
1221,perl-Crypt-OpenSSL-RSA: 系统库/编程语言,{'perl-Crypt-OpenSSL-RSA': '系统库/编程语言'},1
1222,perl-Data-Dump: 系统库/编程语言,{'perl-Data-Dump': '系统库/编程语言'},1
1223,perl-Data-Dumper: 系统库/编程语言,{'perl-Data-Dumper': '系统库/编程语言'},1
1224,perl-Data-OptList: 系统库/编程语言,{'perl-Data-OptList': '系统库/编程语言'},1
1225,perl-Data-Section: 系统库/编程语言,{'perl-Data-Section': '系统库/编程语言'},1
1226,perl-Data-UUID: 系统库/编程语言,{'perl-Data-UUID': '系统库/编程语言'},1
1227,perl-Date-Calc: 系统库/编程语言,{'perl-Date-Calc': '系统库/编程语言'},1
1228,perl-Date-ISO8601: 系统库/编程语言,{'perl-Date-ISO8601': '系统库/编程语言'},1
1229,perl-Date-Manip: 系统库/编程语言,{'perl-Date-Manip': '系统库/编程语言'},1
1230,perl-DateTime: 系统库/编程语言,{'perl-DateTime': '系统库/编程语言'},1
1231,perl-DateTime-Format-Builder: 系统库/编程语言,{'perl-DateTime-Format-Builder': '系统库/编程语言'},1
1232,perl-DateTime-Format-HTTP: 系统库/编程语言,{'perl-DateTime-Format-HTTP': '系统库/编程语言'},1
1233,perl-DateTime-Format-ISO8601: 系统库/编程语言,{'perl-DateTime-Format-ISO8601': '系统库/编程语言'},1
1234,perl-DateTime-Format-Mail: 系统库/编程语言,{'perl-DateTime-Format-Mail': '系统库/编程语言'},1
1235,perl-DateTime-Format-Strptime: 系统库/编程语言,{'perl-DateTime-Format-Strptime': '系统库/编程语言'},1
1236,perl-DateTime-Locale: 系统库/编程语言,{'perl-DateTime-Locale': '系统库/编程语言'},1
1237,perl-DateTime-TimeZone: 系统库/编程语言,{'perl-DateTime-TimeZone': '系统库/编程语言'},1
1238,perl-DateTime-TimeZone-SystemV: 系统库/编程语言,{'perl-DateTime-TimeZone-SystemV': '系统库/编程语言'},1
1239,perl-DateTime-TimeZone-Tzfile: 系统库/编程语言,{'perl-DateTime-TimeZone-Tzfile': '系统库/编程语言'},1
1240,perl-DB_File: 系统库/编程语言,{'perl-DB_File': '系统库/编程语言'},1
1241,perl-DBD-MySQL: 系统库/编程语言,{'perl-DBD-MySQL': '系统库/编程语言'},1
1242,perl-DBD-Pg: 系统库/编程语言,{'perl-DBD-Pg': '系统库/编程语言'},1
1243,perl-DBD-SQLite: 系统库/编程语言,{'perl-DBD-SQLite': '系统库/编程语言'},1
1244,perl-DBI: 系统库/编程语言,{'perl-DBI': '系统库/编程语言'},1
1245,perl-Devel-CallChecker: 系统库/编程语言,{'perl-Devel-CallChecker': '系统库/编程语言'},1
1246,perl-Devel-Caller: 系统库/编程语言,{'perl-Devel-Caller': '系统库/编程语言'},1
1247,perl-Devel-CheckLib: 系统库/编程语言,{'perl-Devel-CheckLib': '系统库/编程语言'},1
1248,perl-Devel-GlobalDestruction: 系统库/编程语言,{'perl-Devel-GlobalDestruction': '系统库/编程语言'},1
1249,perl-Devel-LexAlias: 系统库/编程语言,{'perl-Devel-LexAlias': '系统库/编程语言'},1
1250,perl-Devel-PPPort: 系统库/编程语言,{'perl-Devel-PPPort': '系统库/编程语言'},1
1251,perl-Devel-Size: 系统库/编程语言,{'perl-Devel-Size': '系统库/编程语言'},1
1252,perl-Devel-StackTrace: 系统库/编程语言,{'perl-Devel-StackTrace': '系统库/编程语言'},1
1253,perl-Devel-Symdump: 系统库/编程语言,{'perl-Devel-Symdump': '系统库/编程语言'},1
1254,perl-Digest: 系统库/编程语言,{'perl-Digest': '系统库/编程语言'},1
1255,perl-Digest-CRC: 系统库/编程语言,{'perl-Digest-CRC': '系统库/编程语言'},1
1256,perl-Digest-HMAC: 系统库/编程语言,{'perl-Digest-HMAC': '系统库/编程语言'},1
1257,perl-Digest-MD5: 系统库/编程语言,{'perl-Digest-MD5': '系统库/编程语言'},1
1258,perl-Digest-SHA: 系统库/编程语言,{'perl-Digest-SHA': '系统库/编程语言'},1
1259,perl-Digest-SHA1: 系统库/编程语言,{'perl-Digest-SHA1': '系统库/编程语言'},1
1260,perl-Dist-CheckConflicts: 系统库/编程语言,{'perl-Dist-CheckConflicts': '系统库/编程语言'},1
1261,perl-DynaLoader-Functions: 系统库/编程语言,{'perl-DynaLoader-Functions': '系统库/编程语言'},1
1262,perl-Encode: 系统库/编程语言,"{'perl-Encode': '系统库/编程语言', 'perl-encoding': '系统库/编程语言'}",2
1263,perl-Encode-Detect: 系统库/编程语言,{'perl-Encode-Detect': '系统库/编程语言'},1
1264,perl-Encode-Locale: 系统库/编程语言,{'perl-Encode-Locale': '系统库/编程语言'},1
1265,perl-Env: 系统库/编程语言,{'perl-Env': '系统库/编程语言'},1
1266,perl-Error: 系统库/编程语言,{'perl-Error': '系统库/编程语言'},1
1267,perl-Eval-Closure: 系统库/编程语言,{'perl-Eval-Closure': '系统库/编程语言'},1
1268,perl-Exception-Class: 系统库/编程语言,{'perl-Exception-Class': '系统库/编程语言'},1
1269,perl-experimental: 系统库/编程语言,{'perl-experimental': '系统库/编程语言'},1
1270,perl-Exporter: 系统库/编程语言,{'perl-Exporter': '系统库/编程语言'},1
1271,perl-Exporter-Tiny: 系统库/编程语言,{'perl-Exporter-Tiny': '系统库/编程语言'},1
1272,perl-ExtUtils-CBuilder: 系统库/编程语言,{'perl-ExtUtils-CBuilder': '系统库/编程语言'},1
1273,perl-ExtUtils-Install: 系统库/编程语言,{'perl-ExtUtils-Install': '系统库/编程语言'},1
1274,perl-ExtUtils-MakeMaker: 系统库/编程语言,"{'perl-ExtUtils-Command': '系统库/编程语言', 'perl-ExtUtils-MakeMaker': '系统库/编程语言', 'perl-ExtUtils-MM-Utils': '系统库/编程语言'}",3
1275,perl-ExtUtils-Manifest: 系统库/编程语言,{'perl-ExtUtils-Manifest': '系统库/编程语言'},1
1276,perl-ExtUtils-ParseXS: 系统库/编程语言,{'perl-ExtUtils-ParseXS': '系统库/编程语言'},1
1277,perl-FCGI: 系统库/编程语言,{'perl-FCGI': '系统库/编程语言'},1
1278,perl-Fedora-VSP: 系统库/编程语言,{'perl-Fedora-VSP': '系统库/编程语言'},1
1279,perl-File-BaseDir: 系统库/编程语言,{'perl-File-BaseDir': '系统库/编程语言'},1
1280,perl-File-chdir: 系统库/编程语言,{'perl-File-chdir': '系统库/编程语言'},1
1281,perl-File-CheckTree: 系统库/编程语言,{'perl-File-CheckTree': '系统库/编程语言'},1
1282,perl-File-Copy-Recursive: 系统库/编程语言,{'perl-File-Copy-Recursive': '系统库/编程语言'},1
1283,perl-File-DesktopEntry: 系统库/编程语言,{'perl-File-DesktopEntry': '系统库/编程语言'},1
1284,perl-File-Fetch: 系统库/编程语言,{'perl-File-Fetch': '系统库/编程语言'},1
1285,perl-File-Find-Object: 系统库/编程语言,{'perl-File-Find-Object': '系统库/编程语言'},1
1286,perl-File-Find-Rule: 系统库/编程语言,{'perl-File-Find-Rule': '系统库/编程语言'},1
1287,perl-File-HomeDir: 系统库/编程语言,{'perl-File-HomeDir': '系统库/编程语言'},1
1288,perl-File-Listing: 系统库/编程语言,{'perl-File-Listing': '系统库/编程语言'},1
1289,perl-File-MimeInfo: 系统库/编程语言,{'perl-File-MimeInfo': '系统库/编程语言'},1
1290,perl-File-Path: 系统库/编程语言,{'perl-File-Path': '系统库/编程语言'},1
1291,perl-File-pushd: 系统库/编程语言,{'perl-File-pushd': '系统库/编程语言'},1
1292,perl-File-ReadBackwards: 系统库/编程语言,{'perl-File-ReadBackwards': '系统库/编程语言'},1
1293,perl-File-Remove: 系统库/编程语言,{'perl-File-Remove': '系统库/编程语言'},1
1294,perl-File-ShareDir: 系统库/编程语言,{'perl-File-ShareDir': '系统库/编程语言'},1
1295,perl-File-Slurp: 系统库/编程语言,{'perl-File-Slurp': '系统库/编程语言'},1
1296,perl-File-Temp: 系统库/编程语言,{'perl-File-Temp': '系统库/编程语言'},1
1297,perl-File-Which: 系统库/编程语言,{'perl-File-Which': '系统库/编程语言'},1
1298,perl-Filter: 系统库/编程语言,{'perl-Filter': '系统库/编程语言'},1
1299,perl-Filter-Simple: 系统库/编程语言,{'perl-Filter-Simple': '系统库/编程语言'},1
1300,perl-generators: 系统库/编程语言,{'perl-generators': '系统库/编程语言'},1
1301,perl-Getopt-Long: 系统库/编程语言,{'perl-Getopt-Long': '系统库/编程语言'},1
1302,perl-gettext: 系统库/编程语言,{'perl-Locale-gettext': '系统库/编程语言'},1
1303,perl-HTML-Parser: 系统库/编程语言,{'perl-HTML-Parser': '系统库/编程语言'},1
1304,perl-HTML-Tagset: 系统库/编程语言,{'perl-HTML-Tagset': '系统库/编程语言'},1
1305,perl-HTML-Tree: 系统库/编程语言,{'perl-HTML-Tree': '系统库/编程语言'},1
1306,perl-HTTP-Cookies: 系统库/编程语言,{'perl-HTTP-Cookies': '系统库/编程语言'},1
1307,perl-HTTP-Daemon: 系统库/编程语言,{'perl-HTTP-Daemon': '系统库/编程语言'},1
1308,perl-HTTP-Date: 系统库/编程语言,{'perl-HTTP-Date': '系统库/编程语言'},1
1309,perl-HTTP-Message: 系统库/编程语言,{'perl-HTTP-Message': '系统库/编程语言'},1
1310,perl-HTTP-Negotiate: 系统库/编程语言,{'perl-HTTP-Negotiate': '系统库/编程语言'},1
1311,perl-HTTP-Tiny: 系统库/编程语言,{'perl-HTTP-Tiny': '系统库/编程语言'},1
1312,perl-Importer: 系统库/编程语言,{'perl-Importer': '系统库/编程语言'},1
1313,perl-Import-Into: 系统库/编程语言,{'perl-Import-Into': '系统库/编程语言'},1
1314,perl-inc-latest: 系统库/编程语言,{'perl-inc-latest': '系统库/编程语言'},1
1315,perl-IO-All: 系统库/编程语言,{'perl-IO-All': '系统库/编程语言'},1
1316,perl-IO-Compress: 系统库/编程语言,{'perl-IO-Compress': '系统库/编程语言'},1
1317,perl-IO-Compress-Lzma: 系统库/编程语言,{'perl-IO-Compress-Lzma': '系统库/编程语言'},1
1318,perl-IO-HTML: 系统库/编程语言,{'perl-IO-HTML': '系统库/编程语言'},1
1319,perl-IO-Multiplex: 系统库/编程语言,{'perl-IO-Multiplex': '系统库/编程语言'},1
1320,perl-IO-Socket-INET6: 系统库/编程语言,{'perl-IO-Socket-INET6': '系统库/编程语言'},1
1321,perl-IO-Socket-IP: 系统库/编程语言,{'perl-IO-Socket-IP': '系统库/编程语言'},1
1322,perl-IO-Socket-SSL: 系统库/编程语言,{'perl-IO-Socket-SSL': '系统库/编程语言'},1
1323,perl-IO-String: 系统库/编程语言,{'perl-IO-String': '系统库/编程语言'},1
1324,perl-IO-stringy: 系统库/编程语言,{'perl-IO-stringy': '系统库/编程语言'},1
1325,perl-IO-Tty: 系统库/编程语言,{'perl-IO-Tty': '系统库/编程语言'},1
1326,perl-IPC-Cmd: 系统库/编程语言,{'perl-IPC-Cmd': '系统库/编程语言'},1
1327,perl-IPC-Run: 系统库/编程语言,{'perl-IPC-Run': '系统库/编程语言'},1
1328,perl-IPC-Run3: 系统库/编程语言,{'perl-IPC-Run3': '系统库/编程语言'},1
1329,perl-IPC-System-Simple: 系统库/编程语言,{'perl-IPC-System-Simple': '系统库/编程语言'},1
1330,perl-IPC-SysV: 系统库/编程语言,{'perl-IPC-SysV': '系统库/编程语言'},1
1331,perl-JSON: 系统库/编程语言,{'perl-JSON': '系统库/编程语言'},1
1332,perl-JSON-PP: 系统库/编程语言,{'perl-JSON-PP': '系统库/编程语言'},1
1333,perl-JSON-XS: 系统库/编程语言,{'perl-JSON-XS': '系统库/编程语言'},1
1334,perl-LDAP: 系统库/编程语言,{'perl-LDAP': '系统库/编程语言'},1
1335,perl-libintl-perl: 系统库/编程语言,{'perl-libintl-perl': '系统库/编程语言'},1
1336,perl-libnet: 系统库/编程语言,{'perl-libnet': '系统库/编程语言'},1
