name,label,summary,description
amanda,服务, A network-capable tape backup solution," AMANDA, the Advanced Maryland Automatic Network Disk Archiver, is a
backup system that allows the administrator of a LAN to set up a
single master backup server to back up multiple hosts to one or more
tape drives or disk files.  AMANDA uses native dump and/or GNU tar
facilities and can back up a large number of workstations running
multiple versions of Unix.  Newer versions of AMANDA (including this
version) can use SAMBA to back up Microsoft(TM) Windows95/NT hosts.
The amanda package contains the core AMANDA programs and will need to
be installed on both AMANDA clients and AMANDA servers.  Note that you
will have to install the amanda-client and/or amanda-server packages as
well."
sssd-proxy,服务,The proxy back end of the SSSD ,"Provides the proxy back end which can be used to wrap an existing NSS and/or
PAM modules to leverage SSSD caching. "
python3-sssdconfig,服务, SSSD and IPA configuration file manipulation classes and functions, Provides python3 files for manipulation SSSD and IPA configuration files.
upower,服务, Power Management Service," UPower (formerly DeviceKit-power) provides a daemon, API and command
line tools for managing power devices attached to the system."
pcp-export-pcp2influxdb,服务, Performance Co-Pilot tools for exporting PCP metrics to InfluxDB," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to InfluxDB (https://influxdata.com/time-series-platform/influxdb)."
freeradius-krb5,服务, Kerberos 5 support for freeradius, This plugin provides the Kerberos 5 support for the FreeRADIUS server project.
gssproxy,服务,GSSAPI Proxy ,A proxy for GSSAPI credential handling 
rsyslog-mmaudit,服务, Message modification module supporting Linux audit format," This module provides message modification supporting Linux audit format
in various settings."
gnome-backgrounds-extras,服务, Additional GNOME Backgrounds," This package contains the additional desktop backgrounds
which are packaged with the GNOME desktop."
pcp-pmda-zswap,服务, Performance Co-Pilot (PCP) metrics for compressed swap," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about compressed swap."
bluez-obexd,服务,Object Exchange daemon for sharing content ,"Object Exchange daemon for sharing files, contacts etc over bluetooth "
dde-printer,服务, Printer Manager is tool to manage printers, Printer Manager is tool to manage printers.
gnome-getting-started-docs-es,服务, Spanish translations for gnome-getting-started-docs videos, Spanish (es) translations for the Getting Started guide videos.
pcp-pmda-infiniband,服务, Performance Co-Pilot (PCP) metrics for Infiniband HCAs and switches," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting Infiniband statistics.  By default, it monitors the local HCAs
but can also be configured to monitor remote GUIDs such as IB switches."
fence-agents-redfish,服务, Fence agent for Redfish, The fence-agents-redfish package contains a fence agent for Redfish
helm,服务, Kubernetes charts manager," 
Helm is a tool for managing Kubernetes charts. Charts are packages of
pre-configured Kubernetes resources.

%gopkg"
fence-agents-ilo-moonshot,服务, Fence agent for HP iLO Moonshot devices," Fence agent for HP iLO Moonshot devices that are accessed
via telnet or SSH."
pcp-pmda-systemd,服务, Performance Co-Pilot (PCP) metrics from the Systemd journal," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from the Systemd journal."
usb_modeswitch-data,服务,USB Modeswitch gets mobile broadband cards in operational mode ,"USB Modeswitch brings up your datacard into operational mode. When plugged
in they identify themselves as cdrom and present some non-Linux compatible
installation files. This tool deactivates this cdrom-devices and enables
the real communication device. It supports most devices built and
sold by Huawei, T-Mobile, Vodafone, Option, ZTE, Novatel.

This package contains the data files needed for usb_modeswitch to function. "
mariadb-pam,服务, PAM authentication plugin for the MariaDB server, PAM authentication server-side plugin for MariaDB.
cups-filesystem,服务, CUPS printing system - directory layout," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package provides some directories which are
required by other packages that add CUPS drivers (i.e. filters, backends etc.)."
pacemaker-nagios-plugins-metadata,服务, Pacemaker Nagios Metadata," The metadata files required for Pacemaker to execute the nagios plugin
monitor resources."
firewall-applet,服务, Firewall panel applet," The firewall panel applet provides a status information of firewalld and also
the firewall settings."
pcp-pmda-lustrecomm,服务, Performance Co-Pilot (PCP) metrics for the Lustre Filesytem Comms," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Lustre Filesystem Comms."
keepalived,服务," High Availability monitor built upon LVS, VRRP and service pollers"," Keepalived provides simple and robust facilities for load balancing
and high availability to Linux system and Linux based infrastructures.
The load balancing framework relies on well-known and widely used
Linux Virtual Server (IPVS) kernel module providing Layer4 load
balancing. Keepalived implements a set of checkers to dynamically and
adaptively maintain and manage load-balanced server pool according
their health. High availability is achieved by VRRP protocol. VRRP is
a fundamental brick for router failover. In addition, keepalived
implements a set of hooks to the VRRP finite state machine providing
low-level and high-speed protocol interactions. Keepalived frameworks
can be used independently or all together to provide resilient
infrastructures."
fence-agents-azure-arm,服务, Fence agent for Azure Resource Manager, Fence agent for Azure Resource Manager instances.
deepin-anything-server,服务," Something like everything, but nothing is really like anything...", 
NetworkManager-wifi,服务,Wifi plugin for NetworkManager ,This package contains NetworkManager support for Wifi and OLPC devices. 
vulkan-loader,服务, Vulkan ICD desktop loader," This project provides the Khronos official Vulkan ICD desktop
loader for Windows, Linux, and MacOS."
pcp-export-pcp2json,服务, Performance Co-Pilot tools for exporting PCP metrics in JSON format," Performance Co-Pilot (PCP) front-end tools for exporting metric values
in JSON format."
gnome-shell-extension-window-list,服务, Display a window list at the bottom of the screen in GNOME Shell, This GNOME Shell extension displays a window list at the bottom of the screen.
tigervnc-server-module,服务, TigerVNC module to Xorg," This package contains libvnc.so module to X server, allowing others
to access the desktop on your machine."
pcp-zeroconf,服务, Performance Co-Pilot (PCP) Zeroconf Package," This package contains configuration tweaks and files to increase metrics
gathering frequency, several extended pmlogger configurations, as well as
automated pmie diagnosis, alerting and self-healing for the localhost."
pcp-pmda-hacluster,服务, Performance Co-Pilot (PCP) metrics for High Availability Clusters," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about linux High Availability (HA) Clusters."
fence-agents-eaton-snmp,服务, Fence agent for Eaton network power switches," Fence agent for Eaton network power switches that are accessed
via the SNMP protocol."
torque,服务, Tera-scale Open-source Resource and QUEue manager," TORQUE (Tera-scale Open-source Resource and QUEue manager) is a resource
manager providing control over batch jobs and distributed compute nodes.
TORQUE is based on OpenPBS version 2.3.12 and incorporates scalability,
fault tolerance, and feature extension patches provided by USC, NCSA, OSC,
the U.S. Dept of Energy, Sandia, PNNL, U of Buffalo, TeraGrid, and many
other leading edge HPC organizations.

This package holds just a few shared files and directories."
freeradius-unixODBC,服务, Unix ODBC support for freeradius, This plugin provides the unixODBC support for the FreeRADIUS server project.
sendmail,服务, A widely used Mail Transport Agent (MTA)," The Sendmail program is a very widely used Mail Transport Agent (MTA).
MTAs send mail from one machine to another. Sendmail is not a client
program, which you use to read your email. Sendmail is a
behind-the-scenes program which actually moves your email over
networks or the Internet to where you want it to go.

If you ever need to reconfigure Sendmail, you will also need to have
the sendmail-cf package installed. If you need documentation on
Sendmail, you can install the sendmail-doc package."
gnome-shell-extension-desktop-icons,服务, Desktop icons support for the classic experience, This GNOME Shell extension adds desktop icons support as seen in GNOME 2
rasdaemon,服务,Utility to receive RAS error tracings ,"rasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.
It currently records memory errors, using the EDAC tracing events.
EDAC is drivers in the Linux kernel that handle detection of ECC errors
from memory controllers for most chipsets on i386 and x86_64 architectures.
EDAC drivers for other architectures like arm also exists.
This userspace component consists of an init script which makes sure
EDAC drivers and DIMM labels are loaded at system startup, as well as
an utility for reporting current error counts from the EDAC sysfs files. "
gnome-shell-extension-drive-menu,服务, Drive status menu for GNOME Shell," This GNOME Shell extension provides a panel status menu for accessing and
unmounting removable devices."
kubernetes-node,服务, Kubernetes services for node host, Kubernetes services for node host
stratisd-dracut,服务, Dracut modules for use with stratisd," 
This package contains dracut modules to be used with stratisd
to enable using Stratis filesystems as the root filesystem for
a Linux install."
brltty-docs,服务, Documentation for BRLTTY, This package provides the documentation for BRLTTY.
spice-vdagent,服务, Agent for Spice guests," Spice agent for Linux guests offering the following features:

Features:
* Client mouse mode (no need to grab mouse by client, no mouse lag)
  this is handled by the daemon by feeding mouse events into the kernel
  via uinput. This will only work if the active X-session is running a
  spice-vdagent process so that its resolution can be determined.
* Automatic adjustment of the X-session resolution to the client resolution
* Support of copy and paste (text and images) between the active X-session
  and the client"
chrony,服务,An NTP client/server ,"chrony is a versatile implementation of the Network Time Protocol (NTP).
It can synchronise the system clock with NTP servers, reference clocks
(e.g. GPS receiver), and manual input using wristwatch and keyboard. It
can also operate as an NTPv4 (RFC 5905) server and peer to provide a time
service to other computers in the network. "
firewalld-filesystem,服务, Firewalld directory layout and rpm macros," This package provides directories and rpm macros which
are required by other packages that add firewalld configuration files."
linuxptp,服务, PTP implementation for Linux," This software is an implementation of the Precision Time Protocol (PTP)
according to IEEE standard 1588 for Linux. The dual design goals are to provide
a robust implementation of the standard and to use the most relevant and modern
Application Programming Interfaces (API) offered by the Linux kernel.
Supporting legacy APIs and other platforms is not a goal."
gedit-plugin-codecomment,服务, gedit codecomment plugin, The gedit codecomment plugin.
pulseaudio-libs-glib2,服务, GLIB 2.x bindings for PulseAudio clients," This package contains bindings to integrate the PulseAudio client library with
a GLIB 2.x based application."
samba-libs,服务, Samba libraries," The samba-libs package contains the libraries needed by programs that link
against the SMB, RPC and other protocols provided by the Samba suite."
selinux-policy-minimum,服务, SELinux minimum base policy, SELinux Reference policy minimum base module.
avahi,服务, Local network service discovery," Avahi is a system which facilitates service discovery on
a local network -- this means that you can plug your laptop or
computer into a network and instantly be able to view other people who
you can chat with, find printers to print to or find files being
shared. This kind of technology is already found in MacOS X (branded
'Rendezvous', 'Bonjour' and sometimes 'ZeroConf') and is very
convenient."
pki-ca,服务, PKI CA Package," The Certificate Authority (CA) is a required PKI subsystem which issues,
renews, revokes, and publishes certificates as well as compiling and
publishing Certificate Revocation Lists (CRLs).

The Certificate Authority can be configured as a self-signing Certificate
Authority, where it is the root CA, or it can act as a subordinate CA,
where it obtains its own signing certificate from a public CA."
mod_ssl,服务, SSL/TLS module for the Apache HTTP Server," The mod_ssl module provides strong cryptography for the Apache Web
server via the Secure Sockets Layer (SSL) and Transport Layer
Security (TLS) protocols."
foomatic-db-ppds,服务, PPDs from printer manufacturers, PPDs from printer manufacturers.
udisks2-lsm,服务, Module for LSM, This package contains module for LSM configuration.
dbus-common,服务, D-BUS message bus configuration," The dbus-common package provides the configuration and setup files for D-Bus
implementations to provide a System and User Message Bus."
amanda-server,服务, The server side of the AMANDA tape backup system," The amanda-server package should be installed on the AMANDA server,
the machine attached to the device(s) (such as a tape drive) where backups
will be written. You will also need to install the amanda package on
the AMANDA server machine.  And, if the server is also to be backed up, the
server also needs to have the amanda-client package installed."
xorg-x11-xinit-session,服务, Display manager support for ~/.xsession and ~/.Xclients," Allows legacy ~/.xsession and ~/.Xclients files to be used from display
managers."
rsyslog-mmkubernetes,服务, Provides the mmkubernetes module," The rsyslog-mmkubernetes package provides module for adding kubernetes
container metadata."
pipewire-libs,服务, Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
pacemaker-schemas,服务, Schemas and upgrade stylesheets for Pacemaker," Schemas and upgrade stylesheets for Pacemaker

Pacemaker is an advanced, scalable High-Availability cluster resource
manager."
gedit-plugin-textsize,服务, gedit textsize plugin, The gedit textsize plugin.
tuned-profiles-cpu-partitioning,服务,Additional tuned profile(s) optimized for CPU partitioning ,Additional tuned profile(s) optimized for CPU partitioning. 
pcp-pmda-sendmail,服务, Performance Co-Pilot (PCP) metrics for Sendmail," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Sendmail traffic."
gnome-control-center-filesystem,服务, GNOME Control Center directories," The GNOME control-center provides a number of extension points
for applications. This package contains directories where applications
can install configuration files that are picked up by the control-center
utilities."
xorg-x11-drivers,服务, X.Org X11 driver installation package," The purpose of this package is to require all of the individual X.Org
driver rpms, to allow the OS installation software to install all drivers
all at once, without having to track which individual drivers are present
on each architecture.  By installing this package, it forces all of the
individual driver packages to be installed."
pcp-pmda-weblog,服务, Performance Co-Pilot (PCP) metrics from web server logs," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about web server logs."
plymouth,服务, Graphical Boot Animation and Logger," Plymouth provides an attractive graphical boot animation in
place of the text messages that normally get shown.  Text
messages are instead redirected to a log file for viewing
after boot."
rsyslog-crypto,服务, Encryption support," This package contains a module providing log file encryption and a
command line tool to process encrypted logs."
fuse-sshfs,服务, FUSE-Filesystem to access remote filesystems via SSH," This is a FUSE-filesystem client based on the SSH File Transfer Protocol.
Since most SSH servers already support this protocol it is very easy to set
up: i.e. on the server side there's nothing to do.  On the client side
mounting the filesystem is as easy as logging into the server with ssh."
sassist,服务, Dell SupportAssist log collector, Dell SupportAssist log collector for Linux.
acpid,服务, ACPI Event Daemon, acpid is a daemon that dispatches ACPI events to user-space programs.
krb5-server,服务, The KDC and related programs for Kerberos 5," Kerberos is a network authentication system. The krb5-server package
contains the programs that must be installed on a Kerberos 5 key
distribution center (KDC).  If you are installing a Kerberos 5 KDC,
you need to install this package (in other words, most people should
NOT install this package)."
pcp-pmda-denki,服务, Performance Co-Pilot (PCP) metrics dealing with electrical power," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics related to the electrical power consumed by and inside
the system."
firewall-config,服务, Firewall configuration application," The firewall configuration application provides an configuration interface for
firewalld."
mariadb-server-galera,服务, The configuration files and scripts for galera replication," MariaDB is a multi-user, multi-threaded SQL database server. It is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. This package contains
the MariaDB server and some accompanying files and directories.
MariaDB is a community developed branch of MySQL."
flatpak,服务, Application deployment framework for desktop apps," flatpak is a system for building, distributing and running sandboxed desktop
applications on Linux. See https://wiki.gnome.org/Projects/SandboxedApps for
more information."
dde-launcher,服务, dde desktop-environment - Launcher module, dde desktop-environment - Launcher module.
gnome-getting-started-docs-de,服务, German translations for gnome-getting-started-docs videos, German (de) translations for the Getting Started guide videos.
fence-agents-intelmodular,服务, Fence agent for devices with Intel Modular interfaces," Fence agent for Intel Modular interfaces that are accessed
via the SNMP protocol."
fence-agents-brocade,服务, Fence agent for Brocade switches, Fence agent for Brocade devices that are accessed via telnet or SSH.
libvirt-wireshark,服务, Wireshark dissector plugin for libvirt RPC transactions, Wireshark dissector plugin for better analysis of libvirt RPC traffic.
selinux-policy-targeted,服务, SELinux targeted base policy, SELinux Reference policy targeted base module.
uuidd,服务,Helper daemon to guarantee uniqueness of time-based UUIDs ,"The uuidd package contains a userspace daemon (uuidd) which guarantees
uniqueness of time-based UUID generation even at very high rates on
SMP systems. "
gvfs-mtp,服务, MTP support for gvfs," This package provides support for reading and writing files on
MTP based devices (Media Transfer Protocol) to applications using gvfs."
unbound,服务," Validating, recursive, and caching DNS(SEC) resolver"," Unbound is a validating, recursive, and caching DNS(SEC) resolver.

The C implementation of Unbound is developed and maintained by NLnet
Labs. It is based on ideas and algorithms taken from a java prototype
developed by Verisign labs, Nominet, Kirei and ep.net.

Unbound is designed as a set of modular components, so that also
DNSSEC (secure DNS) validation and stub-resolvers (that do not run
as a server, but are linked into an application) are easily possible."
radvd,服务, A Router Advertisement daemon," radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services."
kmod-kvdo,服务,Kernel Modules for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the kernel modules for VDO. "
hypervvssd,服务, Hyper-V VSS daemon," Hypervvssd is an implementation of Hyper-V VSS functionality
for Linux. The daemon is used for host initiated guest snapshot
on Hyper-V hypervisor. The daemon first registers with the
kernel driver. After this is done it waits for instructions
from Windows Host if to ""freeze"" or ""thaw"" the filesystem
on the Linux Guest."
krb5-workstation,服务,Kerberos 5 programs for use on workstations ,"Kerberos is a network authentication system. The krb5-workstation
package contains the basic Kerberos programs (kinit, klist, kdestroy,
kpasswd). If your network uses Kerberos, this package should be
installed on every workstation. "
fdo-owner-onboarding-server,服务, FDO Owner Onboarding Server implementation, FDO Owner Onboarding Server implementation
rsync-daemon,服务,Service for anonymous access to rsync ,"Rsync can be used to offer read only access to anonymous clients. This
package provides the anonymous rsync service. "
containerd-stress,服务, containerd stress test for containerd daemon, stress test a containerd daemon
sbd,服务, Storage-based death," 
This package contains the storage-based death functionality.

Available rpmbuild rebuild options:
  --with(out) : sync_resource_startup_default"
keentune-target,服务," Parameters setting, reading and backup models for KeenTune"," Parameters setting, reading and backup models for KeenTune"
fapolicyd,服务, Application Whitelisting Daemon," Fapolicyd (File Access Policy Daemon) implements application whitelisting
to decide file access rights. Applications that are known via a reputation
source are allowed access while unknown applications are not. The daemon
makes use of the kernel's fanotify interface to determine file access rights."
gedit-plugin-commander,服务, gedit commander plugin, The gedit commander plugin.
xorg-x11-drv-fbdev,服务, Xorg X11 fbdev video driver, X.Org X11 fbdev video driver.
pcp-pmda-trace,服务, Performance Co-Pilot (PCP) metrics for application tracing," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about trace performance data in applications."
libvirt-daemon-driver-qemu,服务, QEMU driver plugin for the libvirtd daemon," The qemu driver plugin for the libvirtd daemon, providing
an implementation of the hypervisor driver APIs using
QEMU"
gnome-getting-started-docs-gl,服务, Galician translations for gnome-getting-started-docs videos, Galician (gl) translations for the Getting Started guide videos.
flatpak-selinux,服务, SELinux policy module for flatpak, This package contains the SELinux policy module for flatpak.
pcp-pmda-ds389,服务, Performance Co-Pilot (PCP) metrics for 389 Directory Servers," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about a 389 Directory Server."
nss-pam-ldapd,服务, An nsswitch module which uses directory servers," The nss-pam-ldapd daemon, nslcd, uses a directory server to look up name
service information (users, groups, etc.) on behalf of a lightweight
nsswitch module."
tuned,服务,A dynamic adaptive system tuning daemon ,"The tuned package contains a daemon that tunes system settings dynamically.
It does so by monitoring the usage of several system components periodically.
Based on that information components will then be put into lower or higher
power saving modes to adapt to the current usage. Currently only ethernet
network and ATA harddisk devices are implemented. "
dde-disk-mount-plugin,服务, plugin of dde-dock, plugin of dde-dock.
gssdp-docs,服务, Documentation files for gssdp, This package contains developer documentation for gssdp.
pki-acme,服务, PKI ACME Package," The PKI ACME responder is a service that provides an automatic certificate
management via ACME v2 protocol defined in RFC 8555."
irqbalance,服务,IRQ balancing daemon ,"irqbalance is a daemon that evenly distributes IRQ load across
multiple CPUs for enhanced performance. "
fence-agents-ilo2,服务, Fence agents for HP iLO2 devices," Fence agents for HP iLO2 devices that are accessed via
the HTTP(s) protocol."
alsa-plugins-samplerate,服务, External rate converter plugin for ALSA," This plugin is an external rate converter using libsamplerate by Erik de
Castro Lopo."
Dragonfly-supernode,服务, Dragonfly Cluster Manager(Supernode)," Dragonfly Cluster Manager(Supernode) is the P2P server, which is mainly
responsible for scheduling P2P task and making CDN cache."
pcp-pmda-lustre,服务, Performance Co-Pilot (PCP) metrics for the Lustre Filesytem," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Lustre Filesystem."
xorg-x11-server-source,服务, Xserver source code required to build VNC server (Xvnc), Xserver source code needed to build VNC server (Xvnc)
haproxy,服务, HAProxy reverse proxy for high availability environments," HAProxy is a TCP/HTTP reverse proxy which is particularly suited for high
availability environments. Indeed, it can:
 - route HTTP requests depending on statically assigned cookies
 - spread load among several servers while assuring server persistence
   through the use of HTTP cookies
 - switch to backup servers in the event a main one fails
 - accept connections to special ports dedicated to service monitoring
 - stop accepting connections without breaking existing ones
 - add, modify, and delete HTTP headers in both directions
 - block requests matching particular patterns
 - report detailed status to authenticated users from a URI
   intercepted from the application"
xorg-x11-server-Xorg,服务, Xorg X server," X.org X11 is an open source implementation of the X Window System.  It
provides the basic low level functionality which full fledged
graphical user interfaces (GUIs) such as GNOME and KDE are designed
upon."
xdg-user-dirs-gtk,服务, Gnome integration of special directories," Contains some integration of xdg-user-dirs with the gnome
desktop, including creating default bookmarks and detecting
locale changes."
pcp-pmda-podman,服务, Performance Co-Pilot (PCP) metrics for podman containers," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting podman container and pod statistics via the podman REST API."
gnome-shell-extension-common,服务, Files common to GNOME Shell Extensions," GNOME Shell Extensions is a collection of extensions providing additional and
optional functionality to GNOME Shell.

This package provides common data files shared by various extensions."
netavark,服务, OCI network stack," OCI network stack

Netavark is a rust based network stack for containers. It is being
designed to work with Podman but is also applicable for other OCI
container management applications.

Netavark is a tool for configuring networking for Linux containers.
Its features include:
* Configuration of container networks via JSON configuration file
* Creation and management of required network interfaces,
    including MACVLAN networks
* All required firewall configuration to perform NAT and port
    forwarding as required for containers
* Support for iptables and firewalld at present, with support
    for nftables planned in a future release
* Support for rootless containers
* Support for IPv4 and IPv6
* Support for container DNS resolution via aardvark-dns."
bind-sdb,服务, BIND server with database backends and DLZ support," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named-sdb)
which has compiled-in SDB (Simplified Database Backend) which includes
support for using alternative Zone Databases stored in an LDAP server
(ldapdb), a postgreSQL database (pgsqldb), an sqlite database (sqlitedb),
or in the filesystem (dirdb), in addition to the standard in-memory RBT
(Red Black Tree) zone database. It also includes support for DLZ
(Dynamic Loadable Zones)"
pcp-pmda-zimbra,服务, Performance Co-Pilot (PCP) metrics for Zimbra," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Zimbra."
pcp-pmda-roomtemp,服务, Performance Co-Pilot (PCP) metrics for the room temperature," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the room temperature."
fence-agents-ilo-mp,服务, Fence agent for HP iLO MP devices, Fence agent for HP iLO MP devices that are accessed via telnet or SSH.
rdma-core,服务, RDMA core userspace libraries and daemons," RDMA core userspace infrastructure and documentation, including kernel
driver-specific modprobe override configs, IPoIB network scripts,
dracut rules, and the rdma-ndd utility."
teamd,服务, Team network device control daemon, The teamd package contains team network device control daemon.
pcp-pmda-activemq,服务, Performance Co-Pilot (PCP) metrics for ActiveMQ," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the ActiveMQ message broker."
qemu-kvm-hw-usbredir,服务, QEMU usbredir support, This package provides usbredir support.
at-spi2-core,服务, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
mutter,服务, Window and compositing manager based on Clutter," Mutter is a window and compositing manager that displays and manages
your desktop via OpenGL. Mutter combines a sophisticated display engine
using the Clutter toolkit with solid window-management logic inherited
from the Metacity window manager.

While Mutter can be used stand-alone, it is primarily intended to be
used as the display core of a larger system such as GNOME Shell. For
this reason, Mutter is very extensible via plugins, which are used both
to add fancy visual effects and to rework the window management
behaviors to meet the needs of the environment."
xorg-x11-drv-intel,服务, Xorg X11 Intel video driver, X.Org X11 Intel video driver.
lvm2-lockd,服务,LVM locking daemon ,"
LVM commands use lvmlockd to coordinate access to shared storage. "
alsa-plugins-upmix,服务, Upmixer channel expander plugin for ALSA," The upmix plugin is an easy-to-use plugin for upmixing to 4 or
6-channel stream.  The number of channels to be expanded is determined
by the slave PCM or explicitly via channel option."
spice-streaming-agent,服务, SPICE streaming agent," An agent, running on a guest, sending video streams of the X display to a
remote client (over SPICE)."
fence-agents-ifmib,服务, Fence agent for devices with IF-MIB interfaces," Fence agent for IF-MIB interfaces that are accessed via
the SNMP protocol."
deepin-default-settings,服务, default settings for deepin destkop environment, default settings for deepin destkop environment.
dde-clipboard,服务, Qt platform theme integration plugins for DDE," Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included."
alsa-plugins-arcamav,服务, Arcam AV amplifier plugin for ALSA," This plugin exposes the controls for an Arcam AV amplifier
(see: http://www.arcam.co.uk/) as an ALSA mixer device."
openbox,服务, A highly configurable and standards-compliant X11 window manager," Openbox is a window manager designed explicity for standards-compliance and
speed. It is fast, lightweight, and heavily configurable (using XML for its
configuration data). It has many features that make it unique among window
managers: window resistance, chainable key bindings, customizable mouse
actions, multi-head/Xinerama support, and dynamically generated ""pipe menus.""

For a full list of the FreeDesktop.org standards with which it is compliant,
please see the COMPLIANCE file in the included documentation of this package.
For a graphical configuration editor, you'll need to install the obconf
package."
rsyslog-mmsnmptrapd,服务, Message modification module for snmptrapd generated messages," This message modification module takes messages generated from snmptrapd and
modifies them so that they look like they originated from the read originator."
p11-kit-server,服务,Server and client commands for p11-kit ,"The p11-kit-server package contains command line tools that enable to
export PKCS#11 modules through a Unix domain socket.  Note that this
feature is still experimental. "
system-lsb-languages,服务, LSB Languages module support," The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system."
xorg-x11-server-Xephyr,服务, A nested server," Xephyr is an X server which has been implemented as an ordinary
X application.  It runs in a window just like other X applications,
but it is an X server itself in which you can run other software.  It
is a very useful tool for developers who wish to test their
applications without running them on their real X server.  Unlike
Xnest, Xephyr renders to an X image rather than relaying the
X protocol, and therefore supports the newer X extensions like
Render and Composite."
cockpit-session-recording,服务, Cockpit Session Recording," Cockpit module providing session recording configuration and playback.
This module allows viewing and playback of journal-stored terminal session
recordings generated by the tlog component."
gvfs-afc,服务, AFC support for gvfs," This package provides support for reading files on mobile devices
including phones and music players to applications using gvfs."
usbmuxd,服务, Daemon for communicating with Apple's iOS devices," usbmuxd is a daemon used for communicating with Apple's iPod Touch, iPhone,
iPad and Apple TV devices. It allows multiple services on the device to be
accessed simultaneously."
tuned-utils-systemtap,服务, Disk and net statistic monitoring systemtap scripts," This package contains several systemtap scripts to allow detailed
manual monitoring of the system. Instead of the typical IO/sec it collects
minimal, maximal and average time between operations to be able to
identify applications that behave power inefficient (many small operations
instead of fewer large ones)."
nginx-mod-stream,服务, Nginx stream modules, Nginx stream modules.
rocketmq,服务, Apache RocketMQ is a distributed messaging and streaming platform," Apache RocketMQ is a distributed messaging and streaming platform with low latency, high performance and reliability, trillion-level capacity and flexible scalability."
deepin-reader,服务," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations."
gnome-shell-extension-auto-move-windows,服务, Assign specific workspaces to applications in GNOME Shell," This GNOME Shell extension enables easy workspace management. A specific
workspace can be assigned to each application as soon as it creates a window, in
a manner configurable with a GSettings key."
httpd-filesystem,服务, The basic directory layout for the Apache HTTP server," The httpd-filesystem package contains the basic directory layout
for the Apache HTTP server including the correct permissions
for the directories."
xsettingsd,服务, Provides settings to X11 clients via the XSETTINGS specification," xsettingsd is a daemon that implements the XSETTINGS specification.

It is intended to be small, fast, and minimally dependent on other libraries.
It can serve as an alternative to gnome-settings-daemon for users who are not
using the GNOME desktop environment but who still run GTK+ applications and
want to configure things such as themes, font anti-aliasing/hinting, and UI
sound effects."
NetworkManager-libreswan,服务, NetworkManager VPN plug-in for IPsec VPN," This package contains software for integrating the libreswan VPN software
with NetworkManager and the GNOME desktop"
greenboot,服务, Generic Health Check Framework for systemd, Generic Health Check Framework for systemd.
osbuild-composer,服务, An image building service based on osbuild," 
A service for building customized OS artifacts, such as VM images and OSTree
commits, that uses osbuild under the hood. Besides building images for local
usage, it can also upload images directly to cloud.

It is compatible with composer-cli and cockpit-composer clients."
gnome-shell-extension-places-menu,服务, Places status menu for GNOME Shell," This GNOME Shell extension add a system status menu for quickly navigating
places in the system."
fence-agents-rsa,服务, Fence agent for IBM RSA II," Fence agent for IBM RSA II devices that are accessed
via telnet or SSH."
