name,label,pred,summary,description
python39-toml,库,库," Python Library for Tom's Obvious, Minimal Language"," TOML aims to be a minimal configuration file format that's easy to read due to
obvious semantics. TOML is designed to map unambiguously to a hash table. TOML
should be easy to parse into data structures in a wide variety of languages.
This package loads toml file into python dictionary and dump dictionary into
toml file."
eclipse-pde,工具,工具, Eclipse Plugin Development Environment," Eclipse Plugin Development Environment.  This package is required for
developing Eclipse plugins."
ima-evm-utils0,库,库,Compatibility package of ima-evm-utils ,This package provides the libimaevm.so.0 relative to ima-evm-utils-1.1 
php-ldap,库,库, A module for PHP applications that use LDAP," The php-ldap adds Lightweight Directory Access Protocol (LDAP)
support to PHP. LDAP is a set of protocols for accessing directory
services over the Internet. PHP is an HTML-embedded scripting
language."
gspell,库,库, Spell-checking library for GTK+," gspell provides a flexible API to implement the spell checking
in a GTK+ application."
gnome-shell-extension-classification-banner,服务,服务, Display classification level banner in GNOME Shell, This GNOME Shell extension adds a banner that displays the classification level.
plexus-cli,库,库, Command Line Interface facilitator for Plexus," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
xdg-user-dirs-gtk,服务,服务, Gnome integration of special directories," Contains some integration of xdg-user-dirs with the gnome
desktop, including creating default bookmarks and detecting
locale changes."
php-json,库,库, JavaScript Object Notation extension for PHP," The php-json package provides an extension that will add
support for JavaScript Object Notation (JSON) to PHP."
texlive-linegoal,工具,工具," A ""dimen"" that returns the space left on the line"," The linegoal package provides a macro \linegoal to be used with
\setlength: \setlength<some dimen>\linegoal will set <some
dimen> to the horizontal length of the remainder of the line.
This is achieved using the \pdfsavepos primitive of pdftex,
through the zref-savepos package. Example: Some text:
\begin{tabularx}\linegoal{|l|X|} \hline one & two \\ three &
four \\\hline \end{tabularx} will position the table after the
initial text, and make the table fill the rest of the line."
python3-avahi,库,库,Python3 Avahi bindings ,Python3 Avahi bindings. 
nss-sysinit,工具,库, System NSS Initialization," Default Operating System module that manages applications loading
NSS globally on the system. This module loads the system defined
PKCS #11 modules for NSS and chains with other NSS modules to load
any system or user configured modules."
hostname,工具,工具,Utility to set/show the host name or domain name ,"This package provides commands which can be used to display the system's
DNS name, and to display or set its hostname or NIS domain name. "
krb5-server-ldap,服务,服务,The LDAP storage plugin for the Kerberos 5 KDC ,"Kerberos is a network authentication system. The krb5-server package
contains the programs that must be installed on a Kerberos 5 key
distribution center (KDC).  If you are installing a Kerberos 5 KDC,
and you wish to use a directory server to store the data for your
realm, you need to install this package. "
p7zip,工具,库, Very high compression ratio file archiver," p7zip is a port of 7za.exe for Unix. 7-Zip is a file archiver with a very high
compression ratio. The original version can be found at http://www.7-zip.org/."
gitk,工具,库, Git repository browser, Git repository browser.
dotnet-runtime-5.0,库,库, NET 5.0 runtime," The .NET runtime contains everything needed to run .NET applications.
It includes a high performance Virtual Machine as well as the framework
libraries used by .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
expat,库,库,An XML parser library ,"This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers. "
libmbim,库,库, Support library for the Mobile Broadband Interface Model protocol," This package contains the libraries that make it easier to use MBIM
functionality from applications that use glib."
containers-common,服务,服务, Configuration files for working with image signatures," This package installs a default signature store configuration and a default
policy under `/etc/containers/`."
iw,工具,工具, A nl80211 based wireless configuration tool," iw is a new nl80211 based CLI configuration utility for wireless devices.
Currently you can only use this utility to configure devices which
use a mac80211 driver as these are the new drivers being written -
only because most new wireless devices being sold are now SoftMAC."
texlive-xetexconfig,工具,工具, Configuration files for XeTeX," unicode-letters, and special crop.cfg and hyperref.cfg for
XeTeX."
google-noto-sans-cjk-ttc-fonts,其它,其它, Sans OTC font files for google-noto-cjk-fonts," 
Noto CJK fonts, supporting Simplified Chinese, Traditional Chinese,
Japanese, and Korean. The supported scripts are Han, Hiragana, Katakana,
Hangul, and Bopomofo. Latin, Greek, Cyrllic, and various symbols are also
supported for compatibility with CJK standards.


The google-noto-sans-cjk-ttc-fonts package contains Sans OTC fonts."
glassfish-jsp,库,库, Glassfish J2EE JSP API implementation," This project provides a container independent implementation of JSP
specification 2.3."
xorg-x11-fonts-ISO8859-2-75dpi,其它,其它, A set of 75dpi Central European language fonts for X, Contains a set of 75dpi fonts for Central European languages.
lftp-scripts,工具,工具, Scripts for lftp, Utility scripts for use with lftp.
apache-commons-io,库,库, Utilities to assist with developing IO functionality," Commons-IO contains utility classes, stream implementations,
file filters, and endian classes. It is a library of utilities
to assist with developing IO functionality."
langpacks-ts,其它,其它, Tsonga langpacks meta-package, This package provides Tsonga langpacks meta-package.
perl-PCP-PMDA,服务,库, Performance Co-Pilot (PCP) Perl bindings and documentation," The PCP::PMDA Perl module contains the language bindings for
building Performance Metric Domain Agents (PMDAs) using Perl.
Each PMDA exports performance data for one specific domain, for
example the operating system kernel, Cisco routers, a database,
an application, etc."
bpg-sans-fonts,其它,其它, Sans family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Sans font family."
perl-Getopt-Std,库,库, Process single-character switches with switch clustering," The Getopt::Std module provides functions for processing single-character
switches with switch clustering. Pass one argument which is a string
containing all switches to be recognized."
NetworkManager-team,服务,服务,Team device plugin for NetworkManager ,This package contains NetworkManager support for team devices. 
exiv2-libs,库,库, Exif and Iptc metadata manipulation library," A C++ library to access image metadata, supporting full read and write access
to the Exif and Iptc metadata, Exif MakerNote support, extract and delete
methods for Exif thumbnails, classes to access Ifd and so on."
texlive-collection-latexrecommended,工具,工具, LaTeX recommended packages," A collection of recommended add-on packages for LaTeX which
have widespread use."
libeasyfc-gobject,库,库, GObject interface for libeasyfc," libeasyfc aims to provide an easy interface to generate
fontconfig configuration on demand.

This package contains an interface for GObject."
apache-commons-compress,库,库, Java API for working with compressed files and archivers," The Apache Commons Compress library defines an API for working with
ar, cpio, Unix dump, tar, zip, gzip, XZ, Pack200 and bzip2 files.
In version 1.14 read-only support for Brotli decompression has been added,
but it has been removed form this package."
ghostscript-tools-fonts,工具,工具, Ghostscript's font utilities," This package provides utilities which are useful when you are working with AFM,
PFB or PFA files, mostly for conversion purposes."
systemd-libs,库,库, systemd libraries, Libraries for systemd and udev.
python3-sphinx_rtd_theme,库,服务, Sphinx theme for readthedocs.org," This is a prototype mobile-friendly sphinx theme for readthedocs.org.
It's currently in development and includes some rtd variable checks that
can be ignored if you're just trying to use it on your project outside
of that site."
openbox,服务,工具, A highly configurable and standards-compliant X11 window manager," Openbox is a window manager designed explicity for standards-compliance and
speed. It is fast, lightweight, and heavily configurable (using XML for its
configuration data). It has many features that make it unique among window
managers: window resistance, chainable key bindings, customizable mouse
actions, multi-head/Xinerama support, and dynamically generated ""pipe menus.""

For a full list of the FreeDesktop.org standards with which it is compliant,
please see the COMPLIANCE file in the included documentation of this package.
For a graphical configuration editor, you'll need to install the obconf
package."
papi,库,库, Performance Application Programming Interface," PAPI provides a programmer interface to monitor the performance of
running programs."
spice-gtk-tools,工具,工具, Spice-gtk tools," Simple clients for interacting with SPICE servers.
spicy is a client to a SPICE desktop server.
spicy-screenshot is a tool to capture screen-shots of a SPICE desktop."
dde-desktop,服务,服务, Deepin desktop environment - desktop module, Deepin desktop environment - desktop module.
libwsman1,服务,库, Open source Implementation of WS-Management, Openwsman library for packages dependent on openwsman.
opensm-libs,库,库, Libraries used by opensm and included utilities, Shared libraries for Infiniband user space access
crash-gcore-command,工具,工具, Gcore extension module for the crash utility," Command for creating a core dump file of a user-space task that was
running in a kernel dumpfile."
libwacom-data,库,库, Tablet Information Client Library Library Data Files, Tablet information client library library data files.
python3-justbases,库,库, A small library for precise conversion between arbitrary bases," A small library for precise conversion between arbitrary bases and native
Python numbers."
gstreamer1-plugins-base,库,库, GStreamer streaming media framework base plugins," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plug-ins.

This package contains a set of well-maintained base plug-ins."
langpacks-ia,其它,其它, Interlingua langpacks meta-package, This package provides Interlingua langpacks meta-package.
libpinyin,库,库, Library to deal with pinyin," The libpinyin project aims to provide the algorithms core
for intelligent sentence-based Chinese pinyin input methods."
texlive-booktabs,工具,工具, Publication quality tables in LaTeX," The package enhances the quality of tables in LaTeX, providing
extra commands as well as behind-the-scenes optimisation.
Guidelines are given as to what constitutes a good table in
this context. From version 1.61, the package offers longtable
compatibility."
annobin,工具,工具, Annotate and examine compiled binary files," Provides a plugin for GCC that records extra information in the files
that it compiles.

Note - the plugin is automatically enabled in gcc builds via flags
provided by the redhat-rpm-macros package."
pcp-export-pcp2influxdb,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to InfluxDB," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to InfluxDB (https://influxdata.com/time-series-platform/influxdb)."
perl-CPAN-Meta-YAML,库,库, Read and write a subset of YAML for CPAN Meta files," This module implements a subset of the YAML specification for use in reading
and writing CPAN metadata files like META.yml and MYMETA.yml. It should not be
used for any other general YAML parsing or generation task."
freeradius,服务,服务, High-performance and highly configurable free RADIUS server," The FreeRADIUS Server Project is a high performance and highly configurable
GPL'd free RADIUS server. The server is similar in some respects to
Livingston's 2.0 server.  While FreeRADIUS started as a variant of the
Cistron RADIUS server, they don't share a lot in common any more. It now has
many more features than Cistron or Livingston, and is much more configurable.

FreeRADIUS is an Internet authentication daemon, which implements the RADIUS
protocol, as defined in RFC 2865 (and others). It allows Network Access
Servers (NAS boxes) to perform authentication for dial-up users. There are
also RADIUS clients available for Web servers, firewalls, Unix logins, and
more.  Using RADIUS allows authentication and authorization for a network to
be centralized, and minimizes the amount of re-configuration which has to be
done when adding or deleting new users."
python3-mako,库,库, Mako template library for Python 3," Mako is a template library written in Python. It provides a familiar, non-XML
syntax which compiles into Python modules for maximum performance. Mako's
syntax and API borrows from the best ideas of many others, including Django
templates, Cheetah, Myghty, and Genshi. Conceptually, Mako is an embedded
Python (i.e. Python Server Page) language, which refines the familiar ideas of
componentized layout and inheritance to produce one of the most straightforward
and flexible models available, while also maintaining close ties to Python
calling and scoping semantics.

This package contains the mako module built for use with python3."
python3-qt5,库,库, Python 3 bindings for Qt5, Python 3 bindings for Qt5.
boost-atomic,库,库, Run-time component of boost atomic library," 
Run-time support for Boost.Atomic, a library that provides atomic data
types and operations on these data types, as well as memory ordering
constraints required for coordinating multiple threads through atomic
variables."
anolis-logos-ipa,库,库, Anolis OS related icons and pictures used by ipa," Licensed only for approved usage, see COPYING for details."
python3-idle,库,库, A basic graphical development environment for Python," IDLE is Python__ Integrated Development and Learning Environment.

IDLE has the following features: Python shell window (interactive
interpreter) with colorizing of code input, output, and error messages;
multi-window text editor with multiple undo, Python colorizing,
smart indent, call tips, auto completion, and other features;
search within any window, replace within editor windows, and
search through multiple files (grep); debugger with persistent
breakpoints, stepping, and viewing of global and local namespaces;
configuration, browsers, and other dialogs."
rubygem-typeprof,工具,工具, TypeProf is a type analysis tool for Ruby code based on abstract interpretation," TypeProf performs a type analysis of non-annotated Ruby code.
It abstractly executes input Ruby code in a level of types instead of values,
gathers what types are passed to and returned by methods, and prints the
analysis result in RBS format, a standard type description format for Ruby
3.0."
fence-agents-ipdu,服务,服务, Fence agent for IBM iPDU network power switches," Fence agent for IBM iPDU network power switches that are accessed
via the SNMP protocol."
x3270,工具,工具,An X Window System based IBM 3278/3279 terminal emulator ,"The x3270 package contains files needed for emulating the IBM 3278/3279
terminals, commonly used with mainframe applications.

You will also need to install a frontend for x3270. Available frontends
are x3270-x11 (for the X Window System) and x3270-text (for text mode). "
gnome-shell,服务,服务, Window management and application launching for GNOME," GNOME Shell provides core user interface functions for the GNOME 3 desktop,
like switching to windows and launching applications. GNOME Shell takes
advantage of the capabilities of modern graphics hardware and introduces
innovative user interface concepts to provide a visually attractive and
easy to use experience."
maven-resolver-transport-file,库,库, Maven Artifact Resolver Transport File, A transport implementation for repositories using file:// URLs.
ffado,库,库, Free firewire audio driver library applications and utilities, Applications and utilities for use with libffado.
libnice-gstreamer1,库,库, GStreamer plugin for libnice, The libnice-gstreamer1 package contains a gstreamer 1.0 plugin for libnice.
perl-IPC-Open3,库,库," Open a process for reading, writing, and error handling"," These are functions that spawn a given command and connects the standard
output of the command for reading, standard output for writing, and standard
error output for handling the errors."
modello,工具,工具, Modello Data Model toolkit," Modello is a Data Model toolkit in use by the Apache Maven Project.

Modello is a framework for code generation from a simple model.
Modello generates code from a simple model format based on a plugin
architecture, various types of code and descriptors can be generated
from the single model, including Java POJOs, XML
marshallers/unmarshallers, XSD and documentation."
perl-Text-Soundex,库,库, Implementation of the soundex algorithm," Soundex is a phonetic algorithm for indexing names by sound, as pronounced in
English. This module implements the original soundex algorithm developed by
Robert Russell and Margaret Odell, as well as a variation called ""American
Soundex""."
bind9.16,服务,服务, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
maven-verifier,工具,工具, Maven verifier, Provides a test harness for Maven integration tests.
kacst-office-fonts,其它,其它, Fonts for arabic from arabeyes project, This package contains office type fonts for the display of Arabic
aspnetcore-targeting-pack-6.0,库,库, Targeting Pack for Microsoft.AspNetCore.App 6.0," This package provides a targeting pack for Microsoft.AspNetCore.App 6.0
that allows developers to compile against and target Microsoft.AspNetCore.App 6.0
applications using the .NET SDK."
tinyxml2,库,库," Simple, small and efficient C++ XML parser"," TinyXML-2 is a simple, small, efficient, C++ XML parser that can be
easily integrated into other programs. It uses a Document Object Model
(DOM), meaning the XML data is parsed into a C++ objects that can be
browsed and manipulated, and then written to disk or another output stream.

TinyXML-2 doesn't parse or use DTDs (Document Type Definitions) nor XSLs
(eXtensible Stylesheet Language).

TinyXML-2 uses a similar API to TinyXML-1, But the implementation of the
parser was completely re-written to make it more appropriate for use in a
game. It uses less memory, is faster, and uses far fewer memory allocations."
glusterfs-libs,库,工具, GlusterFS common libraries," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the base GlusterFS libraries"
gvfs-gphoto2,服务,工具, gphoto2 support for gvfs," This package provides support for reading and writing files on
PTP based cameras (Picture Transfer Protocol) and MTP based
media players (Media Transfer Protocol) to applications using gvfs."
at-spi2-core,服务,服务, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
maven-cal10n-plugin,工具,工具, CAL10N maven plugin," Maven plugin verifying that the codes defined in
an enum type match those in the corresponding resource bundles."
ocaml-hivex,库,库, OCaml bindings for hivex," ocaml-hivex contains OCaml bindings for hivex.

This is for toplevel and scripting access only.  To compile OCaml
programs which use hivex you will also need ocaml-hivex-devel."
imake,工具,工具, imake source code configuration and build system," Imake is a deprecated source code configuration and build system which
has traditionally been supplied by and used to build the X Window System
in X11R6 and previous releases.  As of the X Window System X11R7 release,
the X Window system has switched to using GNU autotools as the primary
build system, and the Imake system is now deprecated, and should not be
used by new software projects.  Software developers are encouraged to
migrate software to the GNU autotools system."
python38-idna,库,库, Internationalized Domain Names in Applications (IDNA)," A library to support the Internationalised Domain Names in Applications (IDNA)
protocol as specified in RFC 5891 <http://tools.ietf.org/html/rfc5891>.  This
version of the protocol is often referred to as ""IDNA2008"" and can produce
different results from the earlier standard from 2003.

The library is also intended to act as a suitable drop-in replacement for the
""encodings.idna"" module that comes with the Python standard library but
currently only supports the older 2003 specification."
google-noto-sans-kayah-li-fonts,其它,其它, Sans Kayah Li font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kayah Li."
hunspell-eu,工具,工具, Basque hunspell dictionaries, Basque hunspell dictionaries.
xmvn-connector-ivy,库,库, XMvn Connector for Apache Ivy," This package provides XMvn Connector for Apache Ivy, which provides
integration of Apache Ivy with XMvn.  It provides an adapter which
allows XMvn resolver to be used as Ivy resolver."
webkit2gtk3,库,库, GTK Web content engine library," WebKitGTK is the port of the portable web rendering engine WebKit to the
GTK platform.

This package contains WebKit2 based WebKitGTK for GTK 3."
efivar-libs,库,库, Library to manage UEFI variables, Library to allow for the simple manipulation of UEFI variables.
authselect-compat,工具,库, Tool to provide minimum backwards compatibility with authconfig," This package will replace /usr/sbin/authconfig with a tool that will
translate some of the authconfig calls into authselect calls. It provides
only minimum backward compatibility and users are encouraged to migrate
to authselect completely."
libsemanage,库,库, SELinux binary policy manipulation library," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

libsemanage provides an API for the manipulation of SELinux binary policies.
It is used by checkpolicy (the policy compiler) and similar tools, as well
as by programs like load_policy that need to perform specific transformations
on binary policies such as customizing policy boolean settings."
boost-coroutine,库,库, Run-time component of boost coroutine library," Run-time support for Boost.Coroutine, a library that provides
generalized subroutines which allow multiple entry points for
suspending and resuming execution."
perl-Package-Stash,库,库, Routines for manipulating stashes," Manipulating stashes (Perl's symbol tables) is occasionally necessary, but
incredibly messy, and easy to get wrong. This module hides all of that behind
a simple API."
vim-minimal,工具,工具,A minimal version of the VIM editor ,"VIM (VIsual editor iMproved) is an updated and improved version of the
vi editor.  Vi was the first real screen-based editor for UNIX, and is
still very popular.  VIM improves on vi by adding new features:
multiple windows, multi-level undo, block highlighting and more. The
vim-minimal package includes a minimal version of VIM, which is
installed into /bin/vi for use when only the root partition is
present. NOTE: The online help is only available when the vim-common
package is installed. "
libmodulemd,库,库, Module metadata manipulation library," C Library for manipulating module metadata files.
See https://github.com/fedora-modularity/libmodulemd/blob/master/README.md for
more details."
python3-pyparted,库,库, Python 3 module for GNU parted," Python module for the parted library.  It is used for manipulating
partition tables. This package provides Python 3 bindings for parted."
gcc-toolset-11,工具,工具, Package that installs gcc-toolset-11, This is the main package for gcc-toolset-11 Software Collection.
libvirt-daemon-driver-storage-scsi,服务,服务, Storage driver plugin for local scsi devices," The storage driver backend adding implementation of the storage APIs for scsi
host devices."
java-17-openjdk-src-fastdebug,库,库, OpenJDK 17 Source Bundle for packages with debugging on and optimisation," The java-17-openjdk-src-fastdebug sub-package contains the complete OpenJDK 17
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation."
opencl-headers,库,库, OpenCL (Open Computing Language) header files, OpenCL (Open Computing Language) header files.
smc-tools,工具,工具,Shared Memory Communication Tools ,"The Shared Memory Communication Tools (smc-tools) package enables usage of SMC
sockets in Linux. "
hunspell-mos,工具,工具, Mossi hunspell dictionaries, Mossi hunspell dictionaries.
sisu-mojos,库,库, Sisu plugin for Apache Maven," The Sisu Plugin for Maven provides mojos to generate
META-INF/sisu/javax.inject.Named index files for the Sisu container."
libss,库,库, Command line interface parsing library," This is libss, a command line interface parsing library, part of e2fsprogs.

This package includes a tool that parses a command table to generate
a simple command-line interface parser, the include files needed to
compile and use it.

It was originally inspired by the Multics SubSystem library."
nftables,工具,工具, Netfilter Tables userspace utillites, Netfilter Tables userspace utilities.
vapoursynth-tools,工具,工具, Extra tools for VapourSynth, This package contains the vspipe tool for interfacing with VapourSynth.
subscription-manager-migration-data,工具,工具, RHN Classic to RHSM migration data," This package provides certificates for migrating a system from
RHN Classic to RHSM."
qt5-qtquickcontrols2-examples,库,库, Examples for qt5-qtquickcontrols2, Examples for qt5-qtquickcontrols2.
hunspell-es-PY,工具,工具, Paraguayan Spanish hunspell dictionary, Paraguayan Spanish hunspell dictionary
bcel-javadoc,库,库, API documentation for bcel, This package provides API documentation for bcel.
mingw64-pixman,库,库, MinGW Windows Pixman library, MinGW Windows Pixman library.
fftw-static,库,库, Static versions of the FFTW libraries," The fftw-static package contains the statically linkable version of
the FFTW fast Fourier transform library."
xmlsec1-gnutls,库,库, GNUTls crypto plugin for XML Security Library," GNUTls plugin for XML Security Library provides GNUTls based crypto services
for the xmlsec library."
python3-lxml,库,库, XML processing library combining libxml2/libxslt with the ElementTree API," lxml is a Pythonic, mature binding for the libxml2 and libxslt libraries. It
provides safe and convenient access to these libraries using the ElementTree It
extends the ElementTree API significantly to offer support for XPath, RelaxNG,
XML Schema, XSLT, C14N and much more.To contact the project, go to the project
home page < or see our bug tracker at case you want to use the current ...

Python 3 version."
xrestop,工具,工具, X Resource Monitor," A utility to monitor application usage of X resources in the X Server, and
display them in a manner similar to 'top'.  This is a very useful utility
for tracking down application X resource usage leaks."
perl-Unix-Syslog,库,库, Perl interface to the UNIX syslog(3) calls," This module provides an interface to the system logger syslogd(8) via
Perl's XSUBs. The implementation attempts to resemble the native
libc-functions of your system, so that anyone being familiar with
syslog.h should be able to use this module right away."
isns-utils,工具,服务,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. "
geronimo-jpa-javadoc,库,库, API documentation for geronimo-jpa, API documentation for geronimo-jpa.
git-svn,工具,工具, Git tools for interacting with Subversion repositories, Git tools for interacting with Subversion repositories.
systemtap-runtime-java,工具,库, Systemtap Java Runtime Support," This package includes support files needed to run systemtap scripts
that probe Java processes running on the OpenJDK runtimes using Byteman."
less,工具,工具,"A text file browser similar to more, but better ","The less utility is a text file browser that resembles more, but has
more capabilities.  Less allows you to move backwards in the file as
well as forwards.  Since less doesn't have to read the entire input file
before it starts, less starts up more quickly than text editors (for
example, vi).

You should install less because it is a basic utility for viewing text
files, and you'll use it frequently. "
python39-libs,库,库, Python runtime libraries," This package contains runtime libraries for use by Python:
- the majority of the Python standard library
- a dynamically linked library for use by applications that embed Python as
  a scripting language, and by the main ""python3.9"" executable"
libdwarf,库,库, Library to access the DWARF Debugging file format," Library to access the DWARF debugging file format which supports
source level debugging of a number of procedural languages, such as C, C++,
and Fortran.  Please see http://www.dwarfstd.org for DWARF specification."
gnutls,库,库, A TLS protocol implementation," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures."
libcdio-paranoia,库,库, CD paranoia on top of libcdio," This CDDA reader distribution ('libcdio-cdparanoia') reads audio from the
CDROM directly as data, with no analog step between, and writes the
data to a file or pipe as .wav, .aifc or as raw 16 bit linear PCM.

Split off from libcdio to allow more flexible licensing and to be compatible
with cdparanoia-III-10.2's license. And also, libcdio is just too large."
gnome-calculator,工具,服务, A desktop calculator," gnome-calculator is a powerful graphical calculator with financial,
logical and scientific modes. It uses a multiple precision package
to do its arithmetic to give a high degree of accuracy."
lohit-bengali-fonts,其它,其它, Free Bengali script font, This package provides a free Bengali TrueType/OpenType font.
jboss-logging,库,工具, The JBoss Logging Framework, This package contains the JBoss Logging Framework.
cloud-init,服务,工具, Cloud instance init scripts," Cloud-init is a set of init scripts for cloud instances.  Cloud instances
need special scripts to run during initialization to retrieve and install
ssh keys and to let the user run various scripts."
apache-commons-logging,库,库, Apache Commons Logging," The commons-logging package provides a simple, component oriented
interface (org.apache.commons.logging.Log) together with wrappers for
logging systems. The user can choose at runtime which system they want
to use. In addition, a small number of basic implementations are
provided to allow users to use the package standalone.
commons-logging was heavily influenced by Avalon's Logkit and Log4J. The
commons-logging abstraction is meant to minimize the differences between
the two, and to allow a developer to not tie himself to a particular
logging implementation."
cracklib,库,库, A password-checking library," CrackLib tests passwords to determine whether they match certain
security-oriented characteristics, with the purpose of stopping users
from choosing passwords that are easy to guess. CrackLib performs
several tests on passwords: it tries to generate words from a username
and gecos entry and checks those words against the password; it checks
for simplistic patterns in passwords; and it checks for the password
in a dictionary.

CrackLib is actually a library containing a particular C function
which is used to check the password, as well as other C
functions. CrackLib is not a replacement for a passwd program; it must
be used in conjunction with an existing passwd program.

Install the cracklib package if you need a program to check users'
passwords to see if they are at least minimally secure. If you install
CrackLib, you will also want to install the cracklib-dicts package."
dracut-network,工具,工具, dracut modules to build a dracut initramfs with network support," This package requires everything which is needed to build a generic
all purpose initramfs with network support with dracut."
fence-agents-vmware-soap,服务,服务, Fence agent for VMWare with SOAP API v4.1+, Fence agent for VMWare with SOAP API v4.1+.
gcc-toolset-10-gcc-gfortran,工具,工具, Fortran support for GCC 10," The gcc-toolset-10-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection."
perl-Term-Cap,库,库, Perl termcap interface," These are low-level functions to extract and use capabilities from a terminal
capability (termcap) database."
iputils-ninfod,工具,服务,Node Information Query Daemon ,"Node Information Query (RFC4620) daemon. Responds to IPv6 Node Information
Queries. "
kf5-kemoticons,工具,工具, KDE Frameworks 5 Tier 3 module with support for emoticons and emoticons themes," KDE Frameworks 5 Tier 3 module that provides emoticons themes as well as
helper classes to automatically convert text emoticons to graphical emoticons."
java-11-alibaba-dragonwell-src-fastdebug,库,库, Alibaba Dragonwell11 Runtime Environment src fastdebug, Alibaba Dragonwell11 Runtime Environment src fastdebug
opencryptoki-libs,库,库, The run-time libraries for opencryptoki package," Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package contains the PKCS#11 library implementation, and requires
at least one token implementation (packaged separately) to be fully
functional."
tagsoup,库,库, A SAX-compliant HTML parser written in Java," TagSoup is a SAX-compliant parser written in Java that, instead of
parsing well-formed or valid XML, parses HTML as it is found in the wild: nasty
and brutish, though quite often far from short. TagSoup is designed for people
who have to process this stuff using some semblance of a rational application
design. By providing a SAX interface, it allows standard XML tools to be
applied to even the worst HTML."
gcc-toolset-9-libstdc++-docs,库,库, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library."
iso-codes,工具,库, ISO code lists and translations," This package provides the ISO 639 Language code list, the ISO 4217
Currency code list, the ISO 3166 Territory code list, and ISO 3166-2
sub-territory lists, and all their translations in gettext format."
scap-security-guide,工具,工具, Security guidance and baselines in SCAP formats," The scap-security-guide project provides a guide for configuration of the
system from the final system's security point of view. The guidance is specified
in the Security Content Automation Protocol (SCAP) format and constitutes
a catalog of practical hardening advice, linked to government requirements
where applicable. The project bridges the gap between generalized policy
requirements and specific implementation guidelines. The system
administrator can use the oscap CLI tool from openscap-scanner package, or the
scap-workbench GUI tool from scap-workbench package to verify that the system
conforms to provided guideline. Refer to scap-security-guide(8) manual page for
further information."
