src_name,zero_description,zero_summary,description,summary,primary_rpm_name,primary_description,primary_summary,rpm_name,分层分类
perl-DBI-1.641-4.module+an8.6.0+10719+e2ec7b72.src.rpm,,,"DBI is a database access Application Programming Interface (API) for
the Perl Language. The DBI API Specification defines a set of
functions, variables and conventions that provide a consistent
database interface independent of the actual database being used.
","A database access API for perl
",perl-DBI,"DBI is a database access Application Programming Interface (API) for
the Perl Language. The DBI API Specification defines a set of
functions, variables and conventions that provide a consistent
database interface independent of the actual database being used.",A database access API for perl,"perl-DBI
",系统库/编程语言
perl-DBI-1.641-4.module+an8.6.0+10743+d5e7ed75.src.rpm,,,"DBI is a database access Application Programming Interface (API) for
the Perl Language. The DBI API Specification defines a set of
functions, variables and conventions that provide a consistent
database interface independent of the actual database being used.
","A database access API for perl
",perl-DBI,"DBI is a database access Application Programming Interface (API) for
the Perl Language. The DBI API Specification defines a set of
functions, variables and conventions that provide a consistent
database interface independent of the actual database being used.",A database access API for perl,"perl-DBI
",系统库/编程语言
perl-Devel-CallChecker-0.008-3.el8.src.rpm,,,"This module makes some new features of the Perl 5.14.0 C API available to
XS modules running on older versions of Perl. The features are centered
around the function cv_set_call_checker, which allows XS code to attach a
magical annotation to a Perl subroutine, resulting in resolvable calls to
that subroutine being mutated at compile time by arbitrary C code. This
module makes cv_set_call_checker and several supporting functions
available. (It is possible to achieve the effect of cv_set_call_checker
from XS code on much earlier Perl versions, but it is painful to achieve
without the centralized facility.)
","Custom op checking attached to subroutines
",perl-Devel-CallChecker,"This module makes some new features of the Perl 5.14.0 C API available to
XS modules running on older versions of Perl. The features are centered
around the function cv_set_call_checker, which allows XS code to attach a
magical annotation to a Perl subroutine, resulting in resolvable calls to
that subroutine being mutated at compile time by arbitrary C code. This
module makes cv_set_call_checker and several supporting functions
available. (It is possible to achieve the effect of cv_set_call_checker
from XS code on much earlier Perl versions, but it is painful to achieve
without the centralized facility.)",Custom op checking attached to subroutines,"perl-Devel-CallChecker
",系统库/编程语言
perl-Devel-Caller-2.06-15.el8.src.rpm,,,"Devel::Caller - Meatier versions of caller.
","Meatier versions of caller
",perl-Devel-Caller,Devel::Caller - Meatier versions of caller.,Meatier versions of caller,"perl-Devel-Caller
",系统库/编程语言
perl-Devel-CheckLib-1.11-5.el8.src.rpm,,,"Devel::CheckLib is a perl module that checks whether a particular C library
and its headers are available.
","Check that a library is available
",perl-Devel-CheckLib,"Devel::CheckLib is a perl module that checks whether a particular C library
and its headers are available.",Check that a library is available,"perl-Devel-CheckLib
",系统库/编程语言
perl-Devel-GlobalDestruction-0.14-5.el8.src.rpm,,,"Perl's global destruction is a little tricky to deal with with respect to
finalizers because it's not ordered and objects can sometimes disappear.

Writing defensive destructors is hard and annoying, and usually if global
destruction is happening you only need the destructors that free up non
process local resources to actually execute.

For these constructors you can avoid the mess by simply bailing out if
global destruction is in effect.
","Expose PL_dirty, the flag that marks global destruction
",perl-Devel-GlobalDestruction,"Perl's global destruction is a little tricky to deal with with respect to
finalizers because it's not ordered and objects can sometimes disappear.

Writing defensive destructors is hard and annoying, and usually if global
destruction is happening you only need the destructors that free up non
process local resources to actually execute.

For these constructors you can avoid the mess by simply bailing out if
global destruction is in effect.","Expose PL_dirty, the flag that marks global destruction","perl-Devel-GlobalDestruction
",系统库/编程语言
perl-Devel-LexAlias-0.05-16.el8.src.rpm,,,"Devel::LexAlias provides the ability to alias a lexical variable in a
subroutines scope to one of your choosing.
","Alias lexical variables
",perl-Devel-LexAlias,"Devel::LexAlias provides the ability to alias a lexical variable in a
subroutines scope to one of your choosing.",Alias lexical variables,"perl-Devel-LexAlias
",系统库/编程语言
perl-Devel-PPPort-3.36-5.0.1.an8.src.rpm,,,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.
","Perl Pollution Portability header generator
",perl-Devel-PPPort,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.",Perl Pollution Portability header generator,"perl-Devel-PPPort
",系统库/编程语言
perl-Devel-PPPort-3.36-5.el8.src.rpm,,,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.
","Perl Pollution Portability header generator
",perl-Devel-PPPort,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.",Perl Pollution Portability header generator,"perl-Devel-PPPort
",系统库/编程语言
perl-Devel-PPPort-3.36-6.module+el8.2.0+10082+5bf140b0.src.rpm,,,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.
","Perl Pollution Portability header generator
",perl-Devel-PPPort,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.",Perl Pollution Portability header generator,"perl-Devel-PPPort
",系统库/编程语言
perl-Devel-PPPort-3.56-1.module+an8.4.0+10268+32dbd748.src.rpm,,,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.
","Perl Pollution Portability header generator
",perl-Devel-PPPort,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.",Perl Pollution Portability header generator,"perl-Devel-PPPort
",系统库/编程语言
perl-Devel-PPPort-3.62-1.module+an8.6.0+10679+d77706e4.src.rpm,,,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.
","Perl Pollution Portability header generator
",perl-Devel-PPPort,"Perl's API has changed over time, gaining new features, new functions,
increasing its flexibility, and reducing the impact on the C name space
environment (reduced pollution). The header file written by this module,
typically ppport.h, attempts to bring some of the newer Perl API features
to older versions of Perl, so that you can worry less about keeping track
of old releases, but users can still reap the benefit.",Perl Pollution Portability header generator,"perl-Devel-PPPort
",系统库/编程语言
perl-Devel-Size-0.81-2.0.1.an8.src.rpm,,,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.
","Perl extension for finding the memory usage of Perl variables
",perl-Devel-Size,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.",Perl extension for finding the memory usage of Perl variables,"perl-Devel-Size
",系统库/编程语言
perl-Devel-Size-0.81-2.el8.src.rpm,,,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.
","Perl extension for finding the memory usage of Perl variables
",perl-Devel-Size,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.",Perl extension for finding the memory usage of Perl variables,"perl-Devel-Size
",系统库/编程语言
perl-Devel-Size-0.81-3.module+el8.2.0+10082+5bf140b0.src.rpm,,,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.
","Perl extension for finding the memory usage of Perl variables
",perl-Devel-Size,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.",Perl extension for finding the memory usage of Perl variables,"perl-Devel-Size
",系统库/编程语言
perl-Devel-Size-0.83-3.module+an8.4.0+10268+32dbd748.src.rpm,,,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.
","Perl extension for finding the memory usage of Perl variables
",perl-Devel-Size,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.",Perl extension for finding the memory usage of Perl variables,"perl-Devel-Size
",系统库/编程语言
perl-Devel-Size-0.83-3.module+an8.6.0+10679+d77706e4.src.rpm,,,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.
","Perl extension for finding the memory usage of Perl variables
",perl-Devel-Size,"This module figures out the real sizes of Perl variables in bytes. Call
functions with a reference to the variable you want the size of. If the
variable is a plain scalar it returns the size of the scalar. If the
variable is a hash or an array, use a reference when calling.",Perl extension for finding the memory usage of Perl variables,"perl-Devel-Size
",系统库/编程语言
perl-Devel-StackTrace-2.03-2.el8.src.rpm,,,"The Devel::StackTrace module contains two classes, Devel::StackTrace
and Devel::StackTraceFrame.  The goal of this object is to encapsulate
the information that can found through using the caller() function, as
well as providing a simple interface to this data.

The Devel::StackTrace object contains a set of Devel::StackTraceFrame
objects, one for each level of the stack.  The frames contain all the
data available from caller() as of Perl 5.6.0.
","Perl module implementing stack trace and stack trace frame objects
",perl-Devel-StackTrace,"The Devel::StackTrace module contains two classes, Devel::StackTrace
and Devel::StackTraceFrame.  The goal of this object is to encapsulate
the information that can found through using the caller() function, as
well as providing a simple interface to this data.

The Devel::StackTrace object contains a set of Devel::StackTraceFrame
objects, one for each level of the stack.  The frames contain all the
data available from caller() as of Perl 5.6.0.",Perl module implementing stack trace and stack trace frame objects,"perl-Devel-StackTrace
",系统库/编程语言
perl-Devel-Symdump-2.18-5.el8.src.rpm,,,"The perl module Devel::Symdump provides a convenient way to inspect
perl's symbol table and the class hierarchy within a running program.
","A Perl module for inspecting Perl's symbol table
",perl-Devel-Symdump,"The perl module Devel::Symdump provides a convenient way to inspect
perl's symbol table and the class hierarchy within a running program.",A Perl module for inspecting Perl's symbol table,"perl-Devel-Symdump
",系统库/编程语言
perl-Digest-1.17-395.0.1.an8.src.rpm,,,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.
","Modules that calculate message digests
",perl-Digest,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.",Modules that calculate message digests,"perl-Digest
",系统库/编程语言
perl-Digest-1.17-395.el8.src.rpm,,,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.
","Modules that calculate message digests
",perl-Digest,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.",Modules that calculate message digests,"perl-Digest
",系统库/编程语言
perl-Digest-1.17-396.module+an8.4.0+10268+32dbd748.src.rpm,,,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.
","Modules that calculate message digests
",perl-Digest,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.",Modules that calculate message digests,"perl-Digest
",系统库/编程语言
perl-Digest-1.17-396.module+el8.2.0+10082+5bf140b0.src.rpm,,,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.
","Modules that calculate message digests
",perl-Digest,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually)
some small/fixed size string. The actual size of the digest depend of
the algorithm used. The message is simply a sequence of arbitrary
bytes or bits.",Modules that calculate message digests,"perl-Digest
",系统库/编程语言
perl-Digest-1.20-1.module+an8.6.0+10679+d77706e4.src.rpm,,,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually) some
small/fixed size string. The actual size of the digest depends of the
algorithm used. The message is simply a sequence of arbitrary bytes or bits.
","Modules that calculate message digests
",perl-Digest,"The Digest:: modules calculate digests, also called ""fingerprints"" or
""hashes"", of some data, called a message. The digest is (usually) some
small/fixed size string. The actual size of the digest depends of the
algorithm used. The message is simply a sequence of arbitrary bytes or bits.",Modules that calculate message digests,"perl-Digest
",系统库/编程语言
perl-Digest-CRC-0.22.2-5.el8.src.rpm,,,"The Digest::CRC module calculates CRC sums of all sorts. It contains wrapper
functions with the correct parameters for CRC-CCITT, CRC-16 and CRC-32.
","Generic CRC functions
",perl-Digest-CRC,"The Digest::CRC module calculates CRC sums of all sorts. It contains wrapper
functions with the correct parameters for CRC-CCITT, CRC-16 and CRC-32.",Generic CRC functions,"perl-Digest-CRC
",系统库/编程语言
perl-Digest-HMAC-1.03-17.module+an8.6.0+10747+067cd32b.src.rpm,,,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.
","Keyed-Hashing for Message Authentication
",perl-Digest-HMAC,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.",Keyed-Hashing for Message Authentication,"perl-Digest-HMAC
",系统库/编程语言
perl-Digest-HMAC-1.03-17.module+an8.6.0+10747+88317010.src.rpm,,,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.
","Keyed-Hashing for Message Authentication
",perl-Digest-HMAC,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.",Keyed-Hashing for Message Authentication,"perl-Digest-HMAC
",系统库/编程语言
perl-Digest-HMAC-1.03-17.module+an8.6.0+10747+c34b8daa.src.rpm,,,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.
","Keyed-Hashing for Message Authentication
",perl-Digest-HMAC,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.",Keyed-Hashing for Message Authentication,"perl-Digest-HMAC
",系统库/编程语言
perl-Digest-HMAC-1.03-17.module+an8.6.0+10747+f3d33c18.src.rpm,,,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.
","Keyed-Hashing for Message Authentication
",perl-Digest-HMAC,"HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument.",Keyed-Hashing for Message Authentication,"perl-Digest-HMAC
",系统库/编程语言
perl-Digest-MD5-2.55-396.0.1.an8.src.rpm,,,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.
","Perl interface to the MD5 algorithm
",perl-Digest-MD5,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.",Perl interface to the MD5 algorithm,"perl-Digest-MD5
",系统库/编程语言
perl-Digest-MD5-2.55-396.el8.src.rpm,,,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.
","Perl interface to the MD5 algorithm
",perl-Digest-MD5,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.",Perl interface to the MD5 algorithm,"perl-Digest-MD5
",系统库/编程语言
perl-Digest-MD5-2.55-397.module+an8.4.0+10268+32dbd748.src.rpm,,,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.
","Perl interface to the MD5 algorithm
",perl-Digest-MD5,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.",Perl interface to the MD5 algorithm,"perl-Digest-MD5
",系统库/编程语言
perl-Digest-MD5-2.55-397.module+el8.2.0+10082+5bf140b0.src.rpm,,,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.
","Perl interface to the MD5 algorithm
",perl-Digest-MD5,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.",Perl interface to the MD5 algorithm,"perl-Digest-MD5
",系统库/编程语言
perl-Digest-MD5-2.58-1.module+an8.6.0+10679+d77706e4.src.rpm,,,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.
","Perl interface to the MD5 algorithm
",perl-Digest-MD5,"The Digest::MD5 module allows you to use the RSA Data Security Inc. MD5
Message Digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 128-bit
""fingerprint"" or ""message digest"" of the input.",Perl interface to the MD5 algorithm,"perl-Digest-MD5
",系统库/编程语言
perl-Digest-SHA1-2.13-23.el8.src.rpm,,,"The Digest::SHA1 module allows you to use the NIST SHA-1 message
digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 160-bit
""fingerprint"" or ""message digest"" of the input.

The Digest::SHA1 module provide a procedural interface for simple use,
as well as an object oriented interface that can handle messages of
arbitrary length and which can read files directly.

A binary digest will be 20 bytes long. A hex digest will be 40
characters long. A base64 digest will be 27 characters long.
","Digest-SHA1 Perl module
",perl-Digest-SHA1,"The Digest::SHA1 module allows you to use the NIST SHA-1 message
digest algorithm from within Perl programs. The algorithm takes as
input a message of arbitrary length and produces as output a 160-bit
""fingerprint"" or ""message digest"" of the input.

The Digest::SHA1 module provide a procedural interface for simple use,
as well as an object oriented interface that can handle messages of
arbitrary length and which can read files directly.

A binary digest will be 20 bytes long. A hex digest will be 40
characters long. A base64 digest will be 27 characters long.",Digest-SHA1 Perl module,"perl-Digest-SHA1
",系统库/编程语言
perl-Digest-SHA-6.02-1.an8.src.rpm,,,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.
","Perl extension for SHA-1/224/256/384/512
",perl-Digest-SHA,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.",Perl extension for SHA-1/224/256/384/512,"perl-Digest-SHA
",系统库/编程语言
perl-Digest-SHA-6.02-1.el8.src.rpm,,,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.
","Perl extension for SHA-1/224/256/384/512
",perl-Digest-SHA,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.",Perl extension for SHA-1/224/256/384/512,"perl-Digest-SHA
",系统库/编程语言
perl-Digest-SHA-6.02-2.module+an8.4.0+10268+32dbd748.src.rpm,,,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.
","Perl extension for SHA-1/224/256/384/512
",perl-Digest-SHA,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.",Perl extension for SHA-1/224/256/384/512,"perl-Digest-SHA
",系统库/编程语言
perl-Digest-SHA-6.02-2.module+an8.6.0+10679+d77706e4.src.rpm,,,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.
","Perl extension for SHA-1/224/256/384/512
",perl-Digest-SHA,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.",Perl extension for SHA-1/224/256/384/512,"perl-Digest-SHA
",系统库/编程语言
perl-Digest-SHA-6.02-2.module+el8.2.0+10082+5bf140b0.src.rpm,,,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.
","Perl extension for SHA-1/224/256/384/512
",perl-Digest-SHA,"Digest::SHA is a complete implementation of the NIST Secure Hash Standard. It
gives Perl programmers a convenient way to calculate SHA-1, SHA-224, SHA-256,
SHA-384, SHA-512, SHA-512/224, and SHA-512/256 message digests. The module can
handle all types of input, including partial-byte data.",Perl extension for SHA-1/224/256/384/512,"perl-Digest-SHA
",系统库/编程语言
perl-Dist-CheckConflicts-0.11-11.el8.src.rpm,,,"One shortcoming of the CPAN clients that currently exist is that they have no
way of specifying conflicting downstream dependencies of modules. This module
attempts to work around this issue by allowing you to specify conflicting
versions of modules separately, and deal with them after the module is done
installing.

For instance, say you have a module Foo, and some other module Bar uses Foo. If
Foo were to change its API in a non-backwards-compatible way, this would cause
Bar to break until it is updated to use the new API. Foo can't just depend on
the fixed version of Bar, because this will cause a circular dependency
(because Bar is already depending on Foo), and this doesn't express intent
properly anyway - Foo doesn't use Bar at all. The ideal solution would be for
there to be a way to specify conflicting versions of modules in a way that would
let CPAN clients update conflicting modules automatically after an existing
module is upgraded, but until that happens, this module will allow users to do
this manually.
","Declare version conflicts for your dist
",perl-Dist-CheckConflicts,"One shortcoming of the CPAN clients that currently exist is that they have no
way of specifying conflicting downstream dependencies of modules. This module
attempts to work around this issue by allowing you to specify conflicting
versions of modules separately, and deal with them after the module is done
installing.

For instance, say you have a module Foo, and some other module Bar uses Foo. If
Foo were to change its API in a non-backwards-compatible way, this would cause
Bar to break until it is updated to use the new API. Foo can't just depend on
the fixed version of Bar, because this will cause a circular dependency
(because Bar is already depending on Foo), and this doesn't express intent
properly anyway - Foo doesn't use Bar at all. The ideal solution would be for
there to be a way to specify conflicting versions of modules in a way that would
let CPAN clients update conflicting modules automatically after an existing
module is upgraded, but until that happens, this module will allow users to do
this manually.",Declare version conflicts for your dist,"perl-Dist-CheckConflicts
",系统库/编程语言
perl-DynaLoader-Functions-0.003-2.el8.src.rpm,,,"This module provides a function-based interface to dynamic loading as used
by Perl. Some details of dynamic loading are very platform-dependent, so
correct use of these functions requires the programmer to be mindful of the
space of platform variations.
","Deconstructed dynamic C library loading
",perl-DynaLoader-Functions,"This module provides a function-based interface to dynamic loading as used
by Perl. Some details of dynamic loading are very platform-dependent, so
correct use of these functions requires the programmer to be mindful of the
space of platform variations.",Deconstructed dynamic C library loading,"perl-DynaLoader-Functions
",系统库/编程语言
perl-Encode-2.88-7.module+el8.2.0+10082+5bf140b0.src.rpm,,,"With the encoding pragma, you can write your Perl script in any encoding you
like (so long as the Encode module supports it) and still enjoy Unicode
support.

However, this encoding module is deprecated under perl 5.18. It uses
a mechanism provided by perl that is deprecated under 5.18 and higher, and may
be removed in a future version.

The easiest and the best alternative is to write your script in UTF-8.
The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.
","Write your Perl script in non-ASCII or non-UTF-8
Character encodings in Perl
",perl-Encode,"The Encode module provides the interface between Perl strings and the rest
of the system. Perl strings are sequences of characters.",Character encodings in Perl,"perl-encoding
perl-Encode
",系统库/编程语言
