rpm_name,zero_description,zero_summary,description,summary,src_name,分层分类
libzip-1.5.1-2.module+el8.2.0+10031+51845d37,,,"libzip is a C library for reading, creating, and modifying zip archives. Files
can be added from data buffers, files, or compressed data copied directly from
other zip archives. Changes made without closing the archive can be reverted.
The API is documented by man pages.","C library for reading, creating, and modifying zip archives",libzip-1.5.1-2.module+el8.2.0+10031+51845d37.src.rpm,应用库
libzip-tools-1.5.1-2.module+el8.2.0+10031+51845d37,,,"The libzip-tools package provides command line tools split off libzip:
- zipcmp
- zipmerge
- ziptool",Command line tools from libzip,libzip-1.5.1-2.module+el8.2.0+10031+51845d37.src.rpm,应用工具
libzip-1.5.2-1.module+el8.2.0+10034+886251c0,,,"libzip is a C library for reading, creating, and modifying zip archives. Files
can be added from data buffers, files, or compressed data copied directly from
other zip archives. Changes made without closing the archive can be reverted.
The API is documented by man pages.","C library for reading, creating, and modifying zip archives",libzip-1.5.2-1.module+el8.2.0+10034+886251c0.src.rpm,应用库
libzip-tools-1.5.2-1.module+el8.2.0+10034+886251c0,,,"The libzip-tools package provides command line tools split off libzip:
- zipcmp
- zipmerge
- ziptool",Command line tools from libzip,libzip-1.5.2-1.module+el8.2.0+10034+886251c0.src.rpm,应用工具
libzip-1.6.1-1.module+an8.4.0+10220+df3cebc0,,,"libzip is a C library for reading, creating, and modifying zip archives. Files
can be added from data buffers, files, or compressed data copied directly from
other zip archives. Changes made without closing the archive can be reverted.
The API is documented by man pages.","C library for reading, creating, and modifying zip archives",libzip-1.6.1-1.module+an8.4.0+10220+df3cebc0.src.rpm,应用库
libzip-tools-1.6.1-1.module+an8.4.0+10220+df3cebc0,,,"The libzip-tools package provides command line tools split off libzip:
- zipcmp
- zipmerge
- ziptool",Command line tools from libzip,libzip-1.6.1-1.module+an8.4.0+10220+df3cebc0.src.rpm,应用工具
libzip-1.7.3-1.module+an8.6.0+10691+b9b742c3,,,"libzip is a C library for reading, creating, and modifying zip archives. Files
can be added from data buffers, files, or compressed data copied directly from
other zip archives. Changes made without closing the archive can be reverted.
The API is documented by man pages.","C library for reading, creating, and modifying zip archives",libzip-1.7.3-1.module+an8.6.0+10691+b9b742c3.src.rpm,应用库
libzip-tools-1.7.3-1.module+an8.6.0+10691+b9b742c3,,,"The libzip-tools package provides command line tools split off libzip:
- zipcmp
- zipmerge
- ziptool",Command line tools from libzip,libzip-1.7.3-1.module+an8.6.0+10691+b9b742c3.src.rpm,应用工具
libzmf-0.0.2-3.el8,,,"libzmf is library providing ability to interpret and import Zoner
document formats into various applications. Currently it only supports
Zoner Callisto/Draw v 4-5.",A library for import of Zoner document formats,libzmf-0.0.2-3.el8.src.rpm,应用库
lightdm-1.30.0-6.0.1.an8,,,"Lightdm is a display manager that:
* Is cross-desktop - supports different desktops
* Supports different display technologies
* Is lightweight - low memory usage and fast performance",A cross-desktop Display Manager,lightdm-1.30.0-6.0.1.an8.src.rpm,应用库/桌面
lightdm-gobject-1.30.0-6.0.1.an8,,,"This package contains a GObject based library for LightDM clients to use to
interface with LightDM.",LightDM GObject client library,lightdm-1.30.0-6.0.1.an8.src.rpm,应用库/桌面
lightdm-qt5-1.30.0-6.0.1.an8,,,"This package contains a Qt5-based library for LightDM clients to use to interface
with LightDM.",LightDM Qt5 client library,lightdm-1.30.0-6.0.1.an8.src.rpm,应用库/桌面
lightdm-gtk-2.0.7-1.an8,,,A LightDM greeter that uses the GTK3 toolkit.,LightDM GTK Greeter,lightdm-gtk-2.0.7-1.an8.src.rpm,应用库/桌面
lightdm-gtk-greeter-settings-1.2.2-11.an8,,,"Just a small dialog to make it easier for users to modify the settings
of lightdm-gtk-greeter.",Settings editor for LightDM GTK+ Greeter,lightdm-gtk-greeter-settings-1.2.2-11.an8.src.rpm,应用库/桌面
linuxconsoletools-1.6.0-4.el8,,,"This package contains utilities for testing and configuring joysticks,
connecting legacy devices to the kernel's input subsystem (providing support
for serial mice, touchscreens etc.), and test the input event layer.",Tools for connecting joysticks & legacy devices to the kernel's input subsystem,linuxconsoletools-1.6.0-4.el8.src.rpm,应用工具
linuxdoc-tools-0.9.72-5.el8,,,"Linuxdoc-tools is a text formatting suite based on SGML (Standard
Generalized Markup Language), using the LinuxDoc document type.
Linuxdoc-tools allows you to produce LaTeX, HTML, GNU info, LyX, RTF,
plain text (via groff), and other format outputs from a single SGML
source.  Linuxdoc-tools is intended for writing technical software
documentation.",A text formatting package based on SGML,linuxdoc-tools-0.9.72-5.el8.src.rpm,核心工具
iwl1000-firmware-39.31.5.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl1000 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel庐 PRO/Wireless 1000 B/G/N network adaptors,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl100-firmware-39.31.5.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl100 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 100 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl105-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl105 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel(R) Centrino Wireless-N 105 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl135-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl135 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel(R) Centrino Wireless-N 135 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl2000-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl2000 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel(R) Centrino Wireless-N 2000 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl2030-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl2030 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully.",Firmware for Intel(R) Centrino Wireless-N 2030 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl3160-firmware-25.30.13.0-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 3160 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl3945-firmware-15.32.2.9-107.an8.1,"This package contains the firmware required by the iwl3945 driver
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel庐 PRO/Wireless 3945 A/B/G network adaptors,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl4965-firmware-228.61.2.24-107.an8.1,"This package contains the firmware required by the iwl4965 driver
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel庐 PRO/Wireless 4965 A/G/N network adaptors,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl5000-firmware-8.83.5.1_1-107.an8.1,"This package contains the firmware required by the iwl5000 driver
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel庐 PRO/Wireless 5000 A/G/N network adaptors,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl5150-firmware-8.24.2.2-107.an8.1,"This package contains the firmware required by the iwl5150 driver
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel庐 PRO/Wireless 5150 A/G/N network adaptors,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl6000-firmware-9.221.4.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 6000 AGN Adapter,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl6000g2a-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 6005 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl6000g2b-firmware-18.168.6.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 6030 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl6050-firmware-41.28.5.1-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 6050 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
iwl7260-firmware-25.30.13.0-107.an8.1,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully.",Firmware for Intel(R) Wireless WiFi Link 726x/8000/9000 Series Adapters,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
libertas-sd8686-firmware-20220210-107.git6342082c.an8,Firmware for Marvell Libertas SD 8686 Network Adapter,Firmware for Marvell Libertas SD 8686 Network Adapter,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
libertas-sd8787-firmware-20220210-107.git6342082c.an8,Firmware for Marvell Libertas SD 8787 Network Adapter,Firmware for Marvell Libertas SD 8787 Network Adapter,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
libertas-usb8388-firmware-20220210-107.git6342082c.an8,Firmware for Marvell Libertas USB 8388 Network Adapter,Firmware for Marvell Libertas USB 8388 Network Adapter,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
libertas-usb8388-olpc-firmware-20220210-107.git6342082c.an8,"Firmware for Marvell Libertas USB 8388 Network Adapter with OLPC mesh network
support.",OLPC firmware for Marvell Libertas USB 8388 Network Adapter,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
linux-firmware-20220210-107.git6342082c.an8,"This package includes firmware files required for some devices to
operate.",Firmware files used by the Linux kernel,,,linux-firmware-20220210-107.git6342082c.an8.src.rpm,内核服务
linuxptp-3.1.1-2.an8,,,"This software is an implementation of the Precision Time Protocol (PTP)
according to IEEE standard 1588 for Linux. The dual design goals are to provide
a robust implementation of the standard and to use the most relevant and modern
Application Programming Interfaces (API) offered by the Linux kernel.
Supporting legacy APIs and other platforms is not a goal.",PTP implementation for Linux,linuxptp-3.1.1-2.an8.src.rpm,系统库
lklug-fonts-0.6-17.20090803cvs.el8,,,"The lklug-fonts package contains fonts for the display of
Sinhala. The original font for TeX/LaTeX is developed by Yannis
Haralambous and are in GPL. OTF tables are added by Anuradha
Ratnaweera and Harshani Devadithya.",Fonts for Sinhala language,lklug-fonts-0.6-17.20090803cvs.el8.src.rpm,字体
lksctp-tools-1.0.18-3.el8,"This is the lksctp-tools package for Linux Kernel SCTP (Stream Control
Transmission Protocol) Reference Implementation.

This package is intended to supplement the Linux Kernel SCTP Reference
Implementation now available in the Linux kernel source tree in
versions 2.5.36 and following.  For more information on LKSCTP see the
package documentation README file, section titled ""LKSCTP - Linux
Kernel SCTP.""

This package contains the base run-time library and command-line tools.",User-space access to Linux Kernel SCTP,,,lksctp-tools-1.0.18-3.el8.src.rpm,系统库
lld-13.0.1-2.module+an8.6.0+10682+1b9a71c1,,,The LLVM project linker.,The LLVM Linker,lld-13.0.1-2.module+an8.6.0+10682+1b9a71c1.src.rpm,核心工具
lld-libs-13.0.1-2.module+an8.6.0+10682+1b9a71c1,,,Shared libraries for LLD.,LLD shared libraries,lld-13.0.1-2.module+an8.6.0+10682+1b9a71c1.src.rpm,核心工具
lldb-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,"LLDB is a next generation, high-performance debugger. It is built as a set
of reusable components which highly leverage existing libraries in the
larger LLVM Project, such as the Clang expression parser and LLVM
disassembler.",Next generation high-performance debugger,lldb-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
python3-lldb-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,The package contains the LLDB Python module.,Python module for LLDB,lldb-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
lldpad-1.0.1-16.git036e314.an8,"This package contains the Linux user space daemon and configuration tool for
Intel LLDP Agent with Enhanced Ethernet support for the Data Center.",Intel LLDP Agent,,,lldpad-1.0.1-16.git036e314.an8.src.rpm,应用服务
lldpd-1.0.1-2.el8,,,"LLDP is an industry standard protocol designed to supplant proprietary
Link-Layer protocols such as EDP or CDP. The goal of LLDP is to provide
an inter-vendor compatible mechanism to deliver Link-Layer notifications
to adjacent network devices.",ISC-licensed implementation of LLDP,lldpd-1.0.1-2.el8.src.rpm,应用服务
llvm-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174,,,"LLVM is a compiler infrastructure designed for compile-time, link-time,
runtime, and idle-time optimization of programs from arbitrary programming
languages. The compiler infrastructure includes mirror sets of programming
tools as well as libraries with equivalent functionality.",The Low Level Virtual Machine,llvm-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174.src.rpm,系统工具
llvm-googletest-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174,,,LLVM's modified googletest sources.,LLVM's modified googletest sources,llvm-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174.src.rpm,系统工具
llvm-libs-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174,,,Shared libraries for the LLVM compiler infrastructure.,LLVM shared libraries,llvm-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174.src.rpm,系统工具
llvm-static-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174,,,Static libraries for the LLVM compiler infrastructure.,LLVM static libraries,llvm-13.0.1-1.0.1.module+an8.6.0+10809+dbfa0174.src.rpm,系统工具
llvm-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,"LLVM is a compiler infrastructure designed for compile-time, link-time,
runtime, and idle-time optimization of programs from arbitrary programming
languages. The compiler infrastructure includes mirror sets of programming
tools as well as libraries with equivalent functionality.",The Low Level Virtual Machine,llvm-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
llvm-googletest-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,LLVM's modified googletest sources.,LLVM's modified googletest sources,llvm-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
llvm-libs-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,Shared libraries for the LLVM compiler infrastructure.,LLVM shared libraries,llvm-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
llvm-static-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,Static libraries for the LLVM compiler infrastructure.,LLVM static libraries,llvm-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
llvm-toolset-13.0.1-1.module+an8.6.0+10682+1b9a71c1,,,This is the main package for llvm-toolset.,Package that installs llvm-toolset,llvm-toolset-13.0.1-1.module+an8.6.0+10682+1b9a71c1.src.rpm,系统工具
lm_sensors-3.4.0-23.20180522git70f7e08.an8,"The lm_sensors package includes a collection of modules for general SMBus
access and hardware monitoring.",Hardware monitoring tools,,,lm_sensors-3.4.0-23.20180522git70f7e08.an8.src.rpm,应用工具
lm_sensors-libs-3.4.0-23.20180522git70f7e08.an8,,,Core libraries for lm_sensors applications,Lm_sensors core libraries,lm_sensors-3.4.0-23.20180522git70f7e08.an8.src.rpm,应用工具
lm_sensors-sensord-3.4.0-23.20180522git70f7e08.an8,,,"Daemon that periodically logs sensor readings to syslog or a round-robin
database, and warns of sensor alarms.",Daemon that periodically logs sensor readings,lm_sensors-3.4.0-23.20180522git70f7e08.an8.src.rpm,应用工具
lmdb-libs-0.9.24-1.an8,,,"The lmdb-libs package contains shared libraries necessary for running
applications that use lmdb.",Shared libraries for lmdb,lmdb-0.9.24-1.an8.src.rpm,应用库
lockdev-1.0.4-0.28.20111007git.el8,,,"Lockdev provides a reliable way to put an exclusive lock to devices
using both FSSTND and SVr4 methods.",A library for locking devices,lockdev-1.0.4-0.28.20111007git.el8.src.rpm,系统库
log4j12-1.2.17-22.module+el8.2.0+10048+55533a4a,,,"Log4j is a tool to help the programmer output log statements to a
variety of output targets.",Java logging package,log4j12-1.2.17-22.module+el8.2.0+10048+55533a4a.src.rpm,应用库
log4j12-javadoc-1.2.17-22.module+el8.2.0+10048+55533a4a,,,This package contains javadoc for log4j12.,Javadoc for log4j12,log4j12-1.2.17-22.module+el8.2.0+10048+55533a4a.src.rpm,应用库
log4j-2.17.1-4.module+an8.6.0+10752+911e62fc,,,"Log4j is a tool to help the programmer output log statements to a
variety of output targets.",Java logging package,log4j-2.17.1-4.module+an8.6.0+10752+911e62fc.src.rpm,应用库
log4j-jcl-2.17.1-4.module+an8.6.0+10752+911e62fc,,,Apache Log4j Commons Logging Bridge.,Apache Log4j Commons Logging Bridge,log4j-2.17.1-4.module+an8.6.0+10752+911e62fc.src.rpm,应用库
log4j-slf4j-2.17.1-4.module+an8.6.0+10752+911e62fc,,,Binding between LOG4J 2 API and SLF4J.,Binding between LOG4J 2 API and SLF4J,log4j-2.17.1-4.module+an8.6.0+10752+911e62fc.src.rpm,应用库
logrotate-3.14.0-4.an8,,,"The logrotate utility is designed to simplify the administration of
log files on a system which generates a lot of log files.  Logrotate
allows for the automatic rotation compression, removal and mailing of
log files.  Logrotate can be set to handle a log file daily, weekly,
monthly or when the log file gets to a certain size.  Normally,
logrotate runs as a daily cron job.

Install the logrotate package if you need a utility to deal with the
log files on your system.","Rotates, compresses, removes and mails system log files",logrotate-3.14.0-4.an8.src.rpm,系统服务
logwatch-7.4.3-11.an8,"Logwatch is a customizable, pluggable log-monitoring system.  It will go
through your logs for a given period of time and make a report in the areas
that you wish with the detail that you wish.  Easy to use - works right out
of the package on many systems.",A log file analysis program,,,logwatch-7.4.3-11.an8.src.rpm,应用工具
lohit-assamese-fonts-2.91.5-3.el8,,,This package provides a free Assamese TrueType/OpenType font.,Free Assamese font,lohit-assamese-fonts-2.91.5-3.el8.src.rpm,字体
lohit-bengali-fonts-2.91.5-3.el8,,,This package provides a free Bengali TrueType/OpenType font.,Free Bengali script font,lohit-bengali-fonts-2.91.5-3.el8.src.rpm,字体
lohit-devanagari-fonts-2.95.4-3.el8,,,This package provides a free Devanagari Script TrueType/OpenType font.,Free Devanagari Script Font,lohit-devanagari-fonts-2.95.4-3.el8.src.rpm,字体
lohit-gujarati-fonts-2.92.4-3.el8,,,This package provides a free Gujarati truetype/opentype font.,Free Gujarati font,lohit-gujarati-fonts-2.92.4-3.el8.src.rpm,字体
lohit-gurmukhi-fonts-2.91.2-3.el8,,,This package provides a free Gurmukhi script truetype font for Punjabi language.,Free Gurmukhi truetype font for Punjabi language,lohit-gurmukhi-fonts-2.91.2-3.el8.src.rpm,字体
lohit-kannada-fonts-2.5.4-3.el8,,,This package provides a free Kannada truetype/opentype font.,Free Kannada font,lohit-kannada-fonts-2.5.4-3.el8.src.rpm,字体
lohit-malayalam-fonts-2.92.2-3.0.1.an8,,,This package provides a free Malayalam truetype/opentype font.,Free Malayalam font,lohit-malayalam-fonts-2.92.2-3.0.1.an8.src.rpm,字体
lohit-malayalam-fonts-2.92.2-3.el8,,,This package provides a free Malayalam truetype/opentype font.,Free Malayalam font,lohit-malayalam-fonts-2.92.2-3.el8.src.rpm,字体
lohit-marathi-fonts-2.94.2-5.0.1.an8,,,This package provides a free Marathi truetype/opentype font.,Free truetype font for Marathi language,lohit-marathi-fonts-2.94.2-5.0.1.an8.src.rpm,字体
lohit-marathi-fonts-2.94.2-5.el8,,,This package provides a free Marathi truetype/opentype font.,Free truetype font for Marathi language,lohit-marathi-fonts-2.94.2-5.el8.src.rpm,字体
lohit-nepali-fonts-2.94.2-3.0.1.an8,,,This package provides a free TrueType font for Nepali language.,Free TrueType fonts for Nepali language,lohit-nepali-fonts-2.94.2-3.0.1.an8.src.rpm,字体
lohit-nepali-fonts-2.94.2-3.el8,,,This package provides a free TrueType font for Nepali language.,Free TrueType fonts for Nepali language,lohit-nepali-fonts-2.94.2-3.el8.src.rpm,字体
lohit-odia-fonts-2.91.2-3.0.1.an8,,,This package provides a free truetype font for Odia language.,Free truetype font for Odia language,lohit-odia-fonts-2.91.2-3.0.1.an8.src.rpm,字体
lohit-odia-fonts-2.91.2-3.el8,,,This package provides a free truetype font for Odia language.,Free truetype font for Odia language,lohit-odia-fonts-2.91.2-3.el8.src.rpm,字体
lohit-tamil-fonts-2.91.3-3.0.1.an8,,,This package provides a free Tamil truetype/opentype font.,Free truetype font for Tamil language,lohit-tamil-fonts-2.91.3-3.0.1.an8.src.rpm,字体
lohit-tamil-fonts-2.91.3-3.el8,,,This package provides a free Tamil truetype/opentype font.,Free truetype font for Tamil language,lohit-tamil-fonts-2.91.3-3.el8.src.rpm,字体
lohit-telugu-fonts-2.5.5-3.0.1.an8,,,This package provides a free Telugu truetype/opentype font.,Free Telugu font,lohit-telugu-fonts-2.5.5-3.0.1.an8.src.rpm,字体
lohit-telugu-fonts-2.5.5-3.el8,,,This package provides a free Telugu truetype/opentype font.,Free Telugu font,lohit-telugu-fonts-2.5.5-3.el8.src.rpm,字体
composer-cli-28.14.68-1.0.1.an8,,,"A command line tool for use with the lorax-composer API server. Examine recipes,
build images, etc. from the command line.",A command line tool for use with the lorax-composer API server,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-28.14.68-1.0.1.an8,,,"Lorax is a tool for creating the anaconda install images.

It also includes livemedia-creator which is used to create bootable livemedia,
including live isos and disk images. It can use libvirtd for the install, or
Anaconda's image install feature.",Tool for creating the anaconda install images,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-composer-28.14.68-1.0.1.an8,,,lorax-composer provides a REST API for building images using lorax.,Lorax Image Composer API Server,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-lmc-novirt-28.14.68-1.0.1.an8,,,"Additional dependencies required by livemedia-creator when using it with --no-virt
to run Anaconda.",livemedia-creator no-virt dependencies,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-lmc-virt-28.14.68-1.0.1.an8,,,Additional dependencies required by livemedia-creator when using it with qemu-kvm.,livemedia-creator libvirt dependencies,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-templates-generic-28.14.68-1.0.1.an8,,,"Lorax templates for creating the boot.iso and live isos are placed in
/usr/share/lorax/templates.d/99-generic",Generic build templates for lorax and livemedia-creator,lorax-28.14.68-1.0.1.an8.src.rpm,系统工具
lorax-templates-anolis-8.3-4.8.an8,,,"Anolis OS specific Lorax templates for creating the boot.iso and live isos are
placed in /usr/share/lorax/templates.d/80-anolis",Anolis OS build templates for lorax and livemedia-creator,lorax-templates-anolis-8.3-4.8.an8.src.rpm,系统工具
lorax-templates-rhel-8.6-3.an8,,,"RHEL-specific Lorax templates for creating the boot.iso and live isos are
placed in /usr/share/lorax/templates.d/80-rhel",RHEL8 build templates for lorax and livemedia-creator,lorax-templates-rhel-8.6-3.an8.src.rpm,系统工具
lpsolve-5.5.2.0-21.0.1.an8,,,"Mixed Integer Linear Programming (MILP) solver lpsolve solves pure linear,
(mixed) integer/binary, semi-continuous and special ordered sets (SOS) models.",A Mixed Integer Linear Programming (MILP) solver,lpsolve-5.5.2.0-21.0.1.an8.src.rpm,应用工具
lpsolve-5.5.2.0-21.an8,,,"Mixed Integer Linear Programming (MILP) solver lpsolve solves pure linear,
(mixed) integer/binary, semi-continuous and special ordered sets (SOS) models.",A Mixed Integer Linear Programming (MILP) solver,lpsolve-5.5.2.0-21.an8.src.rpm,应用工具
lrzsz-0.12.20-43.el8,,,"Lrzsz (consisting of lrz and lsz) is a cosmetically modified
zmodem/ymodem/xmodem package built from the public-domain version of
the rzsz package. Lrzsz was created to provide a working GNU
copylefted Zmodem solution for Linux systems.",The lrz and lsz modem communications programs,lrzsz-0.12.20-43.el8.src.rpm,应用工具
lshw-B.02.19.2-6.0.1.an8,"lshw is a small tool to provide detailed informaton on the hardware
configuration of the machine. It can report exact memory
configuration, firmware version, mainboard configuration, CPU version
and speed, cache configuration, bus speed, etc. on DMI-capable x86
systems and on some PowerPC machines (PowerMac G4 is known to work).

Information can be output in plain text, XML or HTML.",Hardware lister,,,lshw-B.02.19.2-6.0.1.an8.src.rpm,应用工具
lshw-gui-B.02.19.2-6.0.1.an8,,,"Graphical frontend for the hardware lister (lshw) tool. If desired,
hardware information can be saved to file in plain, XML or HTML
format.",Graphical hardware lister,lshw-B.02.19.2-6.0.1.an8.src.rpm,应用工具
lshw-B.02.19.2-6.an8,"lshw is a small tool to provide detailed informaton on the hardware
configuration of the machine. It can report exact memory
configuration, firmware version, mainboard configuration, CPU version
and speed, cache configuration, bus speed, etc. on DMI-capable x86
systems and on some PowerPC machines (PowerMac G4 is known to work).

Information can be output in plain text, XML or HTML.",Hardware lister,,,lshw-B.02.19.2-6.an8.src.rpm,应用工具
lshw-gui-B.02.19.2-6.an8,,,"Graphical frontend for the hardware lister (lshw) tool. If desired,
hardware information can be saved to file in plain, XML or HTML
format.",Graphical hardware lister,lshw-B.02.19.2-6.an8.src.rpm,应用工具
lsof-4.93.2-1.0.1.an8,"Lsof stands for LiSt Open Files, and it does just that: it lists information
about files that are open by the processes running on a UNIX system.",A utility which lists open files on a Linux/UNIX system,,,lsof-4.93.2-1.0.1.an8.src.rpm,系统工具
lsof-4.93.2-1.an8,"Lsof stands for LiSt Open Files, and it does just that: it lists information
about files that are open by the processes running on a UNIX system.",A utility which lists open files on a Linux/UNIX system,,,lsof-4.93.2-1.an8.src.rpm,系统工具
lsscsi-0.32-3.0.1.an8,"Uses information provided by the sysfs pseudo file system in Linux kernel
2.6 series to list SCSI devices or all SCSI hosts. Includes a ""classic""
option to mimic the output of ""cat /proc/scsi/scsi"" that has been widely
used prior to the lk 2.6 series.

Author:
--------
    Doug Gilbert <dgilbert(at)interlog(dot)com>",List SCSI devices (or hosts) and associated information,,,lsscsi-0.32-3.0.1.an8.src.rpm,系统工具
lsscsi-0.32-3.an8,"Uses information provided by the sysfs pseudo file system in Linux kernel
2.6 series to list SCSI devices or all SCSI hosts. Includes a ""classic""
option to mimic the output of ""cat /proc/scsi/scsi"" that has been widely
used prior to the lk 2.6 series.

Author:
--------
    Doug Gilbert <dgilbert(at)interlog(dot)com>",List SCSI devices (or hosts) and associated information,,,lsscsi-0.32-3.an8.src.rpm,系统工具
ltrace-0.7.91-28.el8,,,"Ltrace is a debugging program which runs a specified command until the
command exits.  While the command is executing, ltrace intercepts and
records both the dynamic library calls called by the executed process
and the signals received by the executed process.  Ltrace can also
intercept and print system calls executed by the process.

You should install ltrace if you need a sysadmin tool for tracking the
execution of processes.",Tracks runtime library calls from dynamically linked executables,ltrace-0.7.91-28.el8.src.rpm,应用工具
