name,label,predict,summary,description,人工初判
munge,服务,工具, Enables uid & gid authentication across a host cluster," MUNGE (MUNGE Uid 'N' Gid Emporium) is an authentication service for creating
and validating credentials. It is designed to be highly scalable for use
in an HPC cluster environment.
It allows a process to authenticate the UID and GID of another local or
remote process within a group of hosts having common users and groups.
These hosts form a security realm that is defined by a shared cryptographic
key. Clients within this security realm can create and validate credentials
without the use of root privileges, reserved ports, or platform-specific
methods.",服务
gnome-photos,服务,工具," Access, organize and share your photos on GNOME"," A simple application to access, organize and share your photos on
GNOME. It is meant to be a simple and elegant replacement for using a
file manager to deal with photos. Seamless cloud integration is offered
through GNOME Online Accounts.",工具
firewall-config,服务,库, Firewall configuration application," The firewall configuration application provides an configuration interface for
firewalld.",服务
dde-qt5integration,服务,库, Qt platform theme integration plugins for DDE, Multiple Qt plugins to provide better Qt5 integration for DDE is included.,服务
samba-libs,服务,库, Samba libraries," The samba-libs package contains the libraries needed by programs that link
against the SMB, RPC and other protocols provided by the Samba suite.",库
alsa-plugins-maemo,服务,库, Maemo plugin for ALSA," This plugin converts the ALSA API over PCM task nodes protocol. In this way,
ALSA native applications can run over DSP Gateway and use DSP PCM task nodes.",服务
libvirt-lock-sanlock,服务,库, Sanlock lock manager plugin for QEMU driver," Includes the Sanlock lock manager plugin for the QEMU
driver",服务
qemu-kvm-core,服务,库, qemu-kvm core components," qemu-kvm is an open source virtualizer that provides hardware
emulation for the KVM hypervisor. qemu-kvm acts as a virtual
machine monitor together with the KVM kernel modules, and emulates the
hardware for a full system such as a PC and its associated peripherals.",服务
dde-clipboard,服务,库, Qt platform theme integration plugins for DDE," Qt platform theme integration plugins for DDE
 Multiple Qt plugins to provide better Qt5 integration for DDE is included.",服务
mod_session,服务,库, Session interface for the Apache HTTP Server," The mod_session module and associated backends provide an abstract
interface for storing and accessing per-user session data.",服务
alsa-plugins-samplerate,服务,库, External rate converter plugin for ALSA," This plugin is an external rate converter using libsamplerate by Erik de
Castro Lopo.",服务
dde-session-shell,服务,库, deepin-session-shell - Deepin desktop-environment - session-shell module, deepin-session-shell - Deepin desktop-environment - session-shell module.,服务
lldpd,服务,库, ISC-licensed implementation of LLDP," LLDP is an industry standard protocol designed to supplant proprietary
Link-Layer protocols such as EDP or CDP. The goal of LLDP is to provide
an inter-vendor compatible mechanism to deliver Link-Layer notifications
to adjacent network devices.",服务
grafana-pcp,服务,工具, Performance Co-Pilot Grafana Plugin," This Grafana plugin for Performance Co-Pilot includes datasources for
scalable time series from pmseries(1) and Redis, live PCP metrics and
bpftrace scripts from pmdabpftrace(1), as well as several dashboards.",服务
rdma-core,服务,库, RDMA core userspace libraries and daemons," RDMA core userspace infrastructure and documentation, including kernel
driver-specific modprobe override configs, IPoIB network scripts,
dracut rules, and the rdma-ndd utility.",unknown
net-tools,工具,库, Basic networking tools," The net-tools package contains basic networking tools,
including ifconfig, netstat, route, and others.
Most of them are obsolete. For replacement check iproute package.",工具
maven-filtering,工具,库, Shared component providing resource filtering," These Plexus components have been built from the filtering process/code in
Maven Resources Plugin. The goal is to provide a shared component for all
plugins that needs to filter resources.",工具
ca-certificates,工具,库, The Mozilla CA root certificate bundle," This package contains the set of CA certificates chosen by the
Mozilla Foundation for use with the Internet PKI.",工具
texlive-tex-ini-files,工具,库, Model TeX format creation files," This bundle provides a collection of model .ini files for
creating TeX formats. These files are commonly used to
introduced distribution-dependent variations in formats. They
are also used to allow existing format source files to be used
with newer engines, for example to adapt the plain e-TeX source
file to work with XeTeX and LuaTeX.",工具
tracker-miners,工具,库, Tracker miners and metadata extractors," Tracker is a powerful desktop-neutral first class object database,
tag/metadata database and search tool.

This package contains various miners and metadata extractors for tracker.",工具
alsa-utils-alsabat,工具,库, Advanced Linux Sound Architecture (ALSA) - Basic Audio Tester," This package contains tool for basic audio testing using Advanced Linux Sound
Architecture (ALSA) framework and Fast Fourier Transform library.",工具
ima-evm-utils,工具,库, IMA/EVM support utilities," The Trusted Computing Group(TCG) run-time Integrity Measurement Architecture
(IMA) maintains a list of hash values of executables and other sensitive
system files, as they are read or executed. These are stored in the file
systems extended attributes. The Extended Verification Module (EVM) prevents
unauthorized changes to these extended attributes on the file system.
ima-evm-utils is used to prepare the file system for these extended attributes.",工具
javacc,工具,库, A parser/scanner generator for java," Java Compiler Compiler (JavaCC) is the most popular parser generator for use
with Java applications. A parser generator is a tool that reads a grammar
specification and converts it to a Java program that can recognize matches to
the grammar. In addition to the parser generator itself, JavaCC provides other
standard capabilities related to parser generation such as tree building (via
a tool called JJTree included with JavaCC), actions, debugging, etc.",工具
texlive-knuth-lib,工具,库, A small library of MetaFont sources," A collection of miscellaneous MetaFont source, including the
means to generate the logo font that is used for MetaFont and
MetaPost.",库
maven-wagon-http-shared,工具,库, http-shared module for maven-wagon, http-shared module for maven-wagon.,工具
texlive-updmap-map,工具,其它, Font maps, Font maps.,unknown
kde-settings-plasma,工具,库, Configuration files for plasma, Configuration files for plasma.,工具
texlive-paralist,工具,库, Enumerate and itemize within paragraphs," Provides enumerate and itemize environments that can be used
within paragraphs to format the items either as running text or
as separate paragraphs with a preceding number or symbol. Also
provides compacted versions of enumerate and itemize.",工具
clevis,工具,库, Automated decryption framework," Clevis is a framework for automated decryption. It allows you to encrypt
data using sophisticated unlocking policies which enable decryption to
occur automatically.

The clevis package provides basic encryption/decryption policy support.
Users can use this directly; but most commonly, it will be used as a
building block for other packages. For example, see the clevis-luks
and clevis-dracut packages for automatic root volume unlocking of LUKS
volumes during early boot.",工具
lemon,工具,库, A parser generator," Lemon is an LALR(1) parser generator for C or C++. It does the same
job as bison and yacc. But lemon is not another bison or yacc
clone. It uses a different grammar syntax which is designed to reduce
the number of coding errors. Lemon also uses a more sophisticated
parsing engine that is faster than yacc and bison and which is both
reentrant and thread-safe. Furthermore, Lemon implements features
that can be used to eliminate resource leaks, making is suitable for
use in long-running programs such as graphical user interfaces or
embedded controllers.",工具
gnome-keyring-pam,工具,库, Pam module for unlocking keyrings," The gnome-keyring-pam package contains a pam module that can
automatically unlock the ""login"" keyring when the user logs in.",工具
gstreamer-tools,工具,库, common tools and files for GStreamer streaming media framework," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plugins.

This package contains wrapper scripts for the command-line tools that work
with different major/minor versions of GStreamer.",工具
texlive-texlive-en,工具,库, TeX Live manual (English), texlive-en package,工具
xorg-sgml-doctools,工具,库, X.Org SGML documentation generation tools," This package is required in order to generate the X.Org X11 documentation from
source.",工具
maven-wagon-http-lightweight,工具,库, http-lightweight module for maven-wagon, http-lightweight module for maven-wagon.,工具
resource-agents-aliyun,工具,服务, Alibaba Cloud (Aliyun) resource agents," Alibaba Cloud (Aliyun) resource agents allows Alibaba Cloud
(Aliyun) instances to be managed in a cluster environment.",工具
pkgconf-m4,工具,库, m4 macros for pkgconf," This package includes m4 macros used to support PKG_CHECK_MODULES
when using pkgconf with autotools.",工具
rrdtool-lua,工具,库, Lua RRDtool bindings, The rrdtool-lua package includes RRDtool bindings for Lua.,工具
xorg-x11-apps,工具,库, X.Org X11 applications, A collection of common X Window System applications.,工具
glusterfs-client-xlators,工具,库, GlusterFS client-side translators," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the translators needed on any GlusterFS client.",工具
p7zip,工具,库, Very high compression ratio file archiver," p7zip is a port of 7za.exe for Unix. 7-Zip is a file archiver with a very high
compression ratio. The original version can be found at http://www.7-zip.org/.",工具
maven-doxia,工具,库, Content generation framework," Doxia is a content generation framework which aims to provide its
users with powerful techniques for generating static and dynamic
content. Doxia can be used to generate static sites in addition to
being incorporated into dynamic content generation systems like blogs,
wikis and content management systems.",工具
mingw-binutils-generic,工具,库, Utilities which are needed for both the Win32 and Win64 toolchains," Utilities (like strip and objdump) which are needed for
both the Win32 and Win64 toolchains",工具
libreport-plugin-kerneloops,工具,服务, libreport's kerneloops reporter plugin," This package contains plugin which sends kernel crash information to specified
server, usually to kerneloops.org.",工具
lvm2,工具,库, Userland logical volume management tools," LVM2 includes all of the support for handling read/write operations on
physical volumes (hard disks, RAID-Systems, magneto optical, etc.,
multiple devices (MD), see mdadm(8) or even loop devices, see
losetup(8)), creating volume groups (kind of virtual disks) from one
or more physical volumes and creating one or more logical volumes
(kind of logical partitions) in volume groups.",工具
lsscsi,工具,库,List SCSI devices (or hosts) and associated information ,"Uses information provided by the sysfs pseudo file system in Linux kernel
2.6 series to list SCSI devices or all SCSI hosts. Includes a ""classic""
option to mimic the output of ""cat /proc/scsi/scsi"" that has been widely
used prior to the lk 2.6 series.

Author:
--------
    Doug Gilbert <dgilbert(at)interlog(dot)com> ",工具
bind-utils,工具,服务, Utilities for querying DNS name servers," Bind-utils contains a collection of utilities for querying DNS (Domain
Name System) name servers to find out information about Internet
hosts. These tools will provide you with the IP addresses for given
host names, as well as other information about registered domains and
network addresses.

You should install bind-utils if you need to get information from DNS name
servers.",工具
autoconf-archive,工具,库, The Autoconf Macro Archive," The GNU Autoconf Archive is a collection of more than 450 macros for
GNU Autoconf that have been contributed as free software by friendly
supporters of the cause from all over the Internet.",工具
lua,工具,库, Powerful light-weight programming language," Lua is a powerful light-weight programming language designed for
extending applications. Lua is also frequently used as a
general-purpose, stand-alone language. Lua is free software.
Lua combines simple procedural syntax with powerful data description
constructs based on associative arrays and extensible semantics. Lua
is dynamically typed, interpreted from bytecodes, and has automatic
memory management with garbage collection, making it ideal for
configuration, scripting, and rapid prototyping.",工具
osbuild-ostree,工具,库, OSTree support," Contains the necessary stages, assembler and source
to build OSTree based images.",工具
glusterfs-cli,工具,库, GlusterFS CLI," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the GlusterFS CLI application and its man page",工具
cmake-filesystem,工具,库, Directories used by CMake modules, This package owns all directories used by CMake modules.,工具
maven-doxia-sitetools,工具,库, Doxia content generation framework," Doxia is a content generation framework which aims to provide its
users with powerful techniques for generating static and dynamic
content. Doxia can be used to generate static sites in addition to
being incorporated into dynamic content generation systems like blogs,
wikis and content management systems.",工具
perl-Sys-Hostname,库,工具, Try every conceivable way to get a hostname," It attempts several methods of getting the system hostname and then caches the
result.",库
libknet1-plugins-all,库,工具, Libknet1 plugins meta package, meta package to install all of libknet1 plugins,库
python3-libs,库,工具, Python runtime libraries," This package contains runtime libraries for use by Python:
- the majority of the Python standard library
- a dynamically linked library for use by applications that embed Python as
  a scripting language, and by the main ""python3"" executable",库
libselinux,库,工具, SELinux library and simple utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

libselinux provides an API for SELinux applications to get and set
process and file security contexts and to obtain security policy
decisions.  Required for any applications that use the SELinux API.",库
openslp,库,服务, Open implementation of Service Location Protocol V2," Service Location Protocol is an IETF standards track protocol that
provides a framework to allow networking applications to discover the
existence, location, and configuration of networked services in
enterprise networks.

OpenSLP is an open source implementation of the SLPv2 protocol as defined
by RFC 2608 and RFC 2614.",库
glassfish-el-api,库,工具, Expression Language 3.0 API, Expression Language 3.0 API.,库
redhat-lsb,库,服务, Implementation of Linux Standard Base specification," The Linux Standard Base (LSB) is an attempt to develop a set of standards that
will increase compatibility among Linux distributions. It is designed to be
binary-compatible and produce a stable application binary interface (ABI) for
independent software vendors.
The lsb package provides utilities, libraries etc. needed for LSB Compliant
Applications. It also contains requirements that will ensure that all
components required by the LSB are installed on the system.",库
libdnet,库,工具, Simple portable interface to lowlevel networking routines," libdnet provides a simplified, portable interface to several
low-level networking routines, including network address
manipulation, kernel arp(4) cache and route(4) table lookup and
manipulation, network firewalling (IP filter, ipfw, ipchains,
pf, ...), network interface lookup and manipulation, raw IP
packet and Ethernet frame, and data transmission.",库
perl-Mail-Sender,库,服务, Module for sending mails with attachments through an SMTP server, Module for sending mails with attachments through an SMTP server.,库
jackson-jaxrs-providers,库,工具, Jackson JAX-RS providers," This is a multi-module project that contains Jackson-based JAX-RS providers for
following data formats: JSON, Smile (binary JSON), XML, CBOR (another kind of
binary JSON), YAML.",库
rsyslog-elasticsearch,服务,库, ElasticSearch output module for rsyslog," This module provides the capability for rsyslog to feed logs directly into
Elasticsearch.",服务
iptables-services,服务,工具,iptables and ip6tables services for iptables ,"iptables services for IPv4 and IPv6

This package provides the services iptables and ip6tables that have been split
out of the base package since they are not active by default anymore. ",服务
pulseaudio-module-x11,服务,库, X11 support for the PulseAudio sound server, X11 bell and security modules for the PulseAudio sound server.,服务
krb5-server,服务,工具, The KDC and related programs for Kerberos 5," Kerberos is a network authentication system. The krb5-server package
contains the programs that must be installed on a Kerberos 5 key
distribution center (KDC).  If you are installing a Kerberos 5 KDC,
you need to install this package (in other words, most people should
NOT install this package).",服务
ipset-service,服务,工具,ipset service for ipsets ,"This package provides the service ipset that is split
out of the base package since it is not active by default. ",服务
samba-client-libs,服务,库, Samba client libraries," The samba-client-libs package contains internal libraries needed by the
SMB/CIFS clients.",库
rng-tools,服务,工具,Random number generator related utilities ,"This is a random number generator daemon and its tools. It monitors
a set of entropy sources present on a system (like /dev/hwrng, RDRAND,
TPM, jitter) and supplies entropy from them to a kernel entropy pool. ",服务
glusterfs,服务,库, Distributed File System," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package includes the glusterfs binary, the glusterfsd daemon and the
libglusterfs and glusterfs translator modules common to both GlusterFS server
and client framework.",服务
anolis-indexhtml,服务,工具,Browser default start page for Anolis OS ,"The anolis-indexhtml package provides a welcome page shown by a web browser
after successful installation of Anolis OS.

This web page advises users on how to register their Anolis OS software and how
to get any support they might need. ",服务
dde-printer,服务,工具, Printer Manager is tool to manage printers, Printer Manager is tool to manage printers.,服务
rsyslog-mmnormalize,服务,库, Log normalization support for rsyslog, This module provides the capability to normalize log messages via liblognorm.,服务
krb5-workstation,服务,工具,Kerberos 5 programs for use on workstations ,"Kerberos is a network authentication system. The krb5-workstation
package contains the basic Kerberos programs (kinit, klist, kdestroy,
kpasswd). If your network uses Kerberos, this package should be
installed on every workstation. ",服务
pulseaudio-libs,服务,库, Libraries for PulseAudio clients," This package contains the runtime libraries for any application that wishes
to interface with a PulseAudio sound server.",库
rsyslog-kafka,服务,库, Provides kafka support for rsyslog, The rsyslog-kafka package provides modules for Apache Kafka input and output.,服务
evolution-bogofilter,工具,库, Bogofilter plugin for Evolution, This package contains the plugin to filter junk mail using Bogofilter.,工具
malaga,工具,库, A programming language for automatic language analysis," A software package for the development and application of
grammars that are used for the analysis of words and sentences of natural
languages. It is a language-independent system that offers a programming
language for the modelling of the language-dependent grammatical
information. This language is also called Malaga.

Malaga is based on the grammatical theory of the ""Left Associative Grammar""
(LAG), developed by Roland Hausser, professor for Computational Linguistics at
University of Erlangen, Germany.",工具
dmidecode,工具,库, Tool to analyse BIOS DMI data," dmidecode reports information about x86 & ia64 hardware as described in the
system BIOS according to the SMBIOS/DMI standard. This information
typically includes system manufacturer, model name, serial number,
BIOS version, asset tag as well as a lot of other details of varying
level of interest and reliability depending on the manufacturer.

This will often include usage status for the CPU sockets, expansion
slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of
I/O ports (e.g. serial, parallel, USB).",工具
evolution-spamassassin,工具,库, SpamAssassin plugin for Evolution, This package contains the plugin to filter junk mail using SpamAssassin.,工具
dnf-plugin-releasever-adapter,工具,库, A dnf plugin for releasever adaptation," A plugin for the Dandified Yellow dog Updater, Modified. The plugin
can automatically convert the releasever of Anolis OS, which is 8.x
to the latest version of releasever which is 8.",工具
kpatch,工具,库,Dynamic kernel patch manager ,"kpatch is a live kernel patch module manager.  It allows the user to manage
a collection of binary kernel patch modules which can be used to dynamically
patch the kernel without rebooting. ",工具
gcc-toolset-10-elfutils-libelf,工具,库, Library to read and write ELF files," The elfutils-libelf package provides a DSO which allows reading and
writing ELF files on a high level.  Third party programs depend on
this package to read internals of ELF files.  The programs of the
elfutils package use it also to generate new ELF files.",库
plasma-breeze-common,工具,库, Common files shared between KDE 4 and Plasma 5 versions of the Breeze style, Common files shared between KDE 4 and Plasma 5 versions of the Breeze style.,工具
sssd-krb5-common,服务,工具, SSSD helpers needed for Kerberos and GSSAPI authentication," Provides helper processes that the LDAP and Kerberos back ends can use for
Kerberos user or host authentication.",服务
fprintd-pam,服务,库, PAM module for fingerprint authentication," PAM module that uses the fprintd D-Bus service for fingerprint
authentication.",服务
corosync-qdevice,服务,工具, The Corosync Cluster Engine Qdevice," This package contains the Corosync Cluster Engine Qdevice, script for creating
NSS certificates and an init script.",服务
plymouth-plugin-label,服务,工具, Plymouth label plugin," This package contains the label control plugin for
Plymouth. It provides the ability to render text on
graphical boot splashes using pango and cairo.",服务
bolt,服务,工具,Thunderbolt device manager ,"bolt is a system daemon to manage Thunderbolt devices via a D-BUS
API. Thunderbolt 3 introduced different security modes that require
devices to be authorized before they can be used. The D-Bus API can be
used to list devices, enroll them (authorize and store them in the
local database) and forget them again (remove previously enrolled
devices). It also emits signals if new devices are connected (or
removed). During enrollment devices can be set to be automatically
authorized as soon as they are connected.  A command line tool, called
boltctl, can be used to control the daemon and perform all the above
mentioned tasks. ",服务
ipvsadm,服务,工具, Utility to administer the Linux Virtual Server," ipvsadm is used to setup, maintain, and inspect the virtual server
table in the Linux kernel. The Linux Virtual Server can be used to
build scalable network services based on a cluster of two or more
nodes. The active node of the cluster redirects service requests to a
collection of server hosts that will actually perform the
services. Supported Features include:
  - two transport layer (layer-4) protocols (TCP and UDP)
  - three packet-forwarding methods (NAT, tunneling, and direct routing)
  - eight load balancing algorithms (round robin, weighted round robin,
    least-connection, weighted least-connection, locality-based
    least-connection, locality-based least-connection with
    replication, destination-hashing, and source-hashing)",unknown
sssd-proxy,服务,库,The proxy back end of the SSSD ,"Provides the proxy back end which can be used to wrap an existing NSS and/or
PAM modules to leverage SSSD caching. ",服务
deepin-turbo,服务,工具, deepin-trubo is a deepin project that derives from Applauncherd., deepin-trubo is a deepin project that derives from Applauncherd.,服务
python3-sss,服务,库, Python3 bindings for sssd," Provides python3 bindings:
    * function for retrieving list of groups user belongs to
    * class for obfuscation of passwords",服务
mcstrans,服务,工具,SELinux Translation Daemon ,"Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

mcstrans provides an translation daemon to translate SELinux categories
from internal representations to user defined representation. ",服务
stratisd-dracut,服务,库, Dracut modules for use with stratisd," 
This package contains dracut modules to be used with stratisd
to enable using Stratis filesystems as the root filesystem for
a Linux install.",服务
vulkan-loader,服务,工具, Vulkan ICD desktop loader," This project provides the Khronos official Vulkan ICD desktop
loader for Windows, Linux, and MacOS.",服务
postgresql-plperl,服务,库, The Perl procedural language for PostgreSQL," The postgresql-plperl package contains the PL/Perl procedural language,
which is an extension to the PostgreSQL database server.
Install this if you want to write database functions in Perl.",服务
nydus-rs,服务,工具, Nydus image service," Nydus - the Dragonfly image service, providing fast, secure and easy access to container images.",服务
iscsi-initiator-utils,服务,工具, iSCSI daemon and utility programs," The iscsi package provides the server daemon for the iSCSI protocol,
as well as the utility programs used to manage it. iSCSI is a protocol
for distributed disk access using SCSI commands sent over Internet
Protocol networks.",服务
mod_proxy_html,服务,库, HTML and XML content filters for the Apache HTTP Server," The mod_proxy_html and mod_xml2enc modules provide filters which can
transform and modify HTML and XML content.",服务
kwin-wayland,服务,工具, KDE Window Manager with experimental Wayland support, KDE Window Manager with experimental Wayland support.,服务
system-lsb-desktop,服务,库, LSB Desktop module support," The Linux Standard Base (LSB) Desktop Specifications define components that are
required to be present on an LSB conforming system.",服务
libguestfs-man-pages-uk,库,工具, Ukrainian (uk) man pages for libguestfs," libguestfs-man-pages-uk contains Ukrainian (uk) man pages
for libguestfs.",服务
mod_auth_openidc,库,服务, OpenID Connect auth module for Apache HTTP Server," This module enables an Apache 2.x web server to operate as
an OpenID Connect Relying Party and/or OAuth 2.0 Resource Server.",服务
foomatic-db-filesystem,库,工具, Directory layout for the foomatic package, Directory layout for the foomatic package.,库
ibacm,库,服务, InfiniBand Communication Manager Assistant," The ibacm daemon helps reduce the load of managing path record lookups on
large InfiniBand fabrics by providing a user space implementation of what
is functionally similar to an ARP cache.  The use of ibacm, when properly
configured, can reduce the SA packet load of a large IB cluster from O(n^2)
to O(n).  The ibacm daemon is started and normally runs in the background,
user applications need not know about this daemon as long as their app
uses librdmacm to handle connection bring up/tear down.  The librdmacm
library knows how to talk directly to the ibacm daemon to retrieve data.",库
pcp-testsuite,库,服务, Performance Co-Pilot (PCP) test suite, Quality assurance test suite for Performance Co-Pilot (PCP).,库
redhat-lsb-languages,库,服务, LSB Languages module support," The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system.",库
iptraf-ng,工具,库,A console-based network monitoring utility ,"IPTraf-ng is a console-based network monitoring utility.  IPTraf gathers
data like TCP connection packet and byte counts, interface statistics
and activity indicators, TCP/UDP traffic breakdowns, and LAN station
packet and byte counts.  IPTraf-ng features include an IP traffic monitor
which shows TCP flag information, packet and byte counts, ICMP
details, OSPF packet types, and oversized IP packet warnings;
interface statistics showing IP, TCP, UDP, ICMP, non-IP and other IP
packet counts, IP checksum errors, interface activity and packet size
counts; a TCP and UDP service monitor showing counts of incoming and
outgoing packets for common TCP and UDP application ports, a LAN
statistics module that discovers active hosts and displays statistics
about their activity; TCP, UDP and other protocol display filters so
you can view just the traffic you want; logging; support for Ethernet,
FDDI, ISDN, SLIP, PPP, and loopback interfaces; and utilization of the
built-in raw socket interface of the Linux kernel, so it can be used
on a wide variety of supported network cards. ",工具
usbguard-tools,工具,库, USBGuard Tools," The usbguard-tools package contains optional tools from the USBGuard
software framework.",工具
texlive-dvips,工具,库, A DVI to PostScript driver," This package has been withdrawn from CTAN, and bundled into the
distributions' package sets. The current sources of dvips may
be found in the distribution of dvipsk which forms part of the
TeX-live sources.",工具
ninja-build,工具,库, A small build system with a focus on speed," Ninja is a small build system with a focus on speed. It differs from other
build systems in two major respects: it is designed to have its input files
generated by a higher-level build system, and it is designed to run builds as
fast as possible.",工具
crash-trace-command,工具,库, Trace extension module for the crash utility, Command for reading ftrace data from a dumpfile.,工具
texlive-xetexconfig,工具,库, Configuration files for XeTeX," unicode-letters, and special crop.cfg and hyperref.cfg for
XeTeX.",工具
dtkcommon,工具,库, DTK common files, This package contains common configuration files for DTK.,工具
python38-wcwidth,库,工具, Measures number of Terminal column cells of wide-character codes," This API is mainly for Terminal Emulator implementors, or those writing programs
that expect to interpreted by a terminal emulator and wish to determine the
printable width of a string on a Terminal.",工具
djvulibre-libs,库,工具, Library files for DjVuLibre, Library files for DjVuLibre.,库
libmalaga,库,工具, Library files for malaga, Library files for malaga.,库
python3-sphinx_rtd_theme,库,工具, Sphinx theme for readthedocs.org," This is a prototype mobile-friendly sphinx theme for readthedocs.org.
It's currently in development and includes some rtd variable checks that
can be ignored if you're just trying to use it on your project outside
of that site.",库
keentune-brain,库,服务, Auto-Tunning algorithm module of KeenTune, Auto-Tunning algorithm module of KeenTune,库
java-1.8.0-alibaba-dragonwell,库,工具, Alibaba Dragonwell8 JDK, Alibaba Dragonwell8 JDK,库
python39-wcwidth,库,工具, Measures number of Terminal column cells of wide-character codes," This API is mainly for Terminal Emulator implementors, or those writing programs
that expect to interpreted by a terminal emulator and wish to determine the
printable width of a string on a Terminal.",库
uom-parent,库,工具, Units of Measurement Project Parent POM, Main parent POM for all Units of Measurement Maven projects.,库
kf5-networkmanager-qt,库,工具, A Tier 1 KDE Frameworks 5 module that wraps NetworkManager DBus API, A Tier 1 KDE Frameworks 5 Qt library for NetworkManager.,库
plexus-compiler,库,工具, Compiler call initiators for Plexus," Plexus Compiler adds support for using various compilers from a
unified api. Support for javac is available in main package. For
additional compilers see plexus-compiler-extras package.",库
rust,库,工具, The Rust Programming Language," Rust is a systems programming language that runs blazingly fast, prevents
segfaults, and guarantees thread safety.

This package includes the Rust compiler and documentation generator.",库
guava20-testlib,库,工具, The guava-testlib artifact, guava-testlib provides additional functionality for conveninent unit testing,库
pg_repack,库,工具, Reorganize tables in PostgreSQL databases without any locks," pg_repack is a PostgreSQL extension which lets you remove
bloat from tables and indexes, and optionally
restore the physical order of clustered indexes.
Unlike CLUSTER and VACUUM FULL it works online,
without holding an exclusive lock on the processed tables during processing.
pg_repack is efficient to boot,
with performance comparable to using CLUSTER directly.

Please check the documentation (in the doc directory or online)
for installation and usage instructions.",库
xmvn-connector-aether,库,工具, XMvn Connector for Maven Resolver," This package provides XMvn Connector for Maven Resolver, which
provides integration of Maven Resolver with XMvn.  It provides an
adapter which allows XMvn resolver to be used as Maven workspace
reader.",库
dde-disk-mount-plugin,服务,工具, plugin of dde-dock, plugin of dde-dock.,服务
dde-dock-onboard-plugin,服务,工具, deepin desktop-environment - dock plugin, deepin desktop-environment - dock plugin.,服务
tuned-gtk,服务,库, GTK GUI for tuned, GTK GUI that can control tuned and provides simple profile editor.,服务
deepin-wallpapers,服务,工具, Deepin Wallpapers provides wallpapers of dde, Deepin Wallpapers provides wallpapers of dde.,服务
orca,服务,工具, Assistive technology for people with visual impairments," Orca is a screen reader that provides access to the graphical desktop via
user-customizable combinations of speech and/or braille. Orca works with
applications and toolkits that support the assistive technology service
provider interface (AT-SPI), e.g. the GNOME desktop.",服务
amanda,服务,工具, A network-capable tape backup solution," AMANDA, the Advanced Maryland Automatic Network Disk Archiver, is a
backup system that allows the administrator of a LAN to set up a
single master backup server to back up multiple hosts to one or more
tape drives or disk files.  AMANDA uses native dump and/or GNU tar
facilities and can back up a large number of workstations running
multiple versions of Unix.  Newer versions of AMANDA (including this
version) can use SAMBA to back up Microsoft(TM) Windows95/NT hosts.
The amanda package contains the core AMANDA programs and will need to
be installed on both AMANDA clients and AMANDA servers.  Note that you
will have to install the amanda-client and/or amanda-server packages as
well.",服务
geoclue2,服务,库, Geolocation service," Geoclue is a D-Bus service that provides location information. The primary goal
of the Geoclue project is to make creating location-aware applications as
simple as possible, while the secondary goal is to ensure that no application
can access location information without explicit permission from user.",服务
kwin,服务,库, KDE Window manager, KDE Window manager.,服务
abrt-dbus,服务,库, ABRT DBus service," ABRT DBus service which provides org.freedesktop.problems API on dbus and
uses PolicyKit to authorize to access the problem data.",服务
