name,y_true,y_predict
lorax-composer,工具,服务
libffado,库,服务
lightdm-gtk-greeter-settings,库,服务
mingw32-freetype-static,工具,库
mod_auth_openidc,库,服务
gcc-toolset-11-elfutils,工具,库
ibus-table-chinese-easy,工具,库
perl-local-lib,库,工具
mutt,工具,服务
dde-device-formatter,服务,工具
perl-Sys-MemInfo,库,工具
gutenprint,库,服务
papi,库,服务
pcp-export-pcp2json,服务,工具
gl-manpages,库,工具
patchutils,工具,库
python38-wheel-wheel,库,工具
nss_nis,库,服务
GeoIP,库,服务
pacemaker-schemas,服务,工具
gedit-plugin-textsize,服务,库
python39-pluggy,库,服务
ncurses-base,库,工具
spice-protocol,库,服务
device-mapper-event,工具,服务
spice-streaming-agent,库,服务
texlive-collection-xetex,工具,库
spice-gtk-tools,库,服务
python3-rtslib,库,工具
libatomic_ops,库,工具
tomcatjss,库,服务
jboss-logging-tools,库,服务
nss-sysinit,库,服务
postgresql-test-rpm-macros,服务,工具
qt5-qtsensors,库,服务
pmix,库,工具
gedit-plugin-colorpicker,服务,库
texlive-seminar,工具,库
libsrtp,库,工具
pcp-export-pcp2graphite,服务,工具
gnome-abrt,服务,工具
pipewire-libs,服务,工具
python3-libselinux,库,工具
dleyna-renderer,库,工具
mod_md,库,服务
keyutils-libs,库,工具
krb5-libs,库,工具
color-filesystem,库,工具
texlive-latex-fonts,工具,其它
cups-client,工具,服务
openscap,库,工具
llvm,工具,库
perl-sigtrap,库,工具
mod_security-mlogc,库,服务
fusesource-pom,库,工具
php-pecl-zip,库,服务
texlive-arphic,工具,其它
texlive-psnfss,工具,其它
openhpi,库,工具
